Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.496181,[103  19] ; [ 2 22],[87.73972603 34.26027397] ; [17.26027397  6.73972603],1
r2,1,9.6e-05,15.215616,[106  15] ; [13 11],[99.30344828 21.69655172] ; [19.69655172  4.30344828],1
b1,1,0.000657,11.60711,[41 81] ; [17  7],[48.46575342 73.53424658] ; [ 9.53424658 14.46575342],1
v4,1,0.001406,10.198232,[109  11] ; [16  8],[104.16666667  15.83333333] ; [20.83333333  3.16666667],0
p11,1,0.003502,8.525274,[84 38] ; [ 9 15],[77.71232877 44.28767123] ; [15.28767123  8.71232877],0
v2,1,0.014905,5.927693,[56 61] ; [ 5 19],[50.61702128 66.38297872] ; [10.38297872 13.61702128],0
n6,1,0.0178,5.615693,[82 40] ; [10 14],[76.87671233 45.12328767] ; [15.12328767  8.87671233],0
r1,1,0.024468,5.061175,[85 37] ; [11 13],[80.21917808 41.78082192] ; [15.78082192  8.21917808],0
p9,1,0.029281,4.751035,[86 35] ; [11 12],[81.50694444 39.49305556] ; [15.49305556  7.50694444],0
s6,1,0.035384,4.426565,[47 73] ; [ 4 20],[42.5 77.5] ; [ 8.5 15.5],0
a7,1,0.04108,4.172707,[87 35] ; [12 12],[82.7260274 39.2739726] ; [16.2739726  7.7260274],0
n3,1,0.046499,3.963437,[31 12] ; [6 8],[27.9122807 15.0877193] ; [9.0877193 4.9122807],0
s1,1,0.053255,3.735911,[  4 118] ; [ 3 21],[  5.84931507 116.15068493] ; [ 1.15068493 22.84931507],0
a6,1,0.062563,3.468112,[71 51] ; [ 9 15],[66.84931507 55.15068493] ; [13.15068493 10.84931507],0
p2,1,0.086257,2.942885,[87 34] ; [13 11],[83.44827586 37.55172414] ; [16.55172414  7.44827586],0
d1,1,0.106784,2.601181,[52 70] ; [ 6 18],[48.46575342 73.53424658] ; [ 9.53424658 14.46575342],0
u3,1,0.156095,2.011651,[26 28] ; [6 2],[27.87096774 26.12903226] ; [4.12903226 3.87096774],0
p12,1,0.197225,1.662805,[  1 121] ; [ 1 23],[  1.67123288 120.32876712] ; [ 0.32876712 23.67123288],0
n5,1,0.200311,1.640106,[39 82] ; [11 13],[41.72413793 79.27586207] ; [ 8.27586207 15.72413793],0
s3,1,0.2385,1.389438,[28 92] ; [ 3 21],[25.83333333 94.16666667] ; [ 5.16666667 18.83333333],0
n1,1,0.245176,1.350586,[ 9 35] ; [5 9],[10.62068966 33.37931034] ; [ 3.37931034 10.62068966],0
p1,1,0.258611,1.276177,[  4 117] ; [ 2 22],[  5.00689655 115.99310345] ; [ 0.99310345 23.00689655],0
s5,1,0.263138,1.252174,[21 99] ; [ 2 22],[ 19.16666667 100.83333333] ; [ 3.83333333 20.16666667],0
a5,1,0.265113,1.241861,[66 56] ; [10 14],[63.50684932 58.49315068] ; [12.49315068 11.50684932],0
p3,1,0.267215,1.230987,[39 82] ; [ 5 19],[36.71724138 84.28275862] ; [ 7.28275862 16.71724138],0
p10,1,0.273652,1.198347,[75 46] ; [12 12],[72.6 48.4] ; [14.4  9.6],0
s7,1,0.286827,1.134454,[22 97] ; [ 6 15],[23.8 95.2] ; [ 4.2 16.8],0
d5,1,0.315964,1.005578,[84 38] ; [14 10],[81.89041096 40.10958904] ; [16.10958904  7.89041096],0
a3,1,0.342633,0.900553,[68 53] ; [16  8],[70.09655172 50.90344828] ; [13.90344828 10.09655172],0
