Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.005217,7.802603,[6 8] ; [12 81],[ 2.35514019 11.64485981] ; [15.64485981 77.35514019],0
s2,1,0.00691,7.296163,[9 5] ; [26 67],[4.57943925 9.42056075] ; [30.42056075 62.57943925],0
p7,1,0.01475,5.946119,[8 5] ; [25 65],[4.16504854 8.83495146] ; [28.83495146 61.16504854],0
b5,1,0.028608,4.791061,[12  2] ; [51 42],[8.24299065 5.75700935] ; [54.75700935 38.24299065],0
s7,1,0.030311,4.691584,[7 6] ; [21 64],[3.71428571 9.28571429] ; [24.28571429 60.71428571],0
s8,1,0.036884,4.355777,[6 8] ; [17 76],[ 3.00934579 10.99065421] ; [19.99065421 73.00934579],0
p8,1,0.052379,3.763634,[6 8] ; [18 74],[ 3.16981132 10.83018868] ; [20.83018868 71.16981132],0
a5,1,0.056176,3.646822,[ 4 10] ; [52 41],[7.3271028 6.6728972] ; [48.6728972 44.3271028],0
s3,1,0.06091,3.512443,[10  4] ; [41 51],[6.73584906 7.26415094] ; [44.26415094 47.73584906],0
r1,1,0.069692,3.290259,[6 8] ; [63 30],[9.02803738 4.97196262] ; [59.97196262 33.02803738],0
a3,1,0.107836,2.585658,[6 8] ; [60 32],[8.71698113 5.28301887] ; [57.28301887 34.71698113],0
v3,1,0.115446,2.478037,[ 1 13] ; [23 64],[ 3.32673267 10.67326733] ; [20.67326733 66.32673267],0
b3,1,0.133262,2.254088,[2 1] ; [14 39],[0.85714286 2.14285714] ; [15.14285714 37.85714286],0
b2,1,0.133262,2.254088,[2 1] ; [14 39],[0.85714286 2.14285714] ; [15.14285714 37.85714286],0
p2,1,0.144124,2.133368,[10  4] ; [47 46],[7.45794393 6.54205607] ; [49.54205607 43.45794393],0
n4,1,0.157869,1.994525,[5 9] ; [52 41],[7.45794393 6.54205607] ; [49.54205607 43.45794393],0
v1,1,0.159073,1.983016,[ 3 11] ; [37 53],[5.38461538 8.61538462] ; [34.61538462 55.38461538],0
r3,1,0.193829,1.688274,[12  2] ; [64 29],[9.94392523 4.05607477] ; [66.05607477 26.94392523],0
b4,1,0.251256,1.316306,[6 8] ; [55 38],[7.98130841 6.01869159] ; [53.01869159 39.98130841],0
s5,1,0.263264,1.25151,[3 8] ; [13 78],[1.7254902 9.2745098] ; [14.2745098 76.7254902],0
a7,1,0.267131,1.231418,[11  3] ; [59 34],[9.1588785 4.8411215] ; [60.8411215 32.1588785],0
a4,1,0.267131,1.231418,[ 3 11] ; [34 59],[4.8411215 9.1588785] ; [32.1588785 60.8411215],0
v4,1,0.293273,1.104536,[12  2] ; [66 25],[10.4  3.6] ; [67.6 23.4],0
a6,1,0.364167,0.823471,[10  4] ; [54 38],[8.45283019 5.54716981] ; [55.54716981 36.45283019],0
d2,1,0.364167,0.823471,[ 4 10] ; [38 54],[5.54716981 8.45283019] ; [36.45283019 55.54716981],0
d1,1,0.38002,0.770637,[ 4 10] ; [38 55],[5.4953271 8.5046729] ; [36.5046729 56.4953271],0
n2,1,0.460107,0.545635,[6 2] ; [22 14],[5.09090909 2.90909091] ; [22.90909091 13.09090909],0
u3,1,0.476782,0.506214,[3 5] ; [17 16],[3.90243902 4.09756098] ; [16.09756098 16.90243902],0
p9,1,0.511972,0.430035,[9 5] ; [50 41],[7.86666667 6.13333333] ; [51.13333333 39.86666667],0
d4,1,0.52511,0.403846,[11  3] ; [64 27],[10.  4.] ; [65. 26.],0
s6,1,0.557255,0.34448,[6 8] ; [32 60],[5.01886792 8.98113208] ; [32.98113208 59.01886792],0
n1,1,0.605343,0.267012,[2 5] ; [14 22],[2.60465116 4.39534884] ; [13.39534884 22.60465116],0
b1,1,0.644798,0.212522,[6 8] ; [46 47],[6.80373832 7.19626168] ; [45.19626168 47.80373832],0
a8,1,0.709093,0.139184,[ 1 12] ; [10 80],[ 1.38834951 11.61165049] ; [ 9.61165049 80.38834951],0
r2,1,0.72784,0.121104,[11  3] ; [75 16],[11.46666667  2.53333333] ; [74.53333333 16.46666667],0
p11,1,0.734777,0.11477,[7 7] ; [42 51],[6.41121495 7.58878505] ; [42.58878505 50.41121495],0
s1,1,0.735008,0.114563,[ 1 12] ; [ 5 88],[ 0.73584906 12.26415094] ; [ 5.26415094 87.73584906],0
u2,1,0.749085,0.102302,[5 3] ; [18 14],[4.6 3.4] ; [18.4 13.6],0
u1,1,0.788821,0.071739,[ 1 13] ; [ 5 88],[ 0.78504673 13.21495327] ; [ 5.21495327 87.78504673],0
d3,1,0.797486,0.065844,[7 6] ; [53 39],[7.42857143 5.57142857] ; [52.57142857 39.42857143],0
p10,1,0.84805,0.036713,[7 7] ; [43 48],[6.66666667 7.33333333] ; [43.33333333 47.66666667],0
n3,1,0.848831,0.036332,[5 3] ; [20 14],[4.76190476 3.23809524] ; [20.23809524 13.76190476],0
r4,1,0.887422,0.020041,[8 6] ; [55 38],[8.24299065 5.75700935] ; [54.75700935 38.24299065],0
n5,1,0.931169,0.00746,[6 8] ; [41 52],[6.14953271 7.85046729] ; [40.85046729 52.14953271],0
p3,1,0.931323,0.007427,[ 3 11] ; [19 74],[ 2.87850467 11.12149533] ; [19.12149533 73.87850467],0
d5,1,0.945681,0.004642,[9 5] ; [60 32],[9.11320755 4.88679245] ; [59.88679245 32.11320755],0
p1,1,0.950982,0.003779,[ 1 13] ; [ 7 85],[ 1.05660377 12.94339623] ; [ 6.94339623 85.05660377],0
v2,1,0.951819,0.003651,[5 9] ; [30 56],[4.9 9.1] ; [30.1 55.9],0
