Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5.5e-05,16.251863,[13 26] ; [34 10],[22.08433735 16.91566265] ; [24.91566265 19.08433735],1
p11,1,0.012463,6.243842,[27 12] ; [40  4],[31.48192771  7.51807229] ; [35.51807229  8.48192771],0
p7,1,0.024337,5.070476,[26 12] ; [39  5],[30.12195122  7.87804878] ; [34.87804878  9.12195122],0
n4,1,0.039375,4.244634,[24 15] ; [36  8],[28.19277108 10.80722892] ; [31.80722892 12.19277108],0
n5,1,0.039375,4.244634,[24 15] ; [36  8],[28.19277108 10.80722892] ; [31.80722892 12.19277108],0
p12,1,0.039775,4.22747,[ 1 38] ; [ 7 37],[ 3.75903614 35.24096386] ; [ 4.24096386 39.75903614],0
p6,1,0.042875,4.100342,[11 28] ; [22 22],[15.5060241 23.4939759] ; [17.4939759 26.5060241],0
r1,1,0.042885,4.099917,[22 17] ; [34 10],[26.31325301 12.68674699] ; [29.68674699 14.31325301],0
a6,1,0.043434,4.078444,[19 20] ; [31 13],[23.4939759 15.5060241] ; [26.5060241 17.4939759],0
r4,1,0.052228,3.768441,[28 11] ; [39  5],[31.48192771  7.51807229] ; [35.51807229  8.48192771],0
v3,1,0.060328,3.528332,[10 28] ; [20 23],[14.07407407 23.92592593] ; [15.92592593 27.07407407],0
a5,1,0.067319,3.347199,[17 22] ; [28 16],[21.14457831 17.85542169] ; [23.85542169 20.14457831],0
p10,1,0.08074,3.049942,[28 10] ; [39  5],[31.04878049  6.95121951] ; [35.95121951  8.04878049],0
a3,1,0.082134,3.022156,[11 27] ; [21 23],[14.82926829 23.17073171] ; [17.17073171 26.82926829],0
p9,1,0.139734,2.180888,[31  8] ; [40  4],[33.36144578  5.63855422] ; [37.63855422  6.36144578],0
a4,1,0.140964,2.1674,[ 6 32] ; [13 31],[ 8.80487805 29.19512195] ; [10.19512195 33.80487805],0
b3,1,0.155978,2.01279,[ 2 15] ; [ 9 21],[ 3.9787234 13.0212766] ; [ 7.0212766 22.9787234],0
b2,1,0.155978,2.01279,[ 2 15] ; [ 9 21],[ 3.9787234 13.0212766] ; [ 7.0212766 22.9787234],0
d2,1,0.160355,1.970873,[ 5 34] ; [11 33],[ 7.51807229 31.48192771] ; [ 8.48192771 35.51807229],0
v2,1,0.206805,1.593651,[15 22] ; [23 19],[17.79746835 19.20253165] ; [20.20253165 21.79746835],0
r3,1,0.210301,1.569355,[33  6] ; [41  3],[34.77108434  4.22891566] ; [39.22891566  4.77108434],0
n2,1,0.211088,1.563946,[10  2] ; [4 3],[8.84210526 3.15789474] ; [5.15789474 1.84210526],0
s1,1,0.238587,1.388925,[ 3 35] ; [ 1 43],[ 1.85365854 36.14634146] ; [ 2.14634146 41.85365854],0
s2,1,0.241058,1.374395,[15 23] ; [12 32],[12.51219512 25.48780488] ; [14.48780488 29.51219512],0
p1,1,0.304913,1.052584,[ 6 32] ; [11 33],[ 7.87804878 30.12195122] ; [ 9.12195122 34.87804878],0
a2,1,0.307608,1.040919,[ 2 37] ; [ 5 39],[ 3.28915663 35.71084337] ; [ 3.71084337 40.28915663],0
p5,1,0.328052,0.956573,[ 4 34] ; [ 8 36],[ 5.56097561 32.43902439] ; [ 6.43902439 37.56097561],0
u2,1,0.357363,0.847139,[11 17] ; [12 11],[12.62745098 15.37254902] ; [10.37254902 12.62745098],0
u1,1,0.366446,0.815679,[ 1 38] ; [ 3 41],[ 1.87951807 37.12048193] ; [ 2.12048193 41.87951807],0
d1,1,0.366446,0.815679,[ 1 38] ; [ 3 41],[ 1.87951807 37.12048193] ; [ 2.12048193 41.87951807],0
d5,1,0.383512,0.759413,[16 23] ; [14 30],[14.09638554 24.90361446] ; [15.90361446 28.09638554],0
a7,1,0.383512,0.759413,[23 16] ; [30 14],[24.90361446 14.09638554] ; [28.09638554 15.90361446],0
s8,1,0.453091,0.562907,[12 27] ; [17 27],[13.62650602 25.37349398] ; [15.37349398 28.62650602],0
n3,1,0.539222,0.376984,[10  2] ; [5 2],[9.47368421 2.52631579] ; [5.52631579 1.47368421],0
s5,1,0.539942,0.375647,[13 25] ; [12 31],[11.72839506 26.27160494] ; [13.27160494 29.72839506],0
r2,1,0.556861,0.345168,[33  5] ; [40  4],[33.82926829  4.17073171] ; [39.17073171  4.82926829],0
d3,1,0.557804,0.34352,[12 27] ; [11 33],[10.80722892 28.19277108] ; [12.19277108 31.80722892],0
s7,1,0.562469,0.335447,[16 23] ; [19 21],[17.27848101 21.72151899] ; [17.72151899 22.27848101],0
n6,1,0.574585,0.31507,[29 10] ; [35  9],[30.07228916  8.92771084] ; [33.92771084 10.07228916],0
b1,1,0.630377,0.23155,[18 21] ; [18 26],[16.91566265 22.08433735] ; [19.08433735 24.91566265],0
s3,1,0.742257,0.108153,[15 22] ; [19 24],[15.725 21.275] ; [18.275 24.725],0
s6,1,0.742257,0.108153,[22 15] ; [24 19],[21.275 15.725] ; [24.725 18.275],0
p2,1,0.743582,0.107003,[30  8] ; [36  8],[30.58536585  7.41463415] ; [35.41463415  8.58536585],0
u3,1,0.762106,0.091637,[11 17] ; [10 13],[11.52941176 16.47058824] ; [ 9.47058824 13.52941176],0
n1,1,0.763573,0.090476,[6 6] ; [3 4],[5.68421053 6.31578947] ; [3.31578947 3.68421053],0
b5,1,0.785717,0.073917,[21 18] ; [25 19],[21.61445783 17.38554217] ; [24.38554217 19.61445783],0
a8,1,0.787033,0.072989,[ 3 31] ; [ 3 39],[ 2.68421053 31.31578947] ; [ 3.31578947 38.68421053],0
v4,1,0.792413,0.069263,[35  2] ; [41  3],[34.71604938  2.28395062] ; [41.28395062  2.71604938],0
s4,1,0.816767,0.053687,[ 7 31] ; [ 9 35],[ 7.41463415 30.58536585] ; [ 8.58536585 35.41463415],0
b4,1,0.90718,0.013595,[20 19] ; [22 22],[19.73493976 19.26506024] ; [22.26506024 21.73493976],0
v1,1,0.921708,0.00966,[16 22] ; [19 25],[16.2195122 21.7804878] ; [18.7804878 25.2195122],0
