Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.00775,7.090336,[ 5 16] ; [5 1],[ 7.77777778 13.22222222] ; [2.22222222 3.77777778],0
v2,1,0.024387,5.066883,[ 2 19] ; [3 3],[ 3.88888889 17.11111111] ; [1.11111111 4.88888889],0
s6,1,0.024387,5.066883,[ 2 19] ; [3 3],[ 3.88888889 17.11111111] ; [1.11111111 4.88888889],0
a2,1,0.049535,3.857143,[ 1 20] ; [2 4],[ 2.33333333 18.66666667] ; [0.66666667 5.33333333],0
s1,1,0.049535,3.857143,[ 1 20] ; [2 4],[ 2.33333333 18.66666667] ; [0.66666667 5.33333333],0
a6,1,0.088349,2.904202,[ 6 15] ; [4 2],[ 7.77777778 13.22222222] ; [2.22222222 3.77777778],0
b3,1,0.0994,2.715152,[2 9] ; [2 1],[3.14285714 7.85714286] ; [0.85714286 2.14285714],0
b2,1,0.0994,2.715152,[2 9] ; [2 1],[3.14285714 7.85714286] ; [0.85714286 2.14285714],0
d3,1,0.120507,2.410714,[10 11] ; [5 1],[11.66666667  9.33333333] ; [3.33333333 2.66666667],0
s7,1,0.194835,1.680672,[ 4 14] ; [3 3],[ 5.25 12.75] ; [1.75 4.25],0
p2,1,0.214193,1.542857,[13  8] ; [2 4],[11.66666667  9.33333333] ; [3.33333333 2.66666667],0
r2,1,0.214193,1.542857,[13  8] ; [2 4],[11.66666667  9.33333333] ; [3.33333333 2.66666667],0
a3,1,0.24135,1.372689,[12  9] ; [5 1],[13.22222222  7.77777778] ; [3.77777778 2.22222222],0
a7,1,0.303294,1.059655,[ 9 12] ; [4 2],[10.11111111 10.88888889] ; [2.88888889 3.11111111],0
p1,1,0.326109,0.964286,[ 1 20] ; [1 5],[ 1.55555556 19.44444444] ; [0.44444444 5.55555556],0
s5,1,0.326109,0.964286,[ 1 20] ; [1 5],[ 1.55555556 19.44444444] ; [0.44444444 5.55555556],0
v4,1,0.326109,0.964286,[15  6] ; [3 3],[14.  7.] ; [4. 2.],0
b1,1,0.326109,0.964286,[15  6] ; [3 3],[14.  7.] ; [4. 2.],0
p5,1,0.346912,0.884722,[ 1 19] ; [1 5],[ 1.53846154 18.46153846] ; [0.46153846 5.53846154],0
d5,1,0.410214,0.678179,[10 11] ; [4 2],[10.88888889 10.11111111] ; [3.11111111 2.88888889],0
d4,1,0.430412,0.621711,[14  7] ; [5 1],[14.77777778  6.22222222] ; [4.22222222 1.77777778],0
p4,1,0.455924,0.555882,[ 7 14] ; [3 3],[ 7.77777778 13.22222222] ; [2.22222222 3.77777778],0
p3,1,0.457901,0.55102,[ 4 17] ; [2 4],[ 4.66666667 16.33333333] ; [1.33333333 4.66666667],0
d2,1,0.457901,0.55102,[ 4 17] ; [2 4],[ 4.66666667 16.33333333] ; [1.33333333 4.66666667],0
d1,1,0.457901,0.55102,[ 4 17] ; [2 4],[ 4.66666667 16.33333333] ; [1.33333333 4.66666667],0
p8,1,0.507726,0.43875,[ 7 13] ; [3 3],[ 7.69230769 12.30769231] ; [2.30769231 3.69230769],0
n5,1,0.534561,0.385714,[10 11] ; [2 4],[ 9.33333333 11.66666667] ; [2.66666667 3.33333333],0
n6,1,0.600698,0.273945,[ 8 13] ; [3 3],[ 8.55555556 12.44444444] ; [2.44444444 3.55555556],0
a5,1,0.600698,0.273945,[ 8 13] ; [3 3],[ 8.55555556 12.44444444] ; [2.44444444 3.55555556],0
n2,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
p7,1,0.61193,0.257374,[ 9 11] ; [2 4],[ 8.46153846 11.53846154] ; [2.53846154 3.46153846],0
s8,1,0.623433,0.241071,[ 2 19] ; [1 5],[ 2.33333333 18.66666667] ; [0.66666667 5.33333333],0
s2,1,0.623433,0.241071,[ 2 19] ; [1 5],[ 2.33333333 18.66666667] ; [0.66666667 5.33333333],0
a4,1,0.638729,0.220408,[ 5 16] ; [2 4],[ 5.44444444 15.55555556] ; [1.55555556 4.44444444],0
r1,1,0.675422,0.175325,[ 9 12] ; [2 4],[ 8.55555556 12.44444444] ; [2.44444444 3.55555556],0
p11,1,0.83131,0.045378,[ 8 13] ; [2 4],[ 7.77777778 13.22222222] ; [2.22222222 3.77777778],0
p6,1,0.884881,0.020963,[ 3 18] ; [1 5],[ 3.11111111 17.88888889] ; [0.88888889 5.11111111],0
b4,1,0.918011,0.010597,[11 10] ; [3 3],[10.88888889 10.11111111] ; [3.11111111 2.88888889],0
b5,1,0.918011,0.010597,[11 10] ; [3 3],[10.88888889 10.11111111] ; [3.11111111 2.88888889],0
p10,1,0.918011,0.010597,[11 10] ; [3 3],[10.88888889 10.11111111] ; [3.11111111 2.88888889],0
p9,1,1.0,0.0,[10 10] ; [3 3],[10. 10.] ; [3. 3.],0
