Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00019,13.922842,[42 38] ; [57 13],[52.8 27.2] ; [46.2 23.8],1
r3,1,0.000526,12.021104,[52 27] ; [62  7],[60.85135135 18.14864865] ; [53.14864865 15.85135135],1
p9,1,0.002267,9.319674,[17 61] ; [31 37],[25.64383562 52.35616438] ; [22.35616438 45.64383562],0
p2,1,0.0065,7.406171,[36 44] ; [47 23],[44.26666667 35.73333333] ; [38.73333333 31.26666667],0
b1,1,0.008257,6.976866,[47 33] ; [26 44],[38.93333333 41.06666667] ; [34.06666667 35.93333333],0
n6,1,0.012763,6.201705,[39 40] ; [48 21],[46.43918919 32.56081081] ; [40.56081081 28.43918919],0
n3,1,0.021217,5.308856,[20 18] ; [21  5],[24.34375 13.65625] ; [16.65625  9.34375],0
n2,1,0.02913,4.759925,[20 21] ; [19  6],[24.22727273 16.77272727] ; [14.77272727 10.22727273],0
r1,1,0.030054,4.706223,[41 37] ; [49 21],[47.43243243 30.56756757] ; [42.56756757 27.43243243],0
s8,1,0.03525,4.433023,[ 5 74] ; [12 57],[ 9.07432432 69.92567568] ; [ 7.92567568 61.07432432],0
p6,1,0.040106,4.213411,[10 67] ; [18 50],[14.86896552 62.13103448] ; [13.13103448 54.86896552],0
v4,1,0.06835,3.322202,[56 22] ; [59 11],[60.60810811 17.39189189] ; [54.39189189 15.60810811],0
p8,1,0.077706,3.112243,[15 63] ; [22 47],[19.63265306 58.36734694] ; [17.36734694 51.63265306],0
s5,1,0.097673,2.743128,[ 6 73] ; [11 56],[ 9.19863014 69.80136986] ; [ 7.80136986 59.19863014],0
a1,1,0.116763,2.46021,[ 9 71] ; [ 3 67],[ 6.4 73.6] ; [ 5.6 64.4],0
r2,1,0.116913,2.458194,[60 18] ; [60  9],[63.67346939 14.32653061] ; [56.32653061 12.67346939],0
n5,1,0.122388,2.386496,[45 34] ; [31 39],[40.29530201 38.70469799] ; [35.70469799 34.29530201],0
b4,1,0.136693,2.214792,[43 37] ; [46 24],[47.46666667 32.53333333] ; [41.53333333 28.46666667],0
p7,1,0.150674,2.065418,[27 52] ; [32 38],[31.28187919 47.71812081] ; [27.71812081 42.28187919],0
u2,1,0.159664,1.977402,[12 23] ; [15 14],[14.765625 20.234375] ; [12.234375 16.765625],0
a2,1,0.175504,1.835287,[17 63] ; [ 9 61],[13.86666667 66.13333333] ; [12.13333333 57.86666667],0
v2,1,0.190219,1.715917,[24 54] ; [28 40],[27.78082192 50.21917808] ; [24.21917808 43.78082192],0
s4,1,0.23955,1.383241,[ 9 71] ; [ 4 65],[ 6.97986577 73.02013423] ; [ 6.02013423 62.97986577],0
u3,1,0.255626,1.292293,[13 23] ; [15 15],[15.27272727 20.72727273] ; [12.72727273 17.27272727],0
b5,1,0.289049,1.124043,[47 33] ; [47 23],[50.13333333 29.86666667] ; [43.86666667 26.13333333],0
d4,1,0.31925,0.992015,[50 29] ; [49 20],[52.84459459 26.15540541] ; [46.15540541 22.84459459],0
a5,1,0.357854,0.845411,[46 34] ; [35 35],[43.2 36.8] ; [37.8 32.2],0
a8,1,0.373687,0.791366,[ 6 67] ; [ 8 54],[ 7.57037037 65.42962963] ; [ 6.42962963 55.57037037],0
s7,1,0.448671,0.574007,[10 64] ; [12 54],[11.62857143 62.37142857] ; [10.37142857 55.62857143],0
d3,1,0.455548,0.556811,[42 38] ; [41 29],[44.26666667 35.73333333] ; [38.73333333 31.26666667],0
p3,1,0.463269,0.537985,[21 58] ; [15 55],[19.08724832 59.91275168] ; [16.91275168 53.08724832],0
p12,1,0.474994,0.510336,[ 1 79] ; [ 2 67],[ 1.61073826 78.38926174] ; [ 1.38926174 67.61073826],0
p4,1,0.50628,0.441748,[22 57] ; [23 47],[23.8590604 55.1409396] ; [21.1409396 48.8590604],0
s3,1,0.537835,0.379567,[21 56] ; [16 54],[19.38095238 57.61904762] ; [17.61904762 52.38095238],0
d5,1,0.551117,0.355321,[54 26] ; [44 26],[52.26666667 27.73333333] ; [45.73333333 24.26666667],0
v1,1,0.580075,0.306114,[23 56] ; [23 46],[24.55405405 54.44594595] ; [21.44594595 47.55405405],0
n1,1,0.602773,0.270833,[17 23] ; [ 9 16],[16. 24.] ; [10. 15.],0
s6,1,0.604038,0.268948,[21 58] ; [21 48],[22.41891892 56.58108108] ; [19.58108108 49.41891892],0
s1,1,0.609388,0.261066,[ 5 74] ; [ 3 65],[ 4.29931973 74.70068027] ; [ 3.70068027 64.29931973],0
a6,1,0.625076,0.238797,[46 34] ; [43 27],[47.46666667 32.53333333] ; [41.53333333 28.46666667],0
n4,1,0.674302,0.176611,[47 32] ; [44 26],[48.24832215 30.75167785] ; [42.75167785 27.24832215],0
b2,1,0.708996,0.139282,[17 33] ; [14 32],[16.14583333 33.85416667] ; [14.85416667 31.14583333],0
b3,1,0.708996,0.139282,[17 33] ; [14 32],[16.14583333 33.85416667] ; [14.85416667 31.14583333],0
p1,1,0.808493,0.058743,[ 5 75] ; [ 5 64],[ 5.36912752 74.63087248] ; [ 4.63087248 64.36912752],0
a4,1,0.8482,0.03664,[30 48] ; [28 42],[30.56756757 47.43243243] ; [27.43243243 42.56756757],0
a7,1,0.868161,0.027554,[48 31] ; [41 28],[47.50675676 31.49324324] ; [41.49324324 27.50675676],0
p5,1,0.902357,0.015051,[ 2 77] ; [ 2 68],[ 2.12080537 76.87919463] ; [ 1.87919463 68.12080537],0
v3,1,0.908793,0.013124,[18 57] ; [16 53],[17.70833333 57.29166667] ; [16.29166667 52.70833333],0
d2,1,0.937601,0.006129,[36 43] ; [31 38],[35.76351351 43.23648649] ; [31.23648649 37.76351351],0
d1,1,0.982323,0.000491,[33 47] ; [29 41],[33.06666667 46.93333333] ; [28.93333333 41.06666667],0
a3,1,1.0,0.0,[44 33] ; [40 30],[44. 33.] ; [40. 30.],0
u1,1,1.0,0.0,[ 8 72] ; [ 7 63],[ 8. 72.] ; [ 7. 63.],0
