Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.84843,[156  22] ; [5 9],[149.26041667  28.73958333] ; [11.73958333  2.26041667],1
s6,1,0.007203,7.221627,[120  50] ; [5 9],[115.48913043  54.51086957] ; [9.51086957 4.48913043],0
v2,1,0.007557,7.135489,[92 79] ; [ 2 11],[87.35869565 83.64130435] ; [6.64130435 6.35869565],0
d5,1,0.013576,6.092418,[99 79] ; [ 3 11],[94.5625 83.4375] ; [7.4375 6.5625],0
p7,1,0.01919,5.484143,[142  33] ; [7 6],[138.69680851  36.30319149] ; [10.30319149  2.69680851],0
n4,1,0.020396,5.377719,[128  49] ; [6 8],[124.17801047  52.82198953] ; [9.82198953 4.17801047],0
p11,1,0.03155,4.622793,[153  25] ; [9 5],[150.1875  27.8125] ; [11.8125  2.1875],0
n2,1,0.048792,3.882503,[25  4] ; [5 4],[22.89473684  6.10526316] ; [7.10526316 1.89473684],0
s1,1,0.0501,3.83812,[  6 171] ; [ 2 12],[  7.41361257 169.58638743] ; [ 0.58638743 13.41361257],0
a6,1,0.06119,3.504838,[109  69] ; [5 9],[105.6875  72.3125] ; [8.3125 5.6875],0
d4,1,0.067652,3.339092,[108  70] ; [5 9],[104.76041667  73.23958333] ; [8.23958333 5.76041667],0
p2,1,0.074392,3.183352,[156  21] ; [10  4],[153.83246073  23.16753927] ; [12.16753927  1.83246073],0
r1,1,0.074888,3.172505,[129  49] ; [7 7],[126.08333333  51.91666667] ; [9.91666667 4.08333333],0
p9,1,0.092181,2.835868,[154  22] ; [10  4],[151.91578947  24.08421053] ; [12.08421053  1.91578947],0
s3,1,0.096186,2.767673,[94 83] ; [3 8],[91.32446809 85.67553191] ; [5.67553191 5.32446809],0
s5,1,0.141507,2.161497,[ 57 114] ; [ 2 12],[ 54.53513514 116.46486486] ; [4.46486486 9.53513514],0
p3,1,0.150113,2.071097,[99 79] ; [5 9],[96.41666667 81.58333333] ; [7.58333333 6.41666667],0
n5,1,0.160024,1.974,[131  45] ; [8 6],[128.75789474  47.24210526] ; [10.24210526  3.75789474],0
b4,1,0.204963,1.606652,[96 82] ; [10  4],[98.27083333 79.72916667] ; [7.72916667 6.27083333],0
a5,1,0.222512,1.488099,[106  72] ; [6 8],[103.83333333  74.16666667] ; [8.16666667 5.83333333],0
p1,1,0.231417,1.432134,[ 19 157] ; [ 3 11],[ 20.37894737 155.62105263] ; [ 1.62105263 12.37894737],0
v4,1,0.251709,1.313792,[165  11] ; [12  2],[163.95789474  12.04210526] ; [13.04210526  0.95789474],0
u2,1,0.28798,1.12904,[44 43] ; [5 2],[45.35106383 41.64893617] ; [3.64893617 3.35106383],0
n3,1,0.341864,0.903429,[21  8] ; [5 4],[19.84210526  9.15789474] ; [6.15789474 2.84210526],0
s7,1,0.35649,0.85022,[82 87] ; [5 9],[80.3442623 88.6557377] ; [6.6557377 7.3442623],0
a1,1,0.369525,0.805261,[  5 173] ; [ 1 13],[  5.5625 172.4375] ; [ 0.4375 13.5625],0
a7,1,0.388127,0.744801,[121  56] ; [8 6],[119.54450262  57.45549738] ; [9.45549738 4.54450262],0
b2,1,0.391212,0.735172,[29 66] ; [4 5],[30.14423077 64.85576923] ; [2.85576923 6.14423077],0
b3,1,0.391212,0.735172,[29 66] ; [4 5],[30.14423077 64.85576923] ; [2.85576923 6.14423077],0
b1,1,0.432672,0.615642,[ 70 108] ; [7 7],[ 71.38541667 106.61458333] ; [5.61458333 8.38541667],0
d3,1,0.432672,0.615642,[ 70 108] ; [7 7],[ 71.38541667 106.61458333] ; [5.61458333 8.38541667],0
n1,1,0.45494,0.558314,[12 17] ; [5 4],[12.97368421 16.02631579] ; [4.02631579 4.97368421],0
s8,1,0.49853,0.458064,[ 67 111] ; [ 4 10],[ 65.82291667 112.17708333] ; [5.17708333 8.82291667],0
s2,1,0.517514,0.418845,[79 98] ; [5 9],[77.84293194 99.15706806] ; [6.15706806 7.84293194],0
p10,1,0.561207,0.337619,[147  27] ; [11  3],[146.23404255  27.76595745] ; [11.76595745  2.23404255],0
u3,1,0.607685,0.26356,[40 45] ; [4 3],[40.65217391 44.34782609] ; [3.34782609 3.65217391],0
p6,1,0.614805,0.253238,[ 75 101] ; [5 9],[ 74.10526316 101.89473684] ; [5.89473684 8.10526316],0
r2,1,0.694473,0.154286,[156  19] ; [12  2],[155.55555556  19.44444444] ; [12.44444444  1.55555556],0
v3,1,0.714678,0.133649,[ 63 113] ; [4 9],[ 62.39153439 113.60846561] ; [4.60846561 8.39153439],0
d2,1,0.730133,0.11899,[ 20 158] ; [ 2 12],[ 20.39583333 157.60416667] ; [ 1.60416667 12.39583333],0
n6,1,0.755153,0.097251,[145  32] ; [11  3],[144.56544503  32.43455497] ; [11.43455497  2.56544503],0
s4,1,0.830871,0.045619,[ 29 147] ; [ 2 12],[ 28.71578947 147.28421053] ; [ 2.28421053 11.71578947],0
p5,1,0.837581,0.04202,[ 29 148] ; [ 2 12],[ 28.72774869 148.27225131] ; [ 2.27225131 11.72774869],0
a3,1,0.849629,0.035945,[91 87] ; [7 6],[91.32984293 86.67015707] ; [6.67015707 6.32984293],0
v1,1,0.852935,0.034364,[83 92] ; [7 7],[83.33333333 91.66666667] ; [6.66666667 7.33333333],0
p12,1,0.857987,0.032019,[ 15 161] ; [ 1 13],[ 14.82105263 161.17894737] ; [ 1.17894737 12.82105263],0
b5,1,0.94424,0.004892,[100  78] ; [8 6],[100.125  77.875] ; [7.875 6.125],0
p4,1,0.992734,8.3e-05,[114  63] ; [9 5],[113.98429319  63.01570681] ; [9.01570681 4.98429319],0
