Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,27.202199,[65 16] ; [17 32],[51.09230769 29.90769231] ; [30.90769231 18.09230769],1
n6,1,0.004568,8.043154,[68 12] ; [31 18],[61.39534884 18.60465116] ; [37.60465116 11.39534884],0
p4,1,0.041491,4.155839,[43 38] ; [17 32],[37.38461538 43.61538462] ; [22.61538462 26.38461538],0
a5,1,0.044257,4.046717,[51 30] ; [22 27],[45.48461538 35.51538462] ; [27.51538462 21.48461538],0
a6,1,0.045448,4.001924,[60 21] ; [28 21],[54.83076923 26.16923077] ; [33.16923077 15.83076923],0
p9,1,0.056855,3.626826,[68 13] ; [32 14],[63.77952756 17.22047244] ; [36.22047244  9.77952756],0
p10,1,0.060775,3.516117,[65 16] ; [30 16],[60.59055118 20.40944882] ; [34.40944882 11.59055118],0
p3,1,0.075452,3.160252,[40 41] ; [16 32],[35.1627907 45.8372093] ; [20.8372093 27.1627907],0
r4,1,0.090642,2.862937,[55 26] ; [26 23],[50.46923077 30.53076923] ; [30.53076923 18.46923077],0
b4,1,0.090642,2.862937,[55 26] ; [26 23],[50.46923077 30.53076923] ; [30.53076923 18.46923077],0
n1,1,0.090926,2.857898,[ 9 13] ; [ 2 12],[ 6.72222222 15.27777778] ; [4.27777778 9.72222222],0
s3,1,0.123382,2.37386,[41 40] ; [18 31],[36.76153846 44.23846154] ; [22.23846154 26.76153846],0
u3,1,0.186443,1.745501,[12 19] ; [11  8],[14.26 16.74] ; [ 8.74 10.26],0
a8,1,0.197563,1.660299,[11 67] ; [ 3 43],[ 8.80645161 69.19354839] ; [ 5.19354839 40.80645161],0
p11,1,0.220636,1.500233,[61 20] ; [32 17],[57.94615385 23.05384615] ; [35.05384615 13.94615385],0
v2,1,0.224654,1.474395,[36 43] ; [17 32],[32.7109375 46.2890625] ; [20.2890625 28.7109375],0
r2,1,0.262358,1.256274,[66 12] ; [36 11],[63.648 14.352] ; [38.352  8.648],0
n3,1,0.264617,1.244441,[14  9] ; [11  3],[15.54054054  7.45945946] ; [9.45945946 4.54054054],0
s6,1,0.28072,1.163603,[44 35] ; [22 26],[41.05511811 37.94488189] ; [24.94488189 23.05511811],0
s1,1,0.282862,1.153289,[ 3 77] ; [ 4 45],[ 4.34108527 75.65891473] ; [ 2.65891473 46.34108527],0
p8,1,0.286577,1.135631,[36 44] ; [17 31],[33.125 46.875] ; [19.875 28.125],0
v1,1,0.309746,1.031759,[36 41] ; [18 30],[33.264 43.736] ; [20.736 27.264],0
p6,1,0.322684,0.978038,[28 53] ; [12 34],[25.51181102 55.48818898] ; [14.48818898 31.51181102],0
s4,1,0.331439,0.943266,[19 62] ; [ 8 41],[16.82307692 64.17692308] ; [10.17692308 38.82307692],0
p7,1,0.394807,0.724086,[42 38] ; [21 26],[39.68503937 40.31496063] ; [23.31496063 23.68503937],0
p2,1,0.418059,0.655765,[61 20] ; [33 15],[59.02325581 21.97674419] ; [34.97674419 13.02325581],0
a4,1,0.435058,0.609282,[25 56] ; [12 37],[23.05384615 57.94615385] ; [13.94615385 35.05384615],0
b2,1,0.509422,0.435253,[20 26] ; [10 18],[18.64864865 27.35135135] ; [11.35135135 16.64864865],0
b3,1,0.509422,0.435253,[20 26] ; [10 18],[18.64864865 27.35135135] ; [11.35135135 16.64864865],0
n2,1,0.534355,0.386103,[17  6] ; [9 5],[16.16216216  6.83783784] ; [9.83783784 4.16216216],0
d3,1,0.539826,0.375863,[53 27] ; [35 14],[54.57364341 25.42635659] ; [33.42635659 15.57364341],0
b5,1,0.571226,0.320636,[54 27] ; [35 14],[55.45384615 25.54615385] ; [33.54615385 15.45384615],0
d4,1,0.574307,0.315529,[61 20] ; [39 10],[62.30769231 18.69230769] ; [37.69230769 11.30769231],0
p5,1,0.581329,0.304091,[ 9 70] ; [ 4 44],[ 8.08661417 70.91338583] ; [ 4.91338583 43.08661417],0
u2,1,0.589515,0.291102,[15 15] ; [11  8],[15.91836735 14.08163265] ; [10.08163265  8.91836735],0
s8,1,0.598561,0.277171,[25 56] ; [13 36],[23.67692308 57.32307692] ; [14.32307692 34.67692308],0
a1,1,0.601361,0.272949,[ 7 74] ; [ 3 46],[ 6.23076923 74.76923077] ; [ 3.76923077 45.23076923],0
p1,1,0.623379,0.241147,[ 7 74] ; [ 3 45],[ 6.27906977 74.72093023] ; [ 3.72093023 44.27906977],0
b1,1,0.628454,0.234164,[28 53] ; [19 30],[29.28461538 51.71538462] ; [17.71538462 31.28461538],0
s7,1,0.636406,0.223474,[25 50] ; [18 30],[26.2195122 48.7804878] ; [16.7804878 31.2195122],0
r3,1,0.661164,0.192113,[68 12] ; [43  6],[68.8372093 11.1627907] ; [42.1627907  6.8372093],0
u1,1,0.664829,0.18771,[ 5 76] ; [ 4 45],[ 5.60769231 75.39230769] ; [ 3.39230769 45.60769231],0
d2,1,0.692808,0.156062,[27 54] ; [18 31],[28.03846154 52.96153846] ; [16.96153846 32.03846154],0
s2,1,0.719003,0.12945,[34 47] ; [19 30],[33.02307692 47.97692308] ; [19.97692308 29.02307692],0
d1,1,0.753774,0.098387,[37 44] ; [21 28],[36.13846154 44.86153846] ; [21.86153846 27.13846154],0
d5,1,0.766176,0.088435,[63 18] ; [37 12],[62.30769231 18.69230769] ; [37.69230769 11.30769231],0
v3,1,0.76903,0.086227,[25 54] ; [14 34],[24.25984252 54.74015748] ; [14.74015748 33.25984252],0
p12,1,0.78475,0.074602,[ 4 76] ; [ 3 46],[ 4.34108527 75.65891473] ; [ 2.65891473 46.34108527],0
v4,1,0.824025,0.049449,[68 13] ; [41  7],[68.44186047 12.55813953] ; [40.55813953  7.44186047],0
a2,1,0.826768,0.047895,[11 70] ; [ 6 43],[10.59230769 70.40769231] ; [ 6.40769231 42.59230769],0
a3,1,0.954361,0.003275,[50 31] ; [30 19],[49.84615385 31.15384615] ; [30.15384615 18.84615385],0
s5,1,0.980439,0.000601,[19 56] ; [12 35],[19.05737705 55.94262295] ; [11.94262295 35.05737705],0
