Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-06,20.548334,[61  7] ; [74 53],[47.07692308 20.92307692] ; [87.92307692 39.07692308],1
s8,1,0.003752,8.40026,[41 27] ; [49 78],[31.38461538 36.61538462] ; [58.61538462 68.38461538],0
s4,1,0.00613,7.511775,[21 45] ; [ 19 108],[13.67875648 52.32124352] ; [ 26.32124352 100.67875648],0
a5,1,0.008799,6.86326,[50 18] ; [69 58],[41.4974359 26.5025641] ; [77.5025641 49.4974359],0
s6,1,0.013395,6.116196,[58  9] ; [89 37],[51.03108808 15.96891192] ; [95.96891192 30.03108808],0
p12,1,0.0145,5.976281,[ 6 61] ; [  2 124],[ 2.77720207 64.22279793] ; [  5.22279793 120.77720207],0
d3,1,0.035667,4.412968,[32 36] ; [79 47],[38.90721649 29.09278351] ; [72.09278351 53.90721649],0
d2,1,0.04646,3.96483,[36 32] ; [48 78],[29.44329897 38.55670103] ; [54.55670103 71.44329897],0
s7,1,0.055342,3.671737,[43 25] ; [59 62],[36.6984127 31.3015873] ; [65.3015873 55.6984127],0
u2,1,0.055472,3.667836,[ 6 13] ; [26 19],[9.5 9.5] ; [22.5 22.5],0
n1,1,0.060907,3.512525,[13  9] ; [13 25],[ 9.53333333 12.46666667] ; [16.46666667 21.53333333],0
v1,1,0.062235,3.47679,[37 28] ; [52 70],[30.93582888 34.06417112] ; [58.06417112 63.93582888],0
p8,1,0.064574,3.415836,[27 39] ; [35 91],[21.3125 44.6875] ; [40.6875 85.3125],0
n2,1,0.072,3.23683,[20  2] ; [27 11],[17.23333333  4.76666667] ; [29.76666667  8.23333333],0
p10,1,0.128395,2.311805,[55 12] ; [91 35],[50.68393782 16.31606218] ; [95.31606218 30.68393782],0
u1,1,0.137297,2.207991,[ 6 62] ; [ 21 106],[ 9.41538462 58.58461538] ; [ 17.58461538 109.41538462],0
a7,1,0.142416,2.151662,[40 28] ; [88 39],[44.63589744 23.36410256] ; [83.36410256 43.63589744],0
b3,1,0.142666,2.148962,[20 25] ; [20 45],[16.36363636 28.63636364] ; [23.63636364 41.36363636],0
b2,1,0.142666,2.148962,[20 25] ; [20 45],[16.36363636 28.63636364] ; [23.63636364 41.36363636],0
d4,1,0.165458,1.923624,[57 11] ; [94 31],[53.20207254 14.79792746] ; [97.79792746 27.20207254],0
p6,1,0.166022,1.918505,[16 50] ; [ 20 105],[12.43979058 53.56020942] ; [ 23.56020942 101.43979058],0
p7,1,0.181069,1.788826,[37 26] ; [58 62],[32.70491803 30.29508197] ; [62.29508197 57.70491803],0
n6,1,0.190306,1.715249,[53 13] ; [91 36],[49.24352332 16.75647668] ; [94.75647668 32.24352332],0
p1,1,0.195554,1.675268,[ 7 59] ; [  7 120],[ 4.78756477 61.21243523] ; [  9.21243523 117.78756477],0
p9,1,0.198286,1.654955,[56 10] ; [97 29],[52.59375 13.40625] ; [100.40625  25.59375],0
a3,1,0.210384,1.568782,[48 18] ; [81 46],[44.11398964 21.88601036] ; [84.88601036 42.11398964],0
a6,1,0.244642,1.353646,[39 28] ; [84 42],[42.69948187 24.30051813] ; [80.30051813 45.69948187],0
n4,1,0.271904,1.207118,[44 23] ; [93 34],[47.31443299 19.68556701] ; [89.68556701 37.31443299],0
p3,1,0.308859,1.03555,[19 49] ; [27 99],[16.12371134 51.87628866] ; [29.87628866 96.12371134],0
r4,1,0.381063,0.767271,[59  9] ; [104  23],[56.84102564 11.15897436] ; [106.15897436  20.84102564],0
v4,1,0.40111,0.704997,[62  4] ; [113  12],[60.47120419  5.52879581] ; [114.52879581  10.47120419],0
u3,1,0.420994,0.64754,[13  7] ; [25 21],[11.51515152  8.48484848] ; [26.48484848 19.51515152],0
d1,1,0.439546,0.597468,[35 33] ; [58 69],[32.43076923 35.56923077] ; [60.56923077 66.43076923],0
p5,1,0.516404,0.42107,[ 2 65] ; [  2 124],[ 1.38860104 65.61139896] ; [  2.61139896 123.38860104],0
d5,1,0.521282,0.411357,[52 16] ; [91 35],[50.12371134 17.87628866] ; [92.87628866 33.12371134],0
a8,1,0.561463,0.337177,[ 9 52] ; [22 99],[10.39010989 50.60989011] ; [ 20.60989011 100.39010989],0
v3,1,0.56267,0.335103,[20 45] ; [43 80],[21.78191489 43.21808511] ; [41.21808511 81.78191489],0
v2,1,0.573634,0.31664,[34 29] ; [58 59],[32.2 30.8] ; [59.8 57.2],0
b5,1,0.580871,0.304829,[39 29] ; [78 49],[40.8 27.2] ; [76.2 50.8],0
p11,1,0.616664,0.250584,[51 17] ; [91 36],[49.51794872 18.48205128] ; [92.48205128 34.51794872],0
n5,1,0.6271,0.236015,[44 22] ; [89 38],[45.48186528 20.51813472] ; [87.51813472 39.48186528],0
a1,1,0.651628,0.203854,[ 3 65] ; [  4 123],[ 2.44102564 65.55897436] ; [  4.55897436 122.44102564],0
u4,1,0.651808,0.203629,[ 1 67] ; [  1 126],[ 0.6974359 67.3025641] ; [  1.3025641 125.6974359],0
s1,1,0.722015,0.12657,[ 3 65] ; [  7 118],[ 3.52331606 64.47668394] ; [  6.47668394 118.52331606],0
r3,1,0.756983,0.095756,[63  4] ; [117   9],[62.48704663  4.51295337] ; [117.51295337   8.48704663],0
b1,1,0.781137,0.077194,[26 42] ; [46 81],[25.10769231 42.89230769] ; [46.89230769 80.10769231],0
a4,1,0.793822,0.068304,[27 41] ; [48 79],[26.15384615 41.84615385] ; [48.84615385 78.15384615],0
n3,1,0.794653,0.067742,[15  7] ; [24 13],[14.54237288  7.45762712] ; [24.45762712 12.54237288],0
b4,1,0.887307,0.020083,[43 25] ; [79 48],[42.54358974 25.45641026] ; [79.45641026 47.54358974],0
a2,1,0.95465,0.003234,[12 56] ; [ 22 105],[11.85641026 56.14358974] ; [ 22.14358974 104.85641026],0
r1,1,0.979143,0.000683,[53 15] ; [98 28],[52.92783505 15.07216495] ; [98.07216495 27.92783505],0
p2,1,0.988784,0.000198,[49 18] ; [93 34],[49.04123711 17.95876289] ; [92.95876289 34.04123711],0
