Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5e-06,20.877592,[33 27] ; [ 6 42],[21.66666667 38.33333333] ; [17.33333333 30.66666667],1
s8,1,5.3e-05,16.339495,[30 31] ; [ 6 42],[20.14678899 40.85321101] ; [15.85321101 32.14678899],1
s3,1,8.1e-05,15.540727,[38 20] ; [13 35],[27.90566038 30.09433962] ; [23.09433962 24.90566038],1
r1,1,0.000475,12.210407,[51  8] ; [27 21],[43.00934579 15.99065421] ; [34.99065421 13.00934579],1
p9,1,0.00089,11.043149,[55  5] ; [31 16],[48.22429907 11.77570093] ; [37.77570093  9.22429907],1
s7,1,0.00099,10.846375,[30 27] ; [ 9 35],[22.00990099 34.99009901] ; [16.99009901 27.00990099],1
s5,1,0.001095,10.65947,[21 39] ; [ 4 44],[13.88888889 46.11111111] ; [11.11111111 36.88888889],0
r4,1,0.00117,10.537604,[58  3] ; [35 13],[52.04587156  8.95412844] ; [40.95412844  7.04587156],0
p10,1,0.004845,7.936308,[52  7] ; [30 16],[46.07619048 12.92380952] ; [35.92380952 10.07619048],0
v2,1,0.010807,6.496729,[34 24] ; [15 30],[27.59223301 30.40776699] ; [21.40776699 23.59223301],0
b3,1,0.011797,6.341153,[ 4 30] ; [11 17],[ 8.22580645 25.77419355] ; [ 6.77419355 21.22580645],0
b2,1,0.011797,6.341153,[ 4 30] ; [11 17],[ 8.22580645 25.77419355] ; [ 6.77419355 21.22580645],0
r3,1,0.014575,5.967088,[59  2] ; [39  8],[55.35185185  5.64814815] ; [42.64814815  4.35185185],0
u3,1,0.021351,5.297915,[19 10] ; [ 6 13],[15.10416667 13.89583333] ; [9.89583333 9.10416667],0
a4,1,0.025347,5.0,[10 50] ; [17 31],[15. 45.] ; [12. 36.],0
s4,1,0.037667,4.32,[14 46] ; [ 4 44],[10. 50.] ; [ 8. 40.],0
v4,1,0.039227,4.250995,[58  3] ; [39  8],[54.78703704  6.21296296] ; [42.21296296  4.78703704],0
n1,1,0.07222,3.231838,[ 3 10] ; [7 5],[5.2 7.8] ; [4.8 7.2],0
u2,1,0.080787,3.049002,[15 14] ; [ 5 14],[12.08333333 16.91666667] ; [ 7.91666667 11.08333333],0
r2,1,0.082672,3.011571,[58  3] ; [41  7],[55.40366972  5.59633028] ; [43.59633028  4.40366972],0
b4,1,0.093902,2.806169,[34 27] ; [19 29],[29.66055046 31.33944954] ; [23.33944954 24.66055046],0
p1,1,0.099112,2.719777,[ 7 54] ; [11 36],[10.16666667 50.83333333] ; [ 7.83333333 39.16666667],0
n2,1,0.109315,2.564103,[12  1] ; [8 4],[10.4  2.6] ; [9.6 2.4],0
n6,1,0.111368,2.534708,[52  9] ; [35 13],[48.68807339 12.31192661] ; [38.31192661  9.68807339],0
p7,1,0.159138,1.982402,[40 19] ; [25 21],[36.52380952 22.47619048] ; [28.47619048 17.52380952],0
a2,1,0.167286,1.907095,[ 4 57] ; [ 7 41],[ 6.1559633 54.8440367] ; [ 4.8440367 43.1559633],0
p5,1,0.180308,1.795086,[ 7 53] ; [ 2 44],[ 5.09433962 54.90566038] ; [ 3.90566038 42.09433962],0
a1,1,0.203738,1.615376,[ 1 60] ; [ 3 45],[ 2.23853211 58.76146789] ; [ 1.76146789 46.23853211],0
d1,1,0.250692,1.319442,[ 2 59] ; [ 4 44],[ 3.35779817 57.64220183] ; [ 2.64220183 45.35779817],0
d2,1,0.257621,1.281495,[11 50] ; [13 35],[13.43119266 47.56880734] ; [10.56880734 37.43119266],0
v1,1,0.320115,0.988478,[31 27] ; [21 27],[28.45283019 29.54716981] ; [23.54716981 24.45283019],0
n4,1,0.326638,0.962182,[44 16] ; [31 17],[41.66666667 18.33333333] ; [33.33333333 14.66666667],0
p2,1,0.345291,0.890689,[50 11] ; [35 12],[48.00925926 12.99074074] ; [36.99074074 10.00925926],0
a3,1,0.385486,0.753132,[32 28] ; [29 18],[34.20560748 25.79439252] ; [26.79439252 20.20560748],0
d5,1,0.442898,0.588764,[35 26] ; [24 24],[33.01834862 27.98165138] ; [25.98165138 22.01834862],0
n3,1,0.490279,0.475913,[12  1] ; [10  2],[11.44  1.56] ; [10.56  1.44],0
a8,1,0.516609,0.420658,[ 6 51] ; [ 3 41],[ 5.07920792 51.92079208] ; [ 3.92079208 40.07920792],0
p11,1,0.537611,0.379986,[44 17] ; [32 16],[42.53211009 18.46788991] ; [33.46788991 14.53211009],0
p3,1,0.642382,0.215641,[30 31] ; [21 26],[28.80555556 32.19444444] ; [22.19444444 24.80555556],0
n5,1,0.654721,0.2,[46 14] ; [35 13],[45. 15.] ; [36. 12.],0
b1,1,0.739629,0.110453,[21 40] ; [18 30],[21.82568807 39.17431193] ; [17.17431193 30.82568807],0
a6,1,0.739629,0.110453,[40 21] ; [30 18],[39.17431193 21.82568807] ; [30.82568807 17.17431193],0
s1,1,0.757626,0.095234,[ 3 57] ; [ 3 44],[ 3.36448598 56.63551402] ; [ 2.63551402 44.36448598],0
p8,1,0.77815,0.079372,[31 29] ; [22 23],[30.28571429 29.71428571] ; [22.71428571 22.28571429],0
d3,1,0.783715,0.07534,[21 40] ; [15 32],[20.33333333 40.66666667] ; [15.66666667 31.33333333],0
p4,1,0.83421,0.043809,[33 28] ; [25 23],[32.4587156 28.5412844] ; [25.5412844 22.4587156],0
p12,1,0.837731,0.041942,[ 3 57] ; [ 2 46],[ 2.77777778 57.22222222] ; [ 2.22222222 45.77777778],0
a5,1,0.841445,0.040018,[38 23] ; [29 19],[37.49541284 23.50458716] ; [29.50458716 18.49541284],0
v3,1,0.917691,0.01068,[21 39] ; [16 31],[20.74766355 39.25233645] ; [16.25233645 30.74766355],0
b5,1,0.979774,0.000643,[37 24] ; [29 19],[36.93577982 24.06422018] ; [29.06422018 18.93577982],0
p6,1,0.980967,0.000569,[18 42] ; [14 33],[17.94392523 42.05607477] ; [14.05607477 32.94392523],0
