Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.541863,[123   6] ; [44 28],[107.17910448  21.82089552] ; [59.82089552 12.17910448],1
r2,1,2e-05,18.143071,[126   3] ; [56 14],[117.9798995  11.0201005] ; [64.0201005  5.9798995],1
s6,1,0.001168,10.540858,[87 41] ; [31 39],[76.28282828 51.71717172] ; [41.71717172 28.28282828],0
d4,1,0.00224,9.341677,[100  29] ; [41 31],[90.49253731 38.50746269] ; [50.50746269 21.49253731],0
a6,1,0.002326,9.272929,[79 50] ; [28 44],[68.67164179 60.32835821] ; [38.32835821 33.67164179],0
d5,1,0.002488,9.149614,[93 36] ; [36 35],[83.205 45.795] ; [45.795 25.205],0
d1,1,0.004976,7.888081,[52 77] ; [15 57],[43. 86.] ; [24. 48.],0
v4,1,0.007289,7.20043,[126   3] ; [62  8],[121.86934673   7.13065327] ; [66.13065327  3.86934673],0
r3,1,0.022232,5.227535,[123   5] ; [63  9],[119.04   8.96] ; [66.96  5.04],0
u3,1,0.035486,4.421614,[38 25] ; [17 26],[32.68867925 30.31132075] ; [22.31132075 20.68867925],0
s3,1,0.042237,4.125685,[78 49] ; [33 38],[71.1969697 55.8030303] ; [39.8030303 31.1969697],0
a7,1,0.056306,3.642987,[91 37] ; [41 30],[84.90452261 43.09547739] ; [47.09547739 23.90452261],0
s7,1,0.058929,3.567265,[53 71] ; [20 49],[46.9015544 77.0984456] ; [26.0984456 42.9015544],0
d3,1,0.059497,3.551354,[84 45] ; [36 34],[77.78894472 51.21105528] ; [42.21105528 27.78894472],0
s8,1,0.095715,2.775522,[49 80] ; [19 53],[43.64179104 85.35820896] ; [24.35820896 47.64179104],0
p4,1,0.096556,2.761526,[69 59] ; [30 42],[63.36 64.64] ; [35.64 36.36],0
p7,1,0.104713,2.632247,[79 47] ; [35 34],[73.66153846 52.33846154] ; [40.33846154 28.66153846],0
s5,1,0.104887,2.629618,[36 86] ; [13 56],[31.29842932 90.70157068] ; [17.70157068 51.29842932],0
n5,1,0.106827,2.600543,[94 34] ; [45 27],[88.96 39.04] ; [50.04 21.96],0
s2,1,0.109819,2.556818,[63 65] ; [27 45],[57.6 70.4] ; [32.4 39.6],0
p10,1,0.109958,2.55483,[114  15] ; [56 14],[110.20100503  18.79899497] ; [59.79899497 10.20100503],0
p3,1,0.135864,2.224194,[55 74] ; [23 49],[50.05970149 78.94029851] ; [27.94029851 44.05970149],0
a4,1,0.136196,2.220422,[31 97] ; [11 61],[ 26.88 101.12] ; [15.12 56.88],0
b1,1,0.138004,2.200079,[37 92] ; [28 44],[41.71641791 87.28358209] ; [23.28358209 48.71641791],0
b4,1,0.15302,2.041888,[69 60] ; [46 26],[73.80597015 55.19402985] ; [41.19402985 30.80597015],0
n4,1,0.159827,1.975866,[88 41] ; [42 30],[83.43283582 45.56716418] ; [46.56716418 25.43283582],0
a3,1,0.162471,1.951074,[65 62] ; [29 42],[60.29292929 66.70707071] ; [33.70707071 37.29292929],0
v2,1,0.172639,1.859875,[59 62] ; [27 43],[54.48167539 66.51832461] ; [31.51832461 38.48167539],0
n1,1,0.18267,1.775765,[14 17] ; [ 5 14],[11.78 19.22] ; [ 7.22 11.78],0
p8,1,0.240582,1.377182,[67 61] ; [31 40],[63.03517588 64.96482412] ; [34.96482412 36.03517588],0
n6,1,0.261116,1.262829,[103  25] ; [53 19],[99.84 28.16] ; [56.16 15.84],0
v1,1,0.261701,1.259737,[65 60] ; [31 40],[61.2244898 63.7755102] ; [34.7755102 36.2244898],0
u2,1,0.271987,1.206699,[37 25] ; [21 22],[34.24761905 27.75238095] ; [23.75238095 19.24761905],0
p11,1,0.351526,0.867939,[104  25] ; [54 18],[101.40298507  27.59701493] ; [56.59701493 15.40298507],0
p6,1,0.363747,0.824916,[44 82] ; [20 50],[41.14285714 84.85714286] ; [22.85714286 47.14285714],0
v3,1,0.411575,0.674248,[41 80] ; [20 51],[38.44270833 82.55729167] ; [22.55729167 48.44270833],0
a1,1,0.462079,0.540854,[  3 126] ; [ 3 69],[  3.85074627 125.14925373] ; [ 2.14925373 69.85074627],0
n2,1,0.481374,0.495748,[24  7] ; [13  6],[22.94  8.06] ; [14.06  4.94],0
b3,1,0.491375,0.473513,[15 47] ; [13 30],[16.53333333 45.46666667] ; [11.46666667 31.53333333],0
b2,1,0.491375,0.473513,[15 47] ; [13 30],[16.53333333 45.46666667] ; [11.46666667 31.53333333],0
b5,1,0.558053,0.343086,[77 52] ; [46 26],[78.94029851 50.05970149] ; [44.05970149 27.94029851],0
p5,1,0.600341,0.274482,[ 13 114] ; [ 9 62],[ 14.11111111 112.88888889] ; [ 7.88888889 63.11111111],0
s1,1,0.605986,0.266062,[  5 121] ; [ 4 68],[  5.72727273 120.27272727] ; [ 3.27272727 68.72727273],0
p12,1,0.663166,0.189701,[  7 122] ; [ 5 67],[  7.70149254 121.29850746] ; [ 4.29850746 67.70149254],0
u1,1,0.683875,0.165796,[  5 124] ; [ 2 70],[  4.49253731 124.50746269] ; [ 2.50746269 69.49253731],0
s4,1,0.690055,0.159026,[ 22 106] ; [14 58],[ 23.04 104.96] ; [12.96 59.04],0
a8,1,0.743134,0.107391,[ 15 106] ; [ 7 58],[ 14.31182796 106.68817204] ; [ 7.68817204 57.31182796],0
d2,1,0.818162,0.052858,[ 25 104] ; [13 59],[ 24.3880597 104.6119403] ; [13.6119403 58.3880597],0
p2,1,0.823052,0.050006,[107  22] ; [58 13],[106.425  22.575] ; [58.575 12.425],0
n3,1,0.835502,0.043119,[22  9] ; [14  5],[22.32  8.68] ; [13.68  5.32],0
p1,1,0.897743,0.016515,[ 12 117] ; [ 7 64],[ 12.255 116.745] ; [ 6.745 64.255],0
