Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,23.08435,[31 56] ; [50 17],[45.75974026 41.24025974] ; [35.24025974 31.75974026],1
a8,1,0.003504,8.524227,[ 2 79] ; [10 52],[ 6.7972028 74.2027972] ; [ 5.2027972 56.7972028],0
p3,1,0.007274,7.204111,[39 47] ; [16 50],[31.11842105 54.88157895] ; [23.88157895 42.11842105],0
r3,1,0.061548,3.495181,[79  8] ; [53 13],[75.05882353 11.94117647] ; [56.94117647  9.05882353],0
r4,1,0.065892,3.382513,[73 14] ; [48 19],[68.35714286 18.64285714] ; [52.64285714 14.35714286],0
a6,1,0.072287,3.230308,[54 33] ; [50 16],[59.1372549 27.8627451] ; [44.8627451 21.1372549],0
d4,1,0.075746,3.15389,[71 16] ; [45 20],[66.39473684 20.60526316] ; [49.60526316 15.39473684],0
r1,1,0.100143,2.703264,[69 17] ; [46 21],[64.64052288 21.35947712] ; [50.35947712 16.64052288],0
b1,1,0.117989,2.443815,[37 50] ; [37 30],[41.80519481 45.19480519] ; [32.19480519 34.80519481],0
s4,1,0.123007,2.378613,[17 70] ; [ 7 60],[13.55844156 73.44155844] ; [10.44155844 56.55844156],0
p7,1,0.126482,2.335157,[34 50] ; [33 29],[38.54794521 45.45205479] ; [28.45205479 33.54794521],0
a1,1,0.148649,2.086057,[ 3 84] ; [ 6 61],[ 5.08441558 81.91558442] ; [ 3.91558442 63.08441558],0
p9,1,0.153838,2.033779,[52 33] ; [47 18],[56.1 28.9] ; [42.9 22.1],0
n1,1,0.199676,1.644741,[10 19] ; [12 11],[12.26923077 16.73076923] ; [ 9.73076923 13.26923077],0
p1,1,0.228505,1.450142,[10 76] ; [ 4 63],[ 7.86928105 78.13071895] ; [ 6.13071895 60.86928105],0
u3,1,0.254213,1.3,[24  8] ; [12  8],[22.15384615  9.84615385] ; [13.84615385  6.15384615],0
p5,1,0.270861,1.212383,[ 3 82] ; [ 5 61],[ 4.50331126 80.49668874] ; [ 3.49668874 62.50331126],0
a4,1,0.28118,1.161379,[29 58] ; [28 39],[32.2012987 54.7987013] ; [24.7987013 42.2012987],0
a3,1,0.29539,1.094892,[54 33] ; [47 20],[57.05844156 29.94155844] ; [43.94155844 23.05844156],0
b4,1,0.297945,1.08337,[54 33] ; [36 31],[50.84415584 36.15584416] ; [39.15584416 27.84415584],0
s5,1,0.312852,1.018597,[19 61] ; [11 54],[16.55172414 63.44827586] ; [13.44827586 51.55172414],0
