Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,34.664187,[84  9] ; [ 8 15],[73.75862069 19.24137931] ; [18.24137931  4.75862069],1
d1,1,0.0,33.54332,[66 27] ; [ 1 22],[53.71551724 39.28448276] ; [13.28448276  9.71551724],1
d3,1,0.0,30.849139,[73 20] ; [ 4 19],[61.73275862 31.26724138] ; [15.26724138  7.73275862],1
a5,1,0.003027,8.791048,[76 17] ; [12 11],[70.55172414 22.44827586] ; [17.44827586  5.55172414],0
v3,1,0.016432,5.756031,[47 45] ; [ 5 17],[41.96491228 50.03508772] ; [10.03508772 11.96491228],0
d2,1,0.056169,3.647052,[53 40] ; [ 8 15],[48.90517241 44.09482759] ; [12.09482759 10.90517241],0
a7,1,0.056849,3.627018,[71 22] ; [13 10],[67.34482759 25.65517241] ; [16.65517241  6.34482759],0
a3,1,0.056849,3.627018,[71 22] ; [13 10],[67.34482759 25.65517241] ; [16.65517241  6.34482759],0
u1,1,0.067515,3.342434,[19 74] ; [ 1 22],[16.03448276 76.96551724] ; [ 3.96551724 19.03448276],0
p6,1,0.098719,2.726114,[41 50] ; [ 6 17],[37.51754386 53.48245614] ; [ 9.48245614 13.51754386],0
r2,1,0.159279,1.981061,[84  7] ; [19  4],[82.21929825  8.78070175] ; [20.78070175  2.21929825],0
n6,1,0.160036,1.973883,[80 13] ; [17  6],[77.76724138 15.23275862] ; [19.23275862  3.76724138],0
a8,1,0.178188,1.812671,[17 64] ; [ 2 21],[14.79807692 66.20192308] ; [ 4.20192308 18.79807692],0
s7,1,0.201955,1.62818,[55 36] ; [10 12],[52.34513274 38.65486726] ; [12.65486726  9.34513274],0
r1,1,0.243011,1.363042,[81 12] ; [17  5],[79.25217391 13.74782609] ; [18.74782609  3.25217391],0
p5,1,0.266127,1.236601,[17 76] ; [ 2 21],[15.23275862 77.76724138] ; [ 3.76724138 19.23275862],0
n1,1,0.277877,1.177444,[ 6 15] ; [4 4],[ 7.24137931 13.75862069] ; [2.75862069 5.24137931],0
p1,1,0.290007,1.11959,[ 6 87] ; [ 3 20],[ 7.21551724 85.78448276] ; [ 1.78448276 21.21551724],0
p12,1,0.305406,1.05044,[ 6 85] ; [ 3 20],[ 7.18421053 83.81578947] ; [ 1.81578947 21.18421053],0
b4,1,0.320759,0.985849,[59 34] ; [12 11],[56.92241379 36.07758621] ; [14.07758621  8.92241379],0
s5,1,0.343527,0.897226,[25 64] ; [ 4 18],[23.25225225 65.74774775] ; [ 5.74774775 16.25225225],0
b1,1,0.370975,0.800395,[35 58] ; [11 12],[36.87931034 56.12068966] ; [ 9.12068966 13.87931034],0
p3,1,0.374258,0.789477,[47 46] ; [14  9],[48.90517241 44.09482759] ; [12.09482759 10.90517241],0
r3,1,0.394171,0.726037,[89  4] ; [21  2],[88.18965517  4.81034483] ; [21.81034483  1.18965517],0
r4,1,0.398658,0.71237,[86  7] ; [20  3],[84.98275862  8.01724138] ; [21.01724138  1.98275862],0
v2,1,0.459454,0.547226,[52 40] ; [10 11],[50.47787611 41.52212389] ; [11.52212389  9.47787611],0
v1,1,0.476599,0.506635,[50 43] ; [ 9 11],[48.55752212 44.44247788] ; [10.44247788  9.55752212],0
s3,1,0.484762,0.488132,[31 61] ; [ 6 17],[29.6 62.4] ; [ 7.4 15.6],0
u2,1,0.490691,0.475011,[15  7] ; [8 2],[15.8125  6.1875] ; [7.1875 2.8125],0
n4,1,0.523633,0.406732,[78 15] ; [18  5],[76.96551724 16.03448276] ; [19.03448276  3.96551724],0
a4,1,0.531535,0.391456,[39 54] ; [ 8 15],[37.68103448 55.31896552] ; [ 9.31896552 13.68103448],0
n3,1,0.55791,0.343336,[13  9] ; [5 2],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
n5,1,0.595483,0.281863,[69 23] ; [16  7],[68. 24.] ; [17.  6.],0
p7,1,0.660995,0.192318,[63 28] ; [17  6],[63.85964912 27.14035088] ; [16.14035088  6.85964912],0
s6,1,0.693619,0.155196,[60 32] ; [16  7],[60.8 31.2] ; [15.2  7.8],0
v4,1,0.703735,0.144616,[87  6] ; [21  2],[86.5862069  6.4137931] ; [21.4137931  1.5862069],0
p11,1,0.714405,0.133917,[78 15] ; [20  3],[78.56896552 14.43103448] ; [19.43103448  3.56896552],0
b5,1,0.741382,0.108915,[49 44] ; [13 10],[49.70689655 43.29310345] ; [12.29310345 10.70689655],0
a2,1,0.743449,0.107118,[19 74] ; [ 4 19],[18.43965517 74.56034483] ; [ 4.56034483 18.43965517],0
p8,1,0.761875,0.091821,[54 36] ; [13 10],[53.36283186 36.63716814] ; [13.63716814  9.36283186],0
p9,1,0.76838,0.086727,[82 10] ; [20  3],[81.6 10.4] ; [20.4  2.6],0
n2,1,0.770335,0.085227,[15  7] ; [5 3],[14.66666667  7.33333333] ; [5.33333333 2.66666667],0
s4,1,0.77178,0.084127,[10 83] ; [ 2 21],[ 9.62068966 83.37931034] ; [ 2.37931034 20.62068966],0
