Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,111.415167,[ 50 231] ; [223 157],[116.05597579 164.94402421] ; [156.94402421 223.05597579],1
v1,1,0.0,49.339938,[112 166] ; [257 122],[156.1369863 121.8630137] ; [212.8630137 166.1369863],1
d1,1,0.000443,12.34265,[145 140] ; [251 139],[167.2 117.8] ; [228.8 161.2],1
a3,1,0.000472,12.224535,[183 102] ; [297  91],[203.26894502  81.73105498] ; [276.73105498 111.26894502],1
r1,1,0.000563,11.895891,[214  71] ; [333  56],[231.29821958  53.70178042] ; [315.70178042  73.29821958],1
p3,1,0.002913,8.860888,[130 154] ; [221 164],[149.0044843 134.9955157] ; [201.9955157 183.0044843],0
a7,1,0.003645,8.452468,[189  96] ; [296  91],[205.69196429  79.30803571] ; [279.30803571 107.69196429],0
s4,1,0.003859,8.349179,[ 58 221] ; [ 48 337],[ 44.53915663 234.46084337] ; [ 61.46084337 323.53915663],0
d4,1,0.003914,8.323264,[220  64] ; [333  54],[234.05663189  49.94336811] ; [318.94336811  68.05663189],0
p7,1,0.00588,7.586843,[171 105] ; [272 105],[187.24042879  88.75957121] ; [255.75957121 121.24042879],0
a5,1,0.005993,7.552291,[196  89] ; [304  85],[211.42433234  73.57566766] ; [288.57566766 100.42433234],0
d3,1,0.006814,7.321351,[180 105] ; [283 105],[196.06983655  88.93016345] ; [266.93016345 121.06983655],0
d5,1,0.008552,6.914082,[214  70] ; [325  64],[227.45319465  56.54680535] ; [311.54680535  77.45319465],0
p12,1,0.00933,6.758477,[ 16 267] ; [ 44 339],[ 25.4954955 257.5045045] ; [ 34.5045045 348.4954955],0
p9,1,0.016839,5.713044,[240  43] ; [347  35],[249.80601504  33.19398496] ; [337.19398496  44.80601504],0
u1,1,0.01893,5.507969,[ 38 247] ; [ 79 311],[ 49.4 235.6] ; [ 67.6 322.4],0
r3,1,0.021936,5.250863,[271  14] ; [381   7],[276.10698366   8.89301634] ; [375.89301634  12.10698366],0
s1,1,0.03576,4.408514,[ 12 270] ; [  6 375],[  7.6561086 274.3438914] ; [ 10.3438914 370.6561086],0
d2,1,0.040863,4.181703,[119 165] ; [193 194],[132.05365127 151.94634873] ; [179.94634873 207.05365127],0
a6,1,0.0444,4.041267,[184 101] ; [278 109],[195.9375  89.0625] ; [266.0625 120.9375],0
p10,1,0.044435,4.039938,[235  48] ; [338  44],[243.8481203  39.1518797] ; [329.1518797  52.8481203],0
a1,1,0.056358,3.641447,[  9 276] ; [ 25 365],[ 14.35555556 270.64444444] ; [ 19.64444444 370.35555556],0
n5,1,0.058067,3.591764,[209  74] ; [309  77],[219.12406577  63.87593423] ; [298.87593423  87.12406577],0
s8,1,0.064025,3.429929,[116 168] ; [185 200],[127.77877429 156.22122571] ; [173.22122571 211.77877429],0
s7,1,0.066813,3.359641,[124 150] ; [196 177],[135.51777434 138.48222566] ; [184.48222566 188.51777434],0
p8,1,0.076868,3.129919,[152 131] ; [229 149],[163.12102874 119.87897126] ; [217.87897126 160.12102874],0
p4,1,0.13399,2.24566,[169 115] ; [249 133],[178.24624625 105.75375375] ; [239.75375375 142.24624625],0
n1,1,0.139649,2.181818,[26 40] ; [18 48],[22. 44.] ; [22. 44.],0
r4,1,0.156882,2.004023,[261  24] ; [368  22],[265.57777778  19.42222222] ; [363.42222222  26.57777778],0
n6,1,0.159719,1.976889,[242  43] ; [342  44],[248.04769001  36.95230999] ; [335.95230999  50.04769001],0
n4,1,0.176029,1.830833,[220  65] ; [316  72],[226.98365527  58.01634473] ; [309.01634473  78.98365527],0
b1,1,0.22005,1.504044,[105 180] ; [126 264],[ 97.53333333 187.46666667] ; [133.46666667 256.53333333],0
u4,1,0.222929,1.485415,[  3 282] ; [  9 381],[  5.06666667 279.93333333] ; [  6.93333333 383.06666667],0
p5,1,0.231443,1.431971,[ 30 252] ; [ 53 333],[ 35.03892216 246.96107784] ; [ 47.96107784 338.03892216],0
a2,1,0.235166,1.409341,[ 57 228] ; [ 93 297],[ 63.33333333 221.66666667] ; [ 86.66666667 303.33333333],0
n3,1,0.237972,1.392565,[44 21] ; [53 16],[47.05223881 17.94776119] ; [49.94776119 19.05223881],0
a8,1,0.289436,1.122244,[ 32 232] ; [ 53 298],[ 36.48780488 227.51219512] ; [ 48.51219512 302.48780488],0
p2,1,0.290702,1.116366,[243  42] ; [339  46],[247.56716418  37.43283582] ; [334.43283582  50.56716418],0
s5,1,0.332176,0.940397,[ 89 189] ; [133 240],[ 94.80184332 183.19815668] ; [127.19815668 245.80184332],0
r2,1,0.382521,0.762583,[268  15] ; [371  15],[270.30941704  12.69058296] ; [368.69058296  17.30941704],0
b4,1,0.39719,0.716817,[161 124] ; [233 157],[166.35555556 118.64444444] ; [227.64444444 162.35555556],0
b2,1,0.515887,0.422108,[ 66 114] ; [ 99 150],[ 69.23076923 110.76923077] ; [ 95.76923077 153.23076923],0
b3,1,0.515887,0.422108,[ 66 114] ; [ 99 150],[ 69.23076923 110.76923077] ; [ 95.76923077 153.23076923],0
p6,1,0.608097,0.262955,[106 177] ; [149 229],[109.17549168 173.82450832] ; [145.82450832 232.17549168],0
n2,1,0.644267,0.213205,[50 16] ; [53 14],[51.11278195 14.88721805] ; [51.88721805 15.11278195],0
u2,1,0.653048,0.202079,[62 40] ; [53 39],[60.46391753 41.53608247] ; [54.53608247 37.46391753],0
s2,1,0.673558,0.177469,[140 142] ; [198 188],[142.68862275 139.31137725] ; [195.31137725 190.68862275],0
s6,1,0.735701,0.113942,[189  90] ; [254 128],[186.98487141  92.01512859] ; [256.01512859 125.98487141],0
p1,1,0.762891,0.091015,[ 23 260] ; [ 34 353],[ 24.0761194 258.9238806] ; [ 32.9238806 354.0761194],0
a4,1,0.805768,0.060462,[121 163] ; [169 219],[122.55952381 161.44047619] ; [167.44047619 220.55952381],0
b5,1,0.827309,0.047591,[169 116] ; [228 162],[167.62222222 117.37777778] ; [229.37777778 160.62222222],0
u3,1,0.867422,0.027867,[62 39] ; [56 37],[61.43298969 39.56701031] ; [56.56701031 36.43298969],0
s3,1,0.868162,0.027554,[158 124] ; [211 170],[156.95022624 125.04977376] ; [212.04977376 168.95022624],0
