Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.4e-05,18.876804,[ 9 43] ; [31 22],[19.80952381 32.19047619] ; [20.19047619 32.80952381],1
p7,1,0.002928,8.852041,[20 26] ; [38 14],[27.2244898 18.7755102] ; [30.7755102 21.2244898],0
a5,1,0.007783,7.082641,[24 28] ; [38 15],[30.7047619 21.2952381] ; [31.2952381 21.7047619],0
p8,1,0.034537,4.467899,[17 33] ; [29 24],[22.33009709 27.66990291] ; [23.66990291 29.33009709],0
a4,1,0.039822,4.225448,[11 41] ; [21 32],[15.84761905 36.15238095] ; [16.15238095 36.84761905],0
p6,1,0.050692,3.818413,[12 39] ; [22 31],[16.67307692 34.32692308] ; [17.32692308 35.67307692],0
r2,1,0.053587,3.725508,[51  1] ; [47  6],[48.53333333  3.46666667] ; [49.46666667  3.53333333],0
b1,1,0.077283,3.121125,[14 38] ; [23 30],[18.32380952 33.67619048] ; [18.67619048 34.32380952],0
p1,1,0.086488,2.938559,[ 2 49] ; [ 7 45],[ 4.45631068 46.54368932] ; [ 4.54368932 47.45631068],0
u2,1,0.08723,2.924769,[11 13] ; [13  5],[13.71428571 10.28571429] ; [10.28571429  7.71428571],0
a2,1,0.112296,2.521604,[ 5 47] ; [11 42],[ 7.92380952 44.07619048] ; [ 8.07619048 44.92380952],0
s6,1,0.157706,1.996083,[40 11] ; [47  6],[42.66346154  8.33653846] ; [44.33653846  8.66346154],0
d3,1,0.164173,1.935363,[31 20] ; [39 14],[34.32692308 16.67307692] ; [35.67307692 17.32692308],0
n3,1,0.172955,1.857143,[12  9] ; [14  4],[14.  7.] ; [12.  6.],0
a3,1,0.204199,1.612083,[27 25] ; [34 19],[30.20952381 21.79047619] ; [30.79047619 22.20952381],0
d1,1,0.204849,1.607458,[23 29] ; [30 23],[26.24761905 25.75238095] ; [26.75238095 26.24761905],0
p9,1,0.258535,1.276587,[42  7] ; [40 12],[39.78217822  9.21782178] ; [42.21782178  9.78217822],0
v1,1,0.275572,1.188797,[21 30] ; [26 24],[23.73267327 27.26732673] ; [23.26732673 26.73267327],0
s4,1,0.277955,1.177063,[22 30] ; [17 36],[19.31428571 32.68571429] ; [19.68571429 33.31428571],0
b2,1,0.279709,1.168503,[10 15] ; [ 7 20],[ 8.17307692 16.82692308] ; [ 8.82692308 18.17307692],0
b3,1,0.279709,1.168503,[10 15] ; [ 7 20],[ 8.17307692 16.82692308] ; [ 8.82692308 18.17307692],0
p2,1,0.315617,1.007024,[35 16] ; [41 12],[37.26923077 13.73076923] ; [38.73076923 14.26923077],0
r4,1,0.321483,0.982903,[45  7] ; [42 11],[43.08571429  8.91428571] ; [43.91428571  9.08571429],0
a1,1,0.413993,0.667304,[ 2 50] ; [ 4 49],[ 2.97142857 49.02857143] ; [ 3.02857143 49.97142857],0
p12,1,0.427929,0.628438,[ 2 49] ; [ 4 49],[ 2.94230769 48.05769231] ; [ 3.05769231 49.94230769],0
a8,1,0.428785,0.626111,[ 2 46] ; [ 4 46],[ 2.93877551 45.06122449] ; [ 3.06122449 46.93877551],0
d4,1,0.434946,0.609579,[40 12] ; [44  9],[41.6 10.4] ; [42.4 10.6],0
s7,1,0.493828,0.468175,[22 29] ; [24 24],[23.6969697 27.3030303] ; [22.3030303 25.6969697],0
s8,1,0.496093,0.463285,[25 27] ; [29 24],[26.74285714 25.25714286] ; [27.25714286 25.74285714],0
b4,1,0.498614,0.457885,[29 23] ; [33 20],[30.7047619 21.2952381] ; [31.2952381 21.7047619],0
r3,1,0.535405,0.384123,[49  2] ; [52  1],[49.52884615  1.47115385] ; [51.47115385  1.52884615],0
v2,1,0.545496,0.365448,[22 24] ; [27 23],[23.47916667 22.52083333] ; [25.52083333 24.47916667],0
u3,1,0.550868,0.355765,[17  8] ; [13  4],[17.85714286  7.14285714] ; [12.14285714  4.85714286],0
s1,1,0.580836,0.304886,[ 1 50] ; [ 2 51],[ 1.47115385 49.52884615] ; [ 1.52884615 51.47115385],0
p10,1,0.582343,0.302462,[39 10] ; [39 13],[37.84158416 11.15841584] ; [40.15841584 11.84158416],0
