Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.6e-05,17.669653,[ 8 30] ; [41 23],[18.25490196 19.74509804] ; [30.74509804 33.25490196],1
r4,1,0.000113,14.908513,[18 20] ; [55 11],[26.67307692 11.32692308] ; [46.32692308 19.67307692],1
p11,1,0.000957,10.908655,[12 26] ; [43 23],[20.09615385 17.90384615] ; [34.90384615 31.09615385],1
s4,1,0.001739,9.806414,[ 1 37] ; [18 48],[ 6.94230769 31.05769231] ; [12.05769231 53.94230769],0
v4,1,0.0026,9.0689,[23 15] ; [57  9],[29.23076923  8.76923077] ; [50.76923077 15.23076923],0
b5,1,0.004324,8.142671,[15 23] ; [45 21],[21.92307692 16.07692308] ; [38.07692308 27.92307692],0
a1,1,0.007184,7.226272,[ 7 31] ; [ 2 64],[ 3.28846154 34.71153846] ; [ 5.71153846 60.28846154],0
r3,1,0.011467,6.391494,[24 14] ; [56 10],[29.23076923  8.76923077] ; [50.76923077 15.23076923],0
s5,1,0.016065,5.795699,[ 3 33] ; [18 44],[ 7.71428571 28.28571429] ; [13.28571429 48.71428571],0
p10,1,0.018898,5.51091,[13 24] ; [38 26],[18.68316832 18.31683168] ; [32.31683168 31.68316832],0
p3,1,0.036876,4.356145,[ 6 32] ; [23 43],[10.59615385 27.40384615] ; [18.40384615 47.59615385],0
n5,1,0.043837,4.062837,[19 18] ; [47 19],[23.70873786 13.29126214] ; [42.29126214 23.70873786],0
s8,1,0.062626,3.466434,[ 5 33] ; [19 46],[ 8.85436893 29.14563107] ; [15.14563107 49.85436893],0
p6,1,0.071891,3.239311,[ 3 35] ; [14 51],[ 6.27184466 31.72815534] ; [10.72815534 54.27184466],0
n4,1,0.076175,3.144686,[18 20] ; [43 23],[22.28846154 15.71153846] ; [38.71153846 27.28846154],0
a2,1,0.103296,2.653907,[ 3 35] ; [ 1 65],[ 1.46153846 36.53846154] ; [ 2.53846154 63.46153846],0
p9,1,0.108834,2.571067,[15 22] ; [36 27],[18.87 18.13] ; [32.13 30.87],0
p1,1,0.128532,2.31015,[ 2 36] ; [10 56],[ 4.38461538 33.61538462] ; [ 7.61538462 58.38461538],0
r2,1,0.139762,2.180573,[27 11] ; [55 11],[29.96153846  8.03846154] ; [52.03846154 13.96153846],0
u2,1,0.151638,2.055693,[11  7] ; [15 22],[8.50909091 9.49090909] ; [17.49090909 19.50909091],0
s7,1,0.165718,1.921256,[ 5 31] ; [16 46],[ 7.71428571 28.28571429] ; [13.28571429 48.71428571],0
a8,1,0.185314,1.754481,[ 7 31] ; [ 6 58],[ 4.84313725 33.15686275] ; [ 8.15686275 55.84313725],0
p12,1,0.205514,1.602751,[ 1 37] ; [ 6 60],[ 2.55769231 35.44230769] ; [ 4.44230769 61.55769231],0
v1,1,0.259264,1.272682,[11 27] ; [26 39],[13.65048544 24.34951456] ; [23.34951456 41.65048544],0
b4,1,0.265715,1.238736,[17 21] ; [37 29],[19.73076923 18.26923077] ; [34.26923077 31.73076923],0
b2,1,0.31197,1.022319,[10 13] ; [11 25],[ 8.18644068 14.81355932] ; [12.81355932 23.18644068],0
b3,1,0.31197,1.022319,[10 13] ; [11 25],[ 8.18644068 14.81355932] ; [12.81355932 23.18644068],0
n2,1,0.324534,0.970588,[12  4] ; [15  2],[13.09090909  2.90909091] ; [13.90909091  3.09090909],0
a3,1,0.358962,0.841521,[20 17] ; [29 36],[17.7745098 19.2254902] ; [31.2254902 33.7745098],0
n3,1,0.371949,0.797143,[9 6] ; [12  4],[10.16129032  4.83870968] ; [10.83870968  5.16129032],0
n1,1,0.376017,0.783683,[8 7] ; [ 6 10],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
a5,1,0.392482,0.73124,[20 18] ; [29 37],[17.90384615 20.09615385] ; [31.09615385 34.90384615],0
s3,1,0.504963,0.444491,[16 21] ; [23 40],[14.43 22.57] ; [24.57 38.43],0
b1,1,0.505505,0.443361,[21 17] ; [32 34],[19.36538462 18.63461538] ; [33.63461538 32.36538462],0
v2,1,0.535226,0.384459,[12 23] ; [26 38],[13.43434343 21.56565657] ; [24.56565657 39.43434343],0
s2,1,0.545177,0.366029,[12 26] ; [24 40],[13.41176471 24.58823529] ; [22.58823529 41.41176471],0
a4,1,0.579995,0.306243,[10 28] ; [14 51],[ 8.85436893 29.14563107] ; [15.14563107 49.85436893],0
a7,1,0.604945,0.267602,[17 21] ; [33 33],[18.26923077 19.73076923] ; [31.73076923 34.26923077],0
v3,1,0.622808,0.241941,[11 25] ; [23 42],[12.11881188 23.88118812] ; [21.88118812 43.11881188],0
p8,1,0.638547,0.220648,[ 8 29] ; [17 49],[ 8.98058252 28.01941748] ; [16.01941748 49.98058252],0
p7,1,0.669187,0.182554,[11 26] ; [22 43],[11.97058824 25.02941176] ; [21.02941176 43.97058824],0
r1,1,0.671045,0.180382,[22 16] ; [41 25],[23.01923077 14.98076923] ; [39.98076923 26.01923077],0
p4,1,0.710866,0.137414,[ 9 28] ; [18 47],[ 9.79411765 27.20588235] ; [17.20588235 47.79411765],0
u3,1,0.769497,0.085868,[ 8 10] ; [18 19],[8.50909091 9.49090909] ; [17.49090909 19.50909091],0
d2,1,0.811858,0.056658,[ 8 30] ; [15 50],[ 8.48543689 29.51456311] ; [14.51456311 50.48543689],0
d3,1,0.814102,0.05529,[ 9 29] ; [17 49],[ 9.5 28.5] ; [16.5 49.5],0
d5,1,0.872103,0.025917,[15 23] ; [25 41],[14.61538462 23.38461538] ; [25.38461538 40.61538462],0
s1,1,0.90023,0.015718,[ 5 33] ; [ 8 57],[ 4.7961165 33.2038835] ; [ 8.2038835 56.7961165],0
d4,1,0.912623,0.012041,[18 20] ; [32 34],[18.26923077 19.73076923] ; [31.73076923 34.26923077],0
a6,1,1.0,0.0,[19 19] ; [33 33],[19. 19.] ; [33. 33.],0
