Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.008309,6.965719,[20 17] ; [ 1 10],[16.1875 20.8125] ; [4.8125 6.1875],0
r3,1,0.01033,6.577135,[35  2] ; [8 4],[32.46938776  4.53061224] ; [10.53061224  1.46938776],0
p8,1,0.026741,4.907441,[25 11] ; [4 8],[21.75 14.25] ; [7.25 4.75],0
p10,1,0.040174,4.210526,[31  5] ; [7 5],[28.5  7.5] ; [9.5 2.5],0
s8,1,0.042522,4.114286,[18 18] ; [ 2 10],[15. 21.] ; [5. 7.],0
b3,1,0.052634,3.755495,[10  9] ; [1 7],[ 7.74074074 11.25925926] ; [3.25925926 4.74074074],0
b2,1,0.052634,3.755495,[10  9] ; [1 7],[ 7.74074074 11.25925926] ; [3.25925926 4.74074074],0
p3,1,0.055841,3.656791,[21 16] ; [3 9],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
p6,1,0.060867,3.513612,[17 19] ; [ 2 10],[14.25 21.75] ; [4.75 7.25],0
a5,1,0.074091,3.189968,[26 11] ; [5 7],[23.40816327 13.59183673] ; [7.59183673 4.40816327],0
a1,1,0.079549,3.074096,[ 1 36] ; [ 2 10],[ 2.26530612 34.73469388] ; [ 0.73469388 11.26530612],0
a3,1,0.118513,2.436868,[20 17] ; [3 8],[17.72916667 19.27083333] ; [5.27083333 5.72916667],0
p7,1,0.140306,2.174601,[27 10] ; [6 6],[24.91836735 12.08163265] ; [8.08163265 3.91836735],0
b1,1,0.150295,2.069257,[18 19] ; [3 9],[15.85714286 21.14285714] ; [5.14285714 6.85714286],0
a6,1,0.155378,2.018643,[24 13] ; [5 7],[21.89795918 15.10204082] ; [7.10204082 4.89795918],0
s7,1,0.163458,1.941941,[22 12] ; [5 7],[19.95652174 14.04347826] ; [7.04347826 4.95652174],0
s4,1,0.171719,1.867873,[ 8 29] ; [5 7],[ 9.81632653 27.18367347] ; [3.18367347 8.81632653],0
a7,1,0.199882,1.643233,[26 11] ; [6 6],[24.16326531 12.83673469] ; [7.83673469 4.16326531],0
p9,1,0.237776,1.393728,[32  4] ; [9 3],[30.75  5.25] ; [10.25  1.75],0
u3,1,0.319806,0.989741,[11  6] ; [4 5],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
d2,1,0.338987,0.91426,[10 27] ; [5 7],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
b5,1,0.35399,0.859102,[19 18] ; [8 4],[20.3877551 16.6122449] ; [6.6122449 5.3877551],0
d4,1,0.35399,0.859102,[19 18] ; [8 4],[20.3877551 16.6122449] ; [6.6122449 5.3877551],0
s3,1,0.383637,0.759013,[22 14] ; [9 3],[23.25 12.75] ; [7.75 4.25],0
v4,1,0.391661,0.733779,[36  1] ; [11  1],[35.48979592  1.51020408] ; [11.51020408  0.48979592],0
s2,1,0.416871,0.659119,[23 14] ; [9 3],[24.16326531 12.83673469] ; [7.83673469 4.16326531],0
p5,1,0.468314,0.525952,[10 27] ; [ 2 10],[ 9.06122449 27.93877551] ; [2.93877551 9.06122449],0
p11,1,0.494707,0.466273,[31  6] ; [9 3],[30.20408163  6.79591837] ; [9.79591837 2.20408163],0
p4,1,0.504985,0.444444,[19 17] ; [5 7],[18. 18.] ; [6. 6.],0
n6,1,0.590759,0.289161,[33  4] ; [10  2],[32.46938776  4.53061224] ; [10.53061224  1.46938776],0
d3,1,0.656128,0.198261,[15 22] ; [4 8],[14.34693878 22.65306122] ; [4.65306122 7.34693878],0
p1,1,0.711322,0.13696,[ 8 29] ; [ 2 10],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
s1,1,0.71315,0.135151,[ 2 35] ; [ 1 11],[ 2.26530612 34.73469388] ; [ 0.73469388 11.26530612],0
n3,1,0.782252,0.076389,[6 2] ; [2 1],[5.81818182 2.18181818] ; [2.18181818 0.81818182],0
a8,1,0.785009,0.074419,[ 4 32] ; [ 1 11],[ 3.75 32.25] ; [ 1.25 10.75],0
v1,1,0.803584,0.061858,[15 22] ; [4 7],[14.64583333 22.35416667] ; [4.35416667 6.64583333],0
n5,1,0.80744,0.059405,[29  8] ; [9 3],[28.69387755  8.30612245] ; [9.30612245 2.69387755],0
s6,1,0.813345,0.055749,[31  5] ; [10  2],[30.75  5.25] ; [10.25  1.75],0
n4,1,0.813926,0.055397,[26 11] ; [8 4],[25.67346939 11.32653061] ; [8.32653061 3.67346939],0
a4,1,0.861011,0.030656,[ 7 30] ; [ 2 10],[ 6.79591837 30.20408163] ; [2.20408163 9.79591837],0
u2,1,0.898768,0.016184,[9 8] ; [5 4],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
p2,1,0.962276,0.002237,[28  9] ; [9 3],[27.93877551  9.06122449] ; [9.06122449 2.93877551],0
p12,1,0.970735,0.001346,[ 6 31] ; [ 2 10],[ 6.04081633 30.95918367] ; [ 1.95918367 10.04081633],0
