Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,28.543877,[82 12] ; [57 52],[64.36453202 29.63546798] ; [74.63546798 34.36453202],1
p7,1,3e-06,21.972811,[82 12] ; [60 45],[67.07537688 26.92462312] ; [74.92462312 30.07537688],1
p3,1,4e-06,21.113214,[69 25] ; [46 65],[52.73170732 41.26829268] ; [62.26829268 48.73170732],1
p8,1,0.00031,13.008647,[69 26] ; [51 56],[56.43564356 38.56435644] ; [63.56435644 43.43564356],1
p10,1,0.000513,12.066152,[93  2] ; [90 18],[85.64039409  9.35960591] ; [97.35960591 10.64039409],1
v1,1,0.001363,10.255047,[68 27] ; [54 55],[56.81372549 38.18627451] ; [65.18627451 43.81372549],0
p1,1,0.001885,9.658164,[20 74] ; [  7 102],[12.50246305 81.49753695] ; [14.49753695 94.50246305],0
p5,1,0.001968,9.578723,[30 65] ; [15 95],[20.85365854 74.14634146] ; [24.14634146 85.85365854],0
n4,1,0.002232,9.347923,[82 13] ; [75 35],[72.75609756 22.24390244] ; [84.24390244 25.75609756],0
s7,1,0.004123,8.228692,[69 20] ; [61 44],[59.63917526 29.36082474] ; [70.36082474 34.63917526],0
p9,1,0.006576,7.385206,[93  2] ; [94 13],[87.94554455  7.05445545] ; [99.05445545  7.94554455],0
s8,1,0.007576,7.130959,[64 30] ; [54 55],[54.64039409 39.35960591] ; [63.35960591 45.64039409],0
p12,1,0.007747,7.091117,[20 75] ; [  9 102],[13.37378641 81.62621359] ; [15.62621359 95.37378641],0
s2,1,0.008145,7.00134,[79 16] ; [73 36],[70.78431373 24.21568627] ; [81.21568627 27.78431373],0
n5,1,0.014973,5.91966,[80 15] ; [76 33],[72.64705882 22.35294118] ; [83.35294118 25.64705882],0
r4,1,0.021649,5.273751,[93  2] ; [100  11],[89.00485437  5.99514563] ; [103.99514563   7.00485437],0
n6,1,0.021686,5.270775,[89  4] ; [94 15],[84.25247525  8.74752475] ; [98.74752475 10.25247525],0
u3,1,0.038603,4.278274,[15  3] ; [15 13],[11.73913043  6.26086957] ; [18.26086957  9.73913043],0
a5,1,0.065252,3.398606,[83 12] ; [86 25],[77.9368932 17.0631068] ; [91.0631068 19.9368932],0
a6,1,0.129025,2.304198,[74 19] ; [78 33],[69.29411765 23.70588235] ; [82.70588235 28.29411765],0
u1,1,0.182841,1.774378,[32 63] ; [28 83],[27.66990291 67.33009709] ; [32.33009709 78.66990291],0
a3,1,0.218446,1.514548,[77 17] ; [83 28],[73.36585366 20.63414634] ; [86.63414634 24.36585366],0
a1,1,0.230884,1.435405,[ 7 88] ; [  4 107],[ 5.07281553 89.92718447] ; [  5.92718447 105.07281553],0
d3,1,0.257784,1.280616,[78 16] ; [85 26],[74.74146341 19.25853659] ; [88.25853659 22.74146341],0
u2,1,0.273203,1.200593,[11  7] ; [12 15],[9.2 8.8] ; [13.8 13.2],0
a2,1,0.279197,1.170995,[35 60] ; [33 78],[31.3592233 63.6407767] ; [36.6407767 74.3592233],0
p11,1,0.2808,1.163212,[77 18] ; [83 28],[73.78640777 21.21359223] ; [86.21359223 24.78640777],0
v4,1,0.319321,0.991727,[93  2] ; [102   5],[91.70792079  3.29207921] ; [103.29207921   3.70792079],0
d1,1,0.332863,0.937728,[66 29] ; [70 41],[62.7184466 32.2815534] ; [73.2815534 37.7184466],0
s4,1,0.33598,0.925711,[25 68] ; [23 86],[22.0990099 70.9009901] ; [25.9009901 83.0990099],0
b4,1,0.350442,0.871856,[60 35] ; [63 48],[56.72330097 38.27669903] ; [66.27669903 44.72330097],0
