Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4e-06,21.225658,[24 87] ; [39 32],[38.42307692 72.57692308] ; [24.57692308 46.42307692],1
p4,1,2e-05,18.180021,[34 77] ; [44 26],[47.83425414 63.16574586] ; [30.16574586 39.83425414],1
p7,1,4e-05,16.888409,[42 67] ; [49 21],[55.41340782 53.58659218] ; [35.58659218 34.41340782],1
s8,1,0.000188,13.946874,[28 84] ; [37 34],[39.78142077 72.21857923] ; [25.21857923 45.78142077],1
p2,1,0.000452,12.302124,[64 46] ; [59 12],[74.75138122 35.24861878] ; [48.24861878 22.75138122],1
p10,1,0.000573,11.86203,[59 51] ; [56 15],[69.88950276 40.11049724] ; [45.11049724 25.88950276],1
p6,1,0.001082,10.681091,[16 93] ; [25 45],[24.96648045 84.03351955] ; [16.03351955 53.96648045],0
v4,1,0.00291,8.862978,[83 27] ; [65  5],[90.44444444 19.55555556] ; [57.55555556 12.44444444],0
r4,1,0.007466,7.157208,[67 45] ; [56 15],[75.27868852 36.72131148] ; [47.72131148 23.27868852],0
p9,1,0.007705,7.100692,[67 42] ; [57 14],[75.08888889 33.91111111] ; [48.91111111 22.08888889],0
v2,1,0.009199,6.783874,[34 71] ; [36 33],[42.24137931 62.75862069] ; [27.75862069 41.24137931],0
r3,1,0.011157,6.440179,[84 28] ; [64  7],[90.57923497 21.42076503] ; [57.42076503 13.57923497],0
u2,1,0.018622,5.536682,[13 26] ; [18 11],[17.77941176 21.22058824] ; [13.22058824 15.77941176],0
n6,1,0.026777,4.905119,[74 37] ; [58 13],[80.50549451 30.49450549] ; [51.49450549 19.50549451],0
d1,1,0.027383,4.866514,[34 78] ; [33 38],[41.00546448 70.99453552] ; [25.99453552 45.00546448],0
s6,1,0.057518,3.607537,[45 66] ; [39 32],[51.23076923 59.76923077] ; [32.76923077 38.23076923],0
p11,1,0.059406,3.553903,[72 40] ; [55 16],[77.72677596 34.27322404] ; [49.27322404 21.72677596],0
p12,1,0.070827,3.263748,[  2 110] ; [ 5 66],[  4.28415301 107.71584699] ; [ 2.71584699 68.28415301],0
p5,1,0.090606,2.863577,[  5 104] ; [ 8 63],[  7.87222222 101.12777778] ; [ 5.12777778 65.87222222],0
n4,1,0.105309,2.623245,[76 36] ; [56 15],[80.78688525 31.21311475] ; [51.21311475 19.78688525],0
d4,1,0.105509,2.620237,[65 46] ; [50 21],[70.13736264 40.86263736] ; [44.86263736 26.13736264],0
a5,1,0.167242,1.907496,[61 51] ; [46 25],[65.4863388 46.5136612] ; [41.5136612 29.4863388],0
s7,1,0.1885,1.729301,[38 67] ; [31 36],[42.12209302 62.87790698] ; [26.87790698 40.12209302],0
n2,1,0.211899,1.558404,[33 16] ; [8 8],[30.90769231 18.09230769] ; [10.09230769  5.90769231],0
a4,1,0.218633,1.513321,[44 66] ; [22 49],[40.11049724 69.88950276] ; [25.88950276 45.11049724],0
d3,1,0.23049,1.437834,[39 73] ; [31 40],[42.84153005 69.15846995] ; [27.15846995 43.84153005],0
p1,1,0.268913,1.222284,[  5 107] ; [ 6 65],[  6.73224044 105.26775956] ; [ 4.26775956 66.73224044],0
u4,1,0.317888,0.997617,[  1 111] ; [ 2 69],[  1.83606557 110.16393443] ; [ 1.16393443 69.83606557],0
