Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,32.527842,[61  5] ; [ 8 15],[51.16853933 14.83146067] ; [17.83146067  5.16853933],1
r3,1,0.000863,11.100056,[61  4] ; [16  8],[56.23595506  8.76404494] ; [20.76404494  3.23595506],1
b3,1,0.001016,10.798439,[ 2 32] ; [6 7],[ 5.78723404 28.21276596] ; [ 2.21276596 10.78723404],0
b2,1,0.001016,10.798439,[ 2 32] ; [6 7],[ 5.78723404 28.21276596] ; [ 2.21276596 10.78723404],0
v4,1,0.001158,10.556006,[65  1] ; [19  5],[61.6  4.4] ; [22.4  1.6],0
a6,1,0.002164,9.405176,[48 18] ; [ 9 15],[41.8 24.2] ; [15.2  8.8],0
p8,1,0.002556,9.100415,[34 31] ; [ 4 20],[27.75280899 37.24719101] ; [10.24719101 13.75280899],0
p7,1,0.006457,7.418246,[42 22] ; [ 8 16],[36.36363636 27.63636364] ; [13.63636364 10.36363636],0
r1,1,0.011463,6.392045,[49 17] ; [11 13],[44. 22.] ; [16.  8.],0
p2,1,0.021873,5.255834,[54 12] ; [14 10],[49.86666667 16.13333333] ; [18.13333333  5.86666667],0
a5,1,0.022501,5.206612,[45 21] ; [10 14],[40.33333333 25.66666667] ; [14.66666667  9.33333333],0
d3,1,0.023627,5.121815,[51 14] ; [13 11],[46.74157303 18.25842697] ; [17.25842697  6.74157303],0
b1,1,0.026133,4.947223,[19 47] ; [13 11],[23.46666667 42.53333333] ; [ 8.53333333 15.46666667],0
p11,1,0.026133,4.947223,[47 19] ; [11 13],[42.53333333 23.46666667] ; [15.46666667  8.53333333],0
d1,1,0.030517,4.679951,[39 27] ; [ 8 16],[34.46666667 31.53333333] ; [12.53333333 11.46666667],0
n6,1,0.035527,4.419643,[55 11] ; [15  9],[51.33333333 14.66666667] ; [18.66666667  5.33333333],0
r4,1,0.055345,3.671654,[54 12] ; [15  9],[50.6 15.4] ; [18.4  5.6],0
u2,1,0.092617,2.828283,[16  8] ; [4 7],[13.71428571 10.28571429] ; [6.28571429 4.71428571],0
s8,1,0.103132,2.656434,[29 37] ; [ 6 18],[25.66666667 40.33333333] ; [ 9.33333333 14.66666667],0
v2,1,0.145008,2.123992,[26 36] ; [ 6 18],[23.06976744 38.93023256] ; [ 8.93023256 15.06976744],0
r2,1,0.155079,2.021566,[61  5] ; [18  4],[59.25  6.75] ; [19.75  2.25],0
d5,1,0.157724,1.995909,[48 17] ; [14 10],[45.28089888 19.71910112] ; [16.71910112  7.28089888],0
n4,1,0.166521,1.913991,[41 25] ; [11 13],[38.13333333 27.86666667] ; [13.86666667 10.13333333],0
n3,1,0.171609,1.868832,[16  2] ; [9 4],[14.51612903  3.48387097] ; [10.48387097  2.51612903],0
a7,1,0.185586,1.752312,[45 20] ; [13 11],[42.35955056 22.64044944] ; [15.64044944  8.35955056],0
a4,1,0.219331,1.508743,[21 45] ; [11 13],[23.46666667 42.53333333] ; [ 8.53333333 15.46666667],0
a2,1,0.254294,1.299556,[12 54] ; [ 2 22],[10.26666667 55.73333333] ; [ 3.73333333 20.26666667],0
p6,1,0.309597,1.032396,[27 39] ; [ 7 17],[24.93333333 41.06666667] ; [ 9.06666667 14.93333333],0
b5,1,0.365835,0.817765,[37 29] ; [16  8],[38.86666667 27.13333333] ; [14.13333333  9.86666667],0
s6,1,0.389665,0.739989,[54 11] ; [18  6],[52.58426966 12.41573034] ; [19.41573034  4.58426966],0
v3,1,0.396819,0.717943,[17 48] ; [ 4 19],[15.51136364 49.48863636] ; [ 5.48863636 17.51136364],0
a3,1,0.415113,0.664109,[42 24] ; [13 11],[40.33333333 25.66666667] ; [14.66666667  9.33333333],0
p1,1,0.46789,0.526954,[ 5 61] ; [ 3 21],[ 5.86666667 60.13333333] ; [ 2.13333333 21.86666667],0
s2,1,0.495045,0.465543,[43 22] ; [14 10],[41.62921348 23.37078652] ; [15.37078652  8.62921348],0
u1,1,0.496996,0.461345,[ 9 57] ; [ 2 22],[ 8.06666667 57.93333333] ; [ 2.93333333 21.06666667],0
b4,1,0.514438,0.42503,[39 27] ; [16  8],[40.33333333 25.66666667] ; [14.66666667  9.33333333],0
d4,1,0.529607,0.395145,[51 15] ; [17  7],[49.86666667 16.13333333] ; [18.13333333  5.86666667],0
s5,1,0.534119,0.386549,[28 33] ; [ 8 13],[26.7804878 34.2195122] ; [ 9.2195122 11.7804878],0
p4,1,0.545838,0.364827,[35 31] ; [11 13],[33.73333333 32.26666667] ; [12.26666667 11.73333333],0
s7,1,0.640056,0.218669,[37 27] ; [12 11],[36.04597701 27.95402299] ; [12.95402299 10.04597701],0
d2,1,0.655079,0.199557,[31 35] ; [10 14],[30.06666667 35.93333333] ; [10.93333333 13.06666667],0
s3,1,0.708684,0.139595,[46 19] ; [16  8],[45.28089888 19.71910112] ; [16.71910112  7.28089888],0
s1,1,0.715923,0.132432,[ 4 61] ; [ 2 22],[ 4.38202247 60.61797753] ; [ 1.61797753 22.38202247],0
n5,1,0.845687,0.037879,[40 26] ; [14 10],[39.6 26.4] ; [14.4  9.6],0
n2,1,0.856315,0.032785,[13  5] ; [9 4],[12.77419355  5.22580645] ; [9.22580645 3.77419355],0
n1,1,0.856315,0.032785,[ 5 13] ; [4 9],[ 5.22580645 12.77419355] ; [3.77419355 9.22580645],0
u3,1,0.9485,0.004172,[15  9] ; [7 4],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
p3,1,0.948694,0.004141,[28 38] ; [10 14],[27.86666667 38.13333333] ; [10.13333333 13.86666667],0
