Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,8.5e-05,15.433713,[17 21] ; [21  1],[24.06666667 13.93333333] ; [13.93333333  8.06666667],1
s6,1,0.000355,12.757487,[ 5 33] ; [12  9],[10.94915254 27.05084746] ; [ 6.05084746 14.94915254],1
s2,1,0.008,7.033493,[ 8 30] ; [12 10],[12.66666667 25.33333333] ; [ 7.33333333 14.66666667],0
v3,1,0.016827,5.714286,[ 5 30] ; [ 9 12],[ 8.75 26.25] ; [ 5.25 15.75],0
s7,1,0.021617,5.276312,[ 4 30] ; [ 8 13],[ 7.41818182 26.58181818] ; [ 4.58181818 16.41818182],0
s5,1,0.035015,4.444444,[ 2 34] ; [ 5 15],[ 4.5 31.5] ; [ 2.5 17.5],0
a5,1,0.037707,4.318182,[19 19] ; [17  5],[22.8 15.2] ; [13.2  8.8],0
r4,1,0.044987,4.019139,[14 24] ; [14  8],[17.73333333 20.26666667] ; [10.26666667 11.73333333],0
p11,1,0.046849,3.950786,[ 8 30] ; [10 12],[11.4 26.6] ; [ 6.6 15.4],0
a1,1,0.084416,2.977765,[ 8 30] ; [ 1 21],[ 5.7 32.3] ; [ 3.3 18.7],0
a2,1,0.084416,2.977765,[ 8 30] ; [ 1 21],[ 5.7 32.3] ; [ 3.3 18.7],0
p4,1,0.091196,2.853127,[ 5 32] ; [ 7 15],[ 7.52542373 29.47457627] ; [ 4.47457627 17.52542373],0
d4,1,0.11282,2.514266,[23 14] ; [18  4],[25.71186441 11.28813559] ; [15.28813559  6.71186441],0
v4,1,0.125726,2.344498,[20 18] ; [16  6],[22.8 15.2] ; [13.2  8.8],0
s1,1,0.142293,2.15299,[ 7 31] ; [ 1 20],[ 5.15254237 32.84745763] ; [ 2.84745763 18.15254237],0
v1,1,0.160601,1.968558,[ 9 29] ; [ 9 13],[11.4 26.6] ; [ 6.6 15.4],0
a3,1,0.162183,1.95375,[22 15] ; [17  5],[24.45762712 12.54237288] ; [14.54237288  7.45762712],0
s3,1,0.167634,1.903977,[15 22] ; [13  9],[17.55932203 19.44067797] ; [10.44067797 11.55932203],0
r1,1,0.170816,1.875771,[19 19] ; [15  7],[21.53333333 16.46666667] ; [12.46666667  9.53333333],0
n2,1,0.171188,1.872513,[ 8 10] ; [9 4],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
p7,1,0.198273,1.655052,[ 8 28] ; [ 8 13],[10.10526316 25.89473684] ; [ 5.89473684 15.10526316],0
s8,1,0.202147,1.626794,[ 4 34] ; [ 5 17],[ 5.7 32.3] ; [ 3.3 18.7],0
d5,1,0.219928,1.504839,[21 16] ; [16  6],[23.20338983 13.79661017] ; [13.79661017  8.20338983],0
s4,1,0.23164,1.430764,[ 3 35] ; [ 4 18],[ 4.43333333 33.56666667] ; [ 2.56666667 19.43333333],0
n1,1,0.231998,1.428571,[10  8] ; [4 8],[8.4 9.6] ; [5.6 6.4],0
