Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-06,20.361157,[25 46] ; [75 33],[39.66480447 31.33519553] ; [60.33519553 47.66480447],1
a6,1,1e-05,19.475887,[27 44] ; [77 31],[41.25139665 29.74860335] ; [62.74860335 45.25139665],1
a2,1,0.000272,13.252413,[ 3 68] ; [27 81],[11.89944134 59.10055866] ; [18.10055866 89.89944134],1
d4,1,0.000417,12.455291,[40 30] ; [88 20],[50.33707865 19.66292135] ; [77.66292135 30.33707865],1
b5,1,0.000434,12.381869,[27 44] ; [70 38],[38.47486034 32.52513966] ; [58.52513966 49.47486034],1
r3,1,0.000444,12.33618,[48 23] ; [96 12],[57.11731844 13.88268156] ; [86.88268156 21.11731844],1
d5,1,0.001426,10.171744,[40 31] ; [85 23],[49.58100559 21.41899441] ; [75.41899441 32.58100559],0
r4,1,0.003782,8.385621,[40 31] ; [83 25],[48.7877095 22.2122905] ; [74.2122905 33.7877095],0
d1,1,0.007288,7.200517,[23 48] ; [57 51],[31.73184358 39.26815642] ; [48.26815642 59.73184358],0
v4,1,0.008314,6.964567,[49 20] ; [94 14],[55.74576271 13.25423729] ; [87.25423729 20.74576271],0
a3,1,0.010461,6.554655,[32 39] ; [69 38],[40.28651685 30.71348315] ; [60.71348315 46.28651685],0
u1,1,0.011392,6.403115,[ 3 68] ; [18 90],[ 8.32960894 62.67039106] ; [12.67039106 95.32960894],0
r1,1,0.011617,6.368349,[42 29] ; [83 25],[49.58100559 21.41899441] ; [75.41899441 32.58100559],0
p2,1,0.018352,5.56227,[32 39] ; [68 40],[39.66480447 31.33519553] ; [60.33519553 47.66480447],0
p4,1,0.044366,4.042568,[20 50] ; [47 61],[26.34831461 43.65168539] ; [40.65168539 67.34831461],0
r2,1,0.055111,3.678712,[54 15] ; [96 12],[58.47457627 10.52542373] ; [91.52542373 16.47457627],0
v2,1,0.058986,3.56568,[22 47] ; [49 57],[27.99428571 41.00571429] ; [43.00571429 62.99428571],0
