Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.004511,8.065909,[ 3 11] ; [19  9],[7.33333333 6.66666667] ; [14.66666667 13.33333333],0
r4,1,0.014479,5.978824,[ 2 12] ; [15 13],[5.66666667 8.33333333] ; [11.33333333 16.66666667],0
a8,1,0.021028,5.324456,[ 4 10] ; [ 1 26],[ 1.70731707 12.29268293] ; [ 3.29268293 23.70731707],0
n4,1,0.075355,3.162353,[11  3] ; [14 14],[8.33333333 5.66666667] ; [16.66666667 11.33333333],0
b4,1,0.080512,3.054545,[10  4] ; [12 16],[7.33333333 6.66666667] ; [14.66666667 13.33333333],0
u2,1,0.111219,2.536813,[3 3] ; [11  2],[4.42105263 1.57894737] ; [9.57894737 3.42105263],0
p7,1,0.119705,2.421176,[6 8] ; [19  9],[8.33333333 5.66666667] ; [16.66666667 11.33333333],0
a6,1,0.124907,2.354691,[ 4 10] ; [15 13],[6.33333333 7.66666667] ; [12.66666667 15.33333333],0
u3,1,0.12707,2.327943,[1 5] ; [7 6],[2.52631579 3.47368421] ; [5.47368421 7.52631579],0
s4,1,0.164742,1.930147,[ 1 13] ; [ 7 21],[ 2.66666667 11.33333333] ; [ 5.33333333 22.66666667],0
p8,1,0.19043,1.714286,[5 9] ; [16 12],[7. 7.] ; [14. 14.],0
n3,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
u1,1,0.203737,1.615385,[ 2 12] ; [ 1 27],[ 1. 13.] ; [ 2. 26.],0
s1,1,0.203737,1.615385,[ 2 12] ; [ 1 27],[ 1. 13.] ; [ 2. 26.],0
p1,1,0.203737,1.615385,[ 2 12] ; [ 1 27],[ 1. 13.] ; [ 2. 26.],0
d2,1,0.237971,1.392573,[6 8] ; [ 7 21],[4.33333333 9.66666667] ; [ 8.66666667 19.33333333],0
a5,1,0.26638,1.235294,[10  4] ; [15 13],[8.33333333 5.66666667] ; [16.66666667 11.33333333],0
a7,1,0.273047,1.201373,[6 8] ; [17 11],[7.66666667 6.33333333] ; [15.33333333 12.66666667],0
v3,1,0.34514,0.891247,[ 3 11] ; [10 18],[4.33333333 9.66666667] ; [ 8.66666667 19.33333333],0
p4,1,0.373922,0.790588,[7 7] ; [18 10],[8.33333333 5.66666667] ; [16.66666667 11.33333333],0
n6,1,0.418408,0.654782,[10  3] ; [18 10],[8.87804878 4.12195122] ; [19.12195122  8.87804878],0
v2,1,0.446805,0.578745,[5 9] ; [13 14],[6.14634146 7.85365854] ; [11.85365854 15.14634146],0
p12,1,0.457244,0.552632,[ 2 12] ; [ 2 26],[ 1.33333333 12.66666667] ; [ 2.66666667 25.33333333],0
n5,1,0.468717,0.525,[11  3] ; [19  9],[10.  4.] ; [20.  8.],0
d1,1,0.468717,0.525,[ 3 11] ; [ 9 19],[ 4. 10.] ; [ 8. 20.],0
a4,1,0.468717,0.525,[5 9] ; [ 7 21],[ 4. 10.] ; [ 8. 20.],0
s7,1,0.475404,0.509388,[ 4 10] ; [10 15],[5.02564103 8.97435897] ; [ 8.97435897 16.02564103],0
n1,1,0.480478,0.497778,[2 3] ; [2 7],[1.42857143 3.57142857] ; [2.57142857 6.42857143],0
p3,1,0.494525,0.466667,[ 4 10] ; [11 17],[5. 9.] ; [10. 18.],0
b1,1,0.508332,0.4375,[7 7] ; [17 11],[8. 6.] ; [16. 12.],0
s8,1,0.508332,0.4375,[7 7] ; [11 17],[6. 8.] ; [12. 16.],0
b2,1,0.55409,0.350041,[4 7] ; [3 9],[3.34782609 7.65217391] ; [3.65217391 8.34782609],0
b3,1,0.55409,0.350041,[4 7] ; [3 9],[3.34782609 7.65217391] ; [3.65217391 8.34782609],0
p11,1,0.558185,0.342857,[11  3] ; [24  4],[11.66666667  2.33333333] ; [23.33333333  4.66666667],0
d4,1,0.608408,0.2625,[10  4] ; [22  6],[10.66666667  3.33333333] ; [21.33333333  6.66666667],0
p2,1,0.608408,0.2625,[10  4] ; [22  6],[10.66666667  3.33333333] ; [21.33333333  6.66666667],0
s3,1,0.619668,0.246334,[ 3 11] ; [ 8 20],[ 3.66666667 10.33333333] ; [ 7.33333333 20.66666667],0
s2,1,0.643429,0.214286,[ 4 10] ; [10 18],[4.66666667 9.33333333] ; [ 9.33333333 18.66666667],0
s6,1,0.661076,0.19222,[7 7] ; [16 12],[7.66666667 6.33333333] ; [15.33333333 12.66666667],0
d5,1,0.661076,0.19222,[7 7] ; [16 12],[7.66666667 6.33333333] ; [15.33333333 12.66666667],0
p9,1,0.710119,0.138158,[13  1] ; [25  3],[12.66666667  1.33333333] ; [25.33333333  2.66666667],0
s5,1,0.797817,0.065625,[ 3 11] ; [ 7 21],[ 3.33333333 10.66666667] ; [ 6.66666667 21.33333333],0
n2,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
p6,1,0.80401,0.061584,[ 4 10] ; [ 7 21],[ 3.66666667 10.33333333] ; [ 7.33333333 20.66666667],0
v1,1,0.82409,0.049412,[6 8] ; [11 17],[5.66666667 8.33333333] ; [11.33333333 16.66666667],0
a3,1,0.826483,0.048055,[8 6] ; [15 13],[7.66666667 6.33333333] ; [15.33333333 12.66666667],0
r1,1,0.826483,0.048055,[6 8] ; [13 15],[6.33333333 7.66666667] ; [12.66666667 15.33333333],0
