Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000106,15.034502,[14  9] ; [10 48],[ 6.81481481 16.18518519] ; [17.18518519 40.81481481],1
s6,1,0.000182,14.009896,[21  4] ; [26 39],[13.05555556 11.94444444] ; [33.94444444 31.05555556],1
p6,1,0.000543,11.963594,[10 14] ; [ 6 57],[ 4.4137931 19.5862069] ; [11.5862069 51.4137931],1
s8,1,0.000601,11.773531,[12 13] ; [ 9 56],[ 5.83333333 19.16666667] ; [15.16666667 49.83333333],1
u1,1,0.004596,8.032044,[ 7 18] ; [ 4 61],[ 3.05555556 21.94444444] ; [ 7.94444444 57.05555556],0
a4,1,0.007003,7.27214,[15 10] ; [19 46],[ 9.44444444 15.55555556] ; [24.55555556 40.44444444],0
d5,1,0.009071,6.808863,[24  1] ; [45 19],[19.38202247  5.61797753] ; [49.61797753 14.38202247],0
p9,1,0.014055,6.03128,[16  7] ; [25 38],[10.96511628 12.03488372] ; [30.03488372 32.96511628],0
s2,1,0.014138,6.020884,[16  9] ; [23 42],[10.83333333 14.16666667] ; [28.16666667 36.83333333],0
d2,1,0.017224,5.673429,[17  8] ; [26 39],[11.94444444 13.05555556] ; [31.05555556 33.94444444],0
p10,1,0.028913,4.772796,[15  9] ; [23 40],[10.48275862 13.51724138] ; [27.51724138 35.48275862],0
s4,1,0.033098,4.540686,[11 14] ; [14 51],[ 6.94444444 18.05555556] ; [18.05555556 46.94444444],0
d1,1,0.038082,4.301336,[18  7] ; [31 34],[13.61111111 11.38888889] ; [35.38888889 29.61111111],0
n1,1,0.039004,4.260694,[4 5] ; [ 3 22],[1.85294118 7.14705882] ; [ 5.14705882 19.85294118],0
r2,1,0.042908,4.099011,[24  1] ; [50 14],[20.78651685  4.21348315] ; [53.21348315 10.78651685],0
a5,1,0.090237,2.870134,[18  7] ; [34 31],[14.44444444 10.55555556] ; [37.55555556 27.44444444],0
v1,1,0.1155,2.477304,[11 13] ; [18 46],[ 7.90909091 16.09090909] ; [21.09090909 42.90909091],0
b4,1,0.121988,2.391608,[19  6] ; [38 27],[15.83333333  9.16666667] ; [41.16666667 23.83333333],0
r4,1,0.123869,2.3677,[20  5] ; [41 24],[16.94444444  8.05555556] ; [44.05555556 20.94444444],0
a1,1,0.126128,2.339523,[ 2 23] ; [ 1 64],[ 0.83333333 24.16666667] ; [ 2.16666667 62.83333333],0
v4,1,0.132409,2.264033,[23  2] ; [51 14],[20.55555556  4.44444444] ; [53.44444444 11.55555556],0
d3,1,0.145606,2.117691,[20  5] ; [41 23],[17.13483146  7.86516854] ; [43.86516854 20.13483146],0
a2,1,0.170843,1.875535,[ 7 18] ; [10 55],[ 4.72222222 20.27777778] ; [12.27777778 52.72222222],0
v2,1,0.204017,1.613382,[14 11] ; [25 36],[11.3372093 13.6627907] ; [27.6627907 33.3372093],0
n6,1,0.214754,1.539087,[15  9] ; [31 34],[12.40449438 11.59550562] ; [33.59550562 31.40449438],0
r3,1,0.220005,1.504338,[23  2] ; [53 12],[21.11111111  3.88888889] ; [54.88888889 10.11111111],0
p4,1,0.229982,1.44097,[12 12] ; [23 41],[ 9.54545455 14.45454545] ; [25.45454545 38.54545455],0
a3,1,0.233169,1.421422,[17  7] ; [37 28],[14.56179775  9.43820225] ; [39.43820225 25.56179775],0
u2,1,0.31702,1.001202,[3 5] ; [15 11],[4.23529412 3.76470588] ; [13.76470588 12.23529412],0
p1,1,0.323648,0.974146,[ 3 21] ; [ 4 61],[ 1.88764045 22.11235955] ; [ 5.11235955 59.88764045],0
r1,1,0.37061,0.801619,[14 11] ; [43 22],[15.83333333  9.16666667] ; [41.16666667 23.83333333],0
u3,1,0.418741,0.653846,[3 5] ; [14 12],[4. 4.] ; [13. 13.],0
p3,1,0.438693,0.599698,[10 14] ; [21 43],[ 8.45454545 15.54545455] ; [22.54545455 41.45454545],0
v3,1,0.439197,0.59838,[ 9 15] ; [17 42],[ 7.51807229 16.48192771] ; [18.48192771 40.51807229],0
n4,1,0.619729,0.246249,[ 6 19] ; [19 46],[ 6.94444444 18.05555556] ; [18.05555556 46.94444444],0
b5,1,0.630954,0.230769,[16  9] ; [38 27],[15. 10.] ; [39. 26.],0
p2,1,0.635678,0.224439,[15  9] ; [37 28],[14.02247191  9.97752809] ; [37.97752809 27.02247191],0
b1,1,0.714235,0.134083,[12 13] ; [34 31],[12.77777778 12.22222222] ; [33.22222222 31.77777778],0
s3,1,0.762582,0.091259,[12 13] ; [28 35],[11.36363636 13.63636364] ; [28.63636364 34.36363636],0
n3,1,0.824624,0.049107,[6 3] ; [15  9],[5.72727273 3.27272727] ; [15.27272727  8.72727273],0
