Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,35.766697,[ 84 177] ; [41 13],[103.57142857 157.42857143] ; [21.42857143 32.57142857],1
p1,1,0.0,27.014447,[ 18 251] ; [17 39],[ 28.96923077 240.03076923] ; [ 6.03076923 49.96923077],1
p8,1,1.5e-05,18.701299,[144 120] ; [48  8],[158.4 105.6] ; [33.6 22.4],1
p4,1,1.9e-05,18.258411,[162 106] ; [49  5],[175.61490683  92.38509317] ; [35.38509317 18.61490683],1
p12,1,2e-05,18.155064,[ 25 243] ; [17 39],[ 34.74074074 233.25925926] ; [ 7.25925926 48.74074074],1
p6,1,7.3e-05,15.742427,[ 92 172] ; [35 20],[105.10344828 158.89655172] ; [21.89655172 33.10344828],1
p3,1,0.00113,10.602,[147 123] ; [43 12],[157.84615385 112.15384615] ; [32.15384615 22.84615385],0
a1,1,0.003789,8.382142,[ 14 256] ; [ 9 47],[ 19.04907975 250.95092025] ; [ 3.95092025 52.04907975],0
b5,1,0.006242,7.479189,[169 101] ; [24 32],[159.84662577 110.15337423] ; [33.15337423 22.84662577],0
a2,1,0.014434,5.984266,[ 76 194] ; [ 7 49],[ 68.74233129 201.25766871] ; [14.25766871 41.74233129],0
s6,1,0.026035,4.953703,[180  82] ; [46  9],[186.78864353  75.21135647] ; [39.21135647 15.78864353],0
v1,1,0.030565,4.677252,[175  92] ; [45 11],[181.85758514  85.14241486] ; [38.14241486 17.85758514],0
s1,1,0.030933,4.656703,[  5 259] ; [ 4 52],[  7.425 256.575] ; [ 1.575 54.425],0
s7,1,0.035561,4.418032,[143 112] ; [38 15],[149.8538961 105.1461039] ; [31.1461039 21.8538961],0
p7,1,0.040476,4.197808,[178  84] ; [45 10],[184.30914826  77.69085174] ; [38.69085174 16.30914826],0
n4,1,0.068177,3.326383,[224  45] ; [52  4],[228.44307692  40.55692308] ; [47.55692308  8.44307692],0
s8,1,0.069369,3.297883,[139 128] ; [36 19],[145.10869565 121.89130435] ; [29.89130435 25.10869565],0
a6,1,0.079642,3.072201,[189  80] ; [32 23],[183.4845679  85.5154321] ; [37.5154321 17.4845679],0
n3,1,0.09963,2.711461,[38  9] ; [5 4],[36.08928571 10.91071429] ; [6.91071429 2.08928571],0
v2,1,0.102572,2.665091,[215  50] ; [40 16],[210.51401869  54.48598131] ; [44.48598131 11.51401869],0
p10,1,0.104481,2.635777,[226  42] ; [51  4],[229.83281734  38.16718266] ; [47.16718266  7.83281734],0
n5,1,0.112391,2.520268,[216  53] ; [50  6],[220.16615385  48.83384615] ; [45.83384615 10.16615385],0
r2,1,0.125701,2.34481,[263   5] ; [53  3],[261.38271605   6.61728395] ; [54.61728395  1.38271605],0
r3,1,0.172742,1.858988,[267   3] ; [54  2],[265.85889571   4.14110429] ; [55.14110429  0.85889571],0
n6,1,0.180799,1.791042,[238  31] ; [52  3],[240.77160494  28.22839506] ; [49.22839506  5.77160494],0
u4,1,0.192558,1.697934,[  6 264] ; [ 3 53],[  7.45398773 262.54601227] ; [ 1.54601227 54.45398773],0
b1,1,0.219919,1.504896,[ 97 173] ; [25 31],[101.04294479 168.95705521] ; [20.95705521 35.04294479],0
p11,1,0.231835,1.429566,[218  52] ; [49  7],[221.13496933  48.86503067] ; [45.86503067 10.13496933],0
u2,1,0.243826,1.358336,[40 30] ; [9 3],[41.82926829 28.17073171] ; [7.17073171 4.82926829],0
p9,1,0.252475,1.309559,[226  39] ; [51  5],[228.67601246  36.32398754] ; [48.32398754  7.67601246],0
d3,1,0.259899,1.269296,[197  73] ; [36 19],[193.56923077  76.43076923] ; [39.43076923 15.56923077],0
n1,1,0.298571,1.080564,[14 31] ; [4 4],[15.28301887 29.71698113] ; [2.71698113 5.28301887],0
u1,1,0.332594,0.938772,[ 59 211] ; [ 9 47],[ 56.3190184 213.6809816] ; [11.6809816 44.3190184],0
b2,1,0.381658,0.765353,[ 64 105] ; [19 23],[ 66.47867299 102.52132701] ; [16.52132701 25.47867299],0
b3,1,0.381658,0.765353,[ 64 105] ; [19 23],[ 66.47867299 102.52132701] ; [16.52132701 25.47867299],0
s2,1,0.408617,0.682822,[146 121] ; [34 22],[148.79256966 118.20743034] ; [31.20743034 24.79256966],0
n2,1,0.410281,0.677986,[36 11] ; [8 1],[36.92857143 10.07142857] ; [7.07142857 1.92857143],0
a8,1,0.454928,0.558346,[ 38 201] ; [ 6 45],[ 36.26206897 202.73793103] ; [ 7.73793103 43.26206897],0
d2,1,0.45572,0.556386,[142 127] ; [26 29],[139.48148148 129.51851852] ; [28.51851852 26.48148148],0
b4,1,0.477465,0.504647,[168 102] ; [32 24],[165.64417178 104.35582822] ; [34.35582822 21.64417178],0
u3,1,0.511032,0.431953,[39 30] ; [8 4],[40.03703704 28.96296296] ; [6.96296296 5.03703704],0
a3,1,0.533563,0.387602,[200  68] ; [44 12],[201.82716049  66.17283951] ; [42.17283951 13.82716049],0
a7,1,0.54372,0.368689,[198  71] ; [39 17],[196.16307692  72.83692308] ; [40.83692308 15.16307692],0
s4,1,0.549291,0.358588,[ 38 230] ; [ 6 48],[ 36.62111801 231.37888199] ; [ 7.37888199 46.62111801],0
p2,1,0.565306,0.3306,[230  40] ; [46 10],[228.58895706  41.41104294] ; [47.41104294  8.58895706],0
s3,1,0.730714,0.118457,[156 107] ; [34 21],[157.13836478 105.86163522] ; [32.86163522 22.13836478],0
a4,1,0.77253,0.08356,[124 145] ; [27 29],[124.98153846 144.01846154] ; [26.01846154 29.98153846],0
a5,1,0.849182,0.036162,[209  61] ; [44 12],[209.5398773  60.4601227] ; [43.4601227 12.5398773],0
d1,1,0.892832,0.01815,[171  99] ; [36 20],[171.44171779  98.55828221] ; [35.55828221 20.44171779],0
d5,1,0.899768,0.015864,[222  47] ; [45 10],[221.67592593  47.32407407] ; [45.32407407  9.67592593],0
r1,1,0.92502,0.008857,[235  35] ; [49  7],[235.21472393  34.78527607] ; [48.78527607  7.21472393],0
d4,1,0.944447,0.004855,[226  43] ; [46  9],[225.82716049  43.17283951] ; [46.17283951  8.82716049],0
