Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.378385,[94  7] ; [24 22],[81.07482993 19.92517007] ; [36.92517007  9.07482993],1
r4,1,0.0,29.770189,[86 15] ; [19 27],[72.14285714 28.85714286] ; [32.85714286 13.14285714],1
p9,1,5e-06,20.855865,[76 24] ; [15 27],[64.08450704 35.91549296] ; [26.91549296 15.08450704],1
p10,1,5.4e-05,16.291199,[70 30] ; [15 29],[59.02777778 40.97222222] ; [25.97222222 18.02777778],1
s6,1,0.000481,12.188918,[56 43] ; [11 33],[46.38461538 52.61538462] ; [20.61538462 23.38461538],1
v4,1,0.000579,11.841667,[90 10] ; [30 15],[82.75862069 17.24137931] ; [37.24137931  7.75862069],1
p2,1,0.000818,11.200064,[72 29] ; [19 26],[62.95205479 38.04794521] ; [28.04794521 16.95205479],1
n6,1,0.00088,11.064375,[82 19] ; [24 20],[73.83448276 27.16551724] ; [32.16551724 11.83448276],1
r1,1,0.004041,8.265476,[73 28] ; [22 24],[65.27210884 35.72789116] ; [29.72789116 16.27210884],0
r2,1,0.011714,6.353716,[92  9] ; [34 11],[87.16438356 13.83561644] ; [38.83561644  6.16438356],0
s7,1,0.012632,6.219931,[42 57] ; [ 8 32],[35.61151079 63.38848921] ; [14.38848921 25.61151079],0
n2,1,0.013048,6.162524,[27  6] ; [14 13],[22.55 10.45] ; [18.45  8.55],0
b1,1,0.022371,5.216705,[41 60] ; [28 18],[47.40816327 53.59183673] ; [21.59183673 24.40816327],0
s8,1,0.022705,5.190949,[37 64] ; [ 8 37],[31.13013699 69.86986301] ; [13.86986301 31.13013699],0
u2,1,0.024797,5.038039,[18 16] ; [ 5 17],[13.96428571 20.03571429] ; [ 9.03571429 12.96428571],0
p8,1,0.025159,5.012923,[30 69] ; [ 6 40],[24.57931034 74.42068966] ; [11.42068966 34.57931034],0
s2,1,0.031226,4.640518,[42 57] ; [11 35],[36.1862069 62.8137931] ; [16.8137931 29.1862069],0
a5,1,0.033241,4.533327,[67 34] ; [22 24],[61.14965986 39.85034014] ; [27.85034014 18.14965986],0
u3,1,0.045283,4.008063,[15 19] ; [ 4 18],[11.53571429 22.46428571] ; [ 7.46428571 14.53571429],0
v2,1,0.048798,3.882272,[43 53] ; [12 32],[37.71428571 58.28571429] ; [17.28571429 26.71428571],0
s5,1,0.050329,3.83047,[31 67] ; [ 7 37],[26.22535211 71.77464789] ; [11.77464789 32.22535211],0
s3,1,0.051669,3.786449,[53 47] ; [16 29],[47.5862069 52.4137931] ; [21.4137931 23.5862069],0
s1,1,0.05226,3.767412,[ 3 97] ; [ 5 41],[ 5.47945205 94.52054795] ; [ 2.52054795 43.47945205],0
n3,1,0.054605,3.694105,[24  9] ; [12 13],[20.48275862 12.51724138] ; [15.51724138  9.48275862],0
p7,1,0.099285,2.716996,[48 52] ; [15 30],[43.44827586 56.55172414] ; [19.55172414 25.44827586],0
a3,1,0.134328,2.241764,[67 34] ; [24 21],[62.95205479 38.04794521] ; [28.04794521 16.95205479],0
a1,1,0.144731,2.126919,[ 6 95] ; [ 6 40],[ 8.24489796 92.75510204] ; [ 3.75510204 42.24489796],0
d5,1,0.199256,1.647821,[64 37] ; [24 22],[60.46258503 40.53741497] ; [27.53741497 18.46258503],0
p12,1,0.239065,1.386096,[ 7 92] ; [ 1 44],[ 5.5 93.5] ; [ 2.5 42.5],0
a6,1,0.277457,1.179506,[47 54] ; [17 29],[43.97278912 57.02721088] ; [20.02721088 25.97278912],0
v1,1,0.300833,1.0705,[47 53] ; [17 28],[44.13793103 55.86206897] ; [19.86206897 25.13793103],0
p6,1,0.308371,1.037642,[20 78] ; [ 6 39],[17.81818182 80.18181818] ; [ 8.18181818 36.81818182],0
a8,1,0.31677,1.002237,[ 9 86] ; [ 2 42],[ 7.51798561 87.48201439] ; [ 3.48201439 40.51798561],0
b4,1,0.340769,0.907537,[59 42] ; [23 23],[56.34013605 44.65986395] ; [25.65986395 20.34013605],0
