Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.4e-05,15.97379,[52 79] ; [75 40],[67.6300813 63.3699187] ; [59.3699187 55.6300813],1
v3,1,0.000575,11.855492,[33 97] ; [53 61],[45.81967213 84.18032787] ; [40.18032787 73.81967213],1
p9,1,0.002064,9.491609,[88 50] ; [95 22],[99.03529412 38.96470588] ; [83.96470588 33.03529412],0
p2,1,0.004603,8.029258,[83 55] ; [92 28],[93.60465116 44.39534884] ; [81.39534884 38.60465116],0
s2,1,0.014227,6.009789,[50 86] ; [60 55],[59.60159363 76.39840637] ; [50.39840637 64.60159363],0
p4,1,0.015324,5.878838,[48 89] ; [60 60],[57.57198444 79.42801556] ; [50.42801556 69.57198444],0
p11,1,0.025418,4.995159,[83 55] ; [88 32],[91.46511628 46.53488372] ; [79.53488372 40.46511628],0
s6,1,0.026391,4.930186,[75 62] ; [80 37],[83.6023622 53.3976378] ; [71.3976378 45.6023622],0
p6,1,0.030304,4.691983,[ 12 126] ; [21 97],[ 17.7890625 120.2109375] ; [ 15.2109375 102.7890625],0
a5,1,0.037175,4.342384,[92 46] ; [94 26],[99.48837209 38.51162791] ; [86.51162791 33.48837209],0
r4,1,0.050855,3.813046,[120  18] ; [113   7],[124.62790698  13.37209302] ; [108.37209302  11.62790698],0
b3,1,0.054192,3.706778,[18 53] ; [31 46],[23.50675676 47.49324324] ; [25.49324324 51.50675676],0
b2,1,0.054192,3.706778,[18 53] ; [31 46],[23.50675676 47.49324324] ; [25.49324324 51.50675676],0
r2,1,0.054196,3.706652,[129   9] ; [118   2],[132.11627907   5.88372093] ; [114.88372093   5.11627907],0
a8,1,0.064199,3.425454,[  7 121] ; [13 93],[ 10.94017094 117.05982906] ; [ 9.05982906 96.94017094],0
p8,1,0.065182,3.400367,[ 29 109] ; [37 82],[ 35.43968872 102.56031128] ; [30.56031128 88.43968872],0
b5,1,0.074392,3.183342,[77 61] ; [80 40],[83.97674419 54.02325581] ; [73.02325581 46.97674419],0
r3,1,0.082395,3.017017,[122  15] ; [114   6],[125.80544747  11.19455253] ; [110.19455253   9.80544747],0
n2,1,0.113431,2.50576,[34 22] ; [24  7],[37.33333333 18.66666667] ; [20.66666667 10.33333333],0
v4,1,0.127839,2.318552,[124  14] ; [113   6],[127.26070039  10.73929961] ; [109.73929961   9.26070039],0
p12,1,0.129241,2.301599,[  8 130] ; [ 13 105],[ 11.3203125 126.6796875] ; [  9.6796875 108.3203125],0
s7,1,0.134489,2.239903,[47 85] ; [50 61],[52.69135802 79.30864198] ; [44.30864198 66.69135802],0
n4,1,0.150941,2.062715,[96 42] ; [93 27],[101.09302326  36.90697674] ; [87.90697674 32.09302326],0
p3,1,0.165918,1.919442,[ 37 100] ; [42 78],[42.11284047 94.88715953] ; [36.88715953 83.11284047],0
b4,1,0.170933,1.874744,[93 45] ; [71 49],[87.72093023 50.27906977] ; [76.27906977 43.72093023],0
p5,1,0.173925,1.848784,[  6 132] ; [ 10 108],[  8.625 129.375] ; [  7.375 110.625],0
n3,1,0.198727,1.651706,[32 21] ; [23  8],[34.70238095 18.29761905] ; [20.29761905 10.70238095],0
a4,1,0.219057,1.510541,[59 79] ; [60 59],[63.89883268 74.10116732] ; [55.10116732 63.89883268],0
b1,1,0.220782,1.499278,[55 83] ; [39 81],[50.27906977 87.72093023] ; [43.72093023 76.27906977],0
a2,1,0.226546,1.462415,[ 28 110] ; [32 88],[ 32.09302326 105.90697674] ; [27.90697674 92.09302326],0
s1,1,0.292569,1.107763,[ 10 127] ; [  5 114],[  8.02734375 128.97265625] ; [  6.97265625 112.02734375],0
p10,1,0.300994,1.069785,[88 49] ; [83 35],[91.87058824 45.12941176] ; [79.12941176 38.87058824],0
u4,1,0.316577,1.003037,[  2 136] ; [  4 116],[  3.20930233 134.79069767] ; [  2.79069767 117.20930233],0
s4,1,0.401962,0.702449,[ 24 113] ; [ 16 101],[ 21.57480315 115.42519685] ; [18.42519685 98.57480315],0
u2,1,0.409492,0.680276,[25 22] ; [23 14],[26.85714286 20.14285714] ; [21.14285714 15.85714286],0
s5,1,0.443153,0.588105,[ 30 103] ; [30 82],[ 32.57142857 100.42857143] ; [27.42857143 84.57142857],0
s3,1,0.454576,0.559218,[65 72] ; [60 55],[67.95634921 69.04365079] ; [57.04365079 57.95634921],0
n5,1,0.488351,0.480157,[88 49] ; [82 38],[90.62256809 46.37743191] ; [79.37743191 40.62256809],0
d4,1,0.499697,0.45558,[113  24] ; [95 25],[110.87937743  26.12062257] ; [97.12062257 22.87937743],0
s8,1,0.578192,0.309167,[48 90] ; [45 73],[50.1328125 87.8671875] ; [42.8671875 75.1328125],0
a6,1,0.636686,0.223102,[94 44] ; [85 35],[95.74418605 42.25581395] ; [83.25581395 36.74418605],0
a3,1,0.671912,0.179374,[91 46] ; [82 37],[92.58203125 44.41796875] ; [80.41796875 38.58203125],0
n6,1,0.694786,0.153953,[105  33] ; [93 26],[106.31906615  31.68093385] ; [91.68093385 27.31906615],0
d5,1,0.751346,0.100403,[107  31] ; [95 25],[108.04651163  29.95348837] ; [93.95348837 26.04651163],0
d1,1,0.783116,0.075768,[77 61] ; [69 51],[78.09302326 59.90697674] ; [67.90697674 52.09302326],0
a7,1,0.825363,0.048687,[101  36] ; [87 33],[100.21789883  36.78210117] ; [87.78210117 32.21789883],0
d3,1,0.871649,0.026103,[93 45] ; [82 38],[93.60465116 44.39534884] ; [81.39534884 38.60465116],0
u1,1,0.877328,0.023826,[ 24 114] ; [ 20 100],[ 23.53488372 114.46511628] ; [20.46511628 99.53488372],0
u3,1,0.890454,0.01897,[29 18] ; [24 14],[29.30588235 17.69411765] ; [23.69411765 14.30588235],0
a1,1,0.899288,0.016018,[  5 133] ; [  4 116],[  4.81395349 133.18604651] ; [  4.18604651 115.81395349],0
p1,1,0.92924,0.007886,[ 11 126] ; [ 10 110],[ 11.19455253 125.80544747] ; [  9.80544747 110.19455253],0
n1,1,0.962859,0.002168,[25 31] ; [14 17],[25.10344828 30.89655172] ; [13.89655172 17.10344828],0
d2,1,0.964834,0.001944,[66 71] ; [57 62],[65.82421875 71.17578125] ; [57.17578125 61.82421875],0
