Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.261307,[56 13] ; [17 29],[43.8 25.2] ; [29.2 16.8],1
a4,1,0.001994,9.554668,[29 39] ; [ 7 39],[21.47368421 46.52631579] ; [14.52631579 31.47368421],0
a5,1,0.002854,8.89881,[39 30] ; [13 33],[31.2 37.8] ; [20.8 25.2],0
u3,1,0.003459,8.547964,[ 3 22] ; [13 13],[ 7.84313725 17.15686275] ; [ 8.15686275 17.84313725],0
d1,1,0.007962,7.042004,[30 39] ; [ 9 37],[23.4 45.6] ; [15.6 30.4],0
v3,1,0.008936,6.835584,[18 51] ; [ 3 42],[12.71052632 56.28947368] ; [ 8.28947368 36.71052632],0
n6,1,0.021742,5.266304,[51 17] ; [25 21],[45.33333333 22.66666667] ; [30.66666667 15.33333333],0
a2,1,0.027776,4.841929,[10 59] ; [ 1 45],[ 6.6 62.4] ; [ 4.4 41.6],0
a3,1,0.042119,4.130435,[44 25] ; [20 25],[38.73684211 30.26315789] ; [25.26315789 19.73684211],0
d5,1,0.046915,3.948441,[48 21] ; [23 22],[42.97368421 26.02631579] ; [28.02631579 16.97368421],0
p3,1,0.08006,3.06369,[24 44] ; [ 9 36],[19.85840708 48.14159292] ; [13.14159292 31.85840708],0
s4,1,0.089965,2.875,[ 6 63] ; [ 9 37],[ 9. 60.] ; [ 6. 40.],0
u2,1,0.097925,2.739021,[ 6 19] ; [12 14],[ 8.82352941 16.17647059] ; [ 9.17647059 16.82352941],0
b2,1,0.104688,2.632631,[22 20] ; [ 8 17],[18.80597015 23.19402985] ; [11.19402985 13.80597015],0
b3,1,0.104688,2.632631,[22 20] ; [ 8 17],[18.80597015 23.19402985] ; [11.19402985 13.80597015],0
a6,1,0.108213,2.580128,[42 27] ; [21 25],[37.8 31.2] ; [25.2 20.8],0
s3,1,0.110608,2.545515,[14 52] ; [16 30],[17.67857143 48.32142857] ; [12.32142857 33.67857143],0
v2,1,0.120349,2.412775,[22 45] ; [ 9 37],[18.38053097 48.61946903] ; [12.61946903 33.38053097],0
v4,1,0.121477,2.398171,[46 23] ; [36  9],[49.63157895 19.36842105] ; [32.36842105 12.63157895],0
d4,1,0.124564,2.358974,[43 26] ; [22 24],[39. 30.] ; [26. 20.],0
n1,1,0.125383,2.348762,[10 12] ; [ 4 14],[ 7.7 14.3] ; [ 6.3 11.7],0
b4,1,0.127455,2.323232,[40 29] ; [20 26],[36. 33.] ; [24. 22.],0
s2,1,0.131922,2.269737,[ 9 60] ; [11 35],[12. 57.] ; [ 8. 38.],0
a8,1,0.175734,1.833333,[ 8 58] ; [ 2 42],[ 6. 60.] ; [ 4. 40.],0
s5,1,0.211697,1.559785,[ 4 61] ; [ 6 40],[ 5.85585586 59.14414414] ; [ 4.14414414 41.85585586],0
p11,1,0.221016,1.497761,[41 28] ; [22 24],[37.8 31.2] ; [25.2 20.8],0
p1,1,0.276182,1.185782,[11 58] ; [ 4 41],[ 9.07894737 59.92105263] ; [ 5.92105263 39.07894737],0
s7,1,0.295676,1.093597,[14 51] ; [ 6 38],[11.9266055 53.0733945] ; [ 8.0733945 35.9266055],0
d2,1,0.323298,0.975556,[28 39] ; [15 31],[25.49557522 41.50442478] ; [17.50442478 28.49557522],0
p8,1,0.339564,0.912075,[22 45] ; [11 34],[19.74107143 47.25892857] ; [13.25892857 31.74107143],0
r2,1,0.384713,0.755588,[50 15] ; [32 14],[48.01801802 16.98198198] ; [33.98198198 12.01801802],0
n2,1,0.432075,0.617239,[16  7] ; [11  8],[14.78571429  8.21428571] ; [12.21428571  6.78571429],0
p4,1,0.44987,0.57098,[25 42] ; [14 32],[23.12389381 43.87610619] ; [15.87610619 30.12389381],0
a7,1,0.460508,0.54466,[35 34] ; [26 19],[36.92105263 32.07894737] ; [24.07894737 20.92105263],0
r3,1,0.473097,0.514732,[46 22] ; [34 12],[47.71929825 20.28070175] ; [32.28070175 13.71929825],0
a1,1,0.524189,0.405644,[ 5 64] ; [ 2 44],[ 4.2 64.8] ; [ 2.8 43.2],0
r4,1,0.537976,0.379303,[31 38] ; [18 28],[29.4 39.6] ; [19.6 26.4],0
s8,1,0.571942,0.319444,[10 59] ; [ 5 41],[ 9. 60.] ; [ 6. 40.],0
b1,1,0.593369,0.285114,[31 38] ; [23 23],[32.4 36.6] ; [21.6 24.4],0
s1,1,0.620624,0.244991,[ 3 65] ; [ 3 43],[ 3.57894737 64.42105263] ; [ 2.42105263 43.57894737],0
p9,1,0.621079,0.244354,[45 21] ; [28 16],[43.8 22.2] ; [29.2 14.8],0
n3,1,0.661076,0.19222,[16  7] ; [12  7],[15.33333333  7.66666667] ; [12.66666667  6.33333333],0
p6,1,0.669802,0.181834,[15 49] ; [ 9 36],[14.09174312 49.90825688] ; [ 9.90825688 35.09174312],0
v1,1,0.669935,0.181678,[17 49] ; [10 35],[16.05405405 49.94594595] ; [10.94594595 34.05405405],0
u1,1,0.670672,0.180818,[ 6 63] ; [ 3 43],[ 5.4 63.6] ; [ 3.6 42.4],0
p2,1,0.72993,0.119176,[38 29] ; [27 18],[38.88392857 28.11607143] ; [26.11607143 18.88392857],0
p7,1,0.731498,0.117741,[26 43] ; [18 26],[26.86725664 42.13274336] ; [17.13274336 26.86725664],0
p5,1,0.772323,0.083716,[ 4 65] ; [ 2 42],[ 3.66371681 65.33628319] ; [ 2.33628319 41.66371681],0
b5,1,0.815663,0.054348,[42 27] ; [27 19],[41.4 27.6] ; [27.6 18.4],0
d3,1,0.903781,0.014614,[29 40] ; [19 25],[29.30973451 39.69026549] ; [18.69026549 25.30973451],0
p10,1,0.943978,0.004938,[37 30] ; [24 20],[36.81981982 30.18018018] ; [24.18018018 19.81981982],0
