Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.003163,8.711111,[ 1 11] ; [8 4],[4.5 7.5] ; [4.5 7.5],0
r3,1,0.009375,6.75,[5 7] ; [11  1],[8. 4.] ; [8. 4.],0
r4,1,0.009375,6.75,[ 1 11] ; [7 5],[4. 8.] ; [4. 8.],0
s7,1,0.013255,6.134785,[ 1 10] ; [7 5],[3.82608696 7.17391304] ; [4.17391304 7.82608696],0
n6,1,0.021133,5.315777,[4 7] ; [10  2],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
s8,1,0.02474,5.042017,[ 1 11] ; [6 6],[3.5 8.5] ; [3.5 8.5],0
p10,1,0.035015,4.444444,[5 7] ; [10  2],[7.5 4.5] ; [7.5 4.5],0
r1,1,0.040524,4.195804,[3 9] ; [8 4],[5.5 6.5] ; [5.5 6.5],0
p6,1,0.048734,3.8845,[2 9] ; [7 5],[4.30434783 6.69565217] ; [4.69565217 7.30434783],0
p9,1,0.083265,3.0,[6 6] ; [10  2],[8. 4.] ; [8. 4.],0
v1,1,0.09769,2.742857,[3 9] ; [7 5],[5. 7.] ; [5. 7.],0
p2,1,0.146976,2.103355,[5 6] ; [9 3],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
u2,1,0.157299,2.0,[1 3] ; [3 1],[2. 2.] ; [2. 2.],0
s2,1,0.177895,1.815126,[ 2 10] ; [5 7],[3.5 8.5] ; [3.5 8.5],0
a5,1,0.177895,1.815126,[7 5] ; [10  2],[8.5 3.5] ; [8.5 3.5],0
p3,1,0.219064,1.51049,[5 7] ; [8 4],[6.5 5.5] ; [6.5 5.5],0
d5,1,0.219064,1.51049,[5 7] ; [8 4],[6.5 5.5] ; [6.5 5.5],0
p8,1,0.292053,1.110135,[4 7] ; [7 5],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
r2,1,0.292053,1.110135,[4 7] ; [7 5],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
b3,1,0.374857,0.7875,[1 7] ; [3 7],[1.77777778 6.22222222] ; [2.22222222 7.77777778],0
b2,1,0.374857,0.7875,[1 7] ; [3 7],[1.77777778 6.22222222] ; [2.22222222 7.77777778],0
p4,1,0.386476,0.75,[7 5] ; [9 3],[8. 4.] ; [8. 4.],0
a4,1,0.386476,0.75,[5 7] ; [3 9],[4. 8.] ; [4. 8.],0
n4,1,0.407626,0.685714,[6 6] ; [8 4],[7. 5.] ; [7. 5.],0
b1,1,0.407626,0.685714,[8 4] ; [6 6],[7. 5.] ; [7. 5.],0
p11,1,0.407626,0.685714,[6 6] ; [8 4],[7. 5.] ; [7. 5.],0
a6,1,0.414216,0.666667,[7 5] ; [5 7],[6. 6.] ; [6. 6.],0
a8,1,0.61093,0.258824,[2 9] ; [3 8],[2.5 8.5] ; [2.5 8.5],0
s4,1,0.615228,0.252632,[ 2 10] ; [3 9],[2.5 9.5] ; [2.5 9.5],0
d4,1,0.653368,0.201681,[8 4] ; [9 3],[8.5 3.5] ; [8.5 3.5],0
b5,1,0.653368,0.201681,[9 3] ; [8 4],[8.5 3.5] ; [8.5 3.5],0
b4,1,0.67329,0.177778,[7 5] ; [8 4],[7.5 4.5] ; [7.5 4.5],0
n5,1,0.67329,0.177778,[7 5] ; [8 4],[7.5 4.5] ; [7.5 4.5],0
d3,1,0.682046,0.167832,[6 6] ; [5 7],[5.5 6.5] ; [5.5 6.5],0
s3,1,0.682046,0.167832,[6 6] ; [7 5],[6.5 5.5] ; [6.5 5.5],0
d2,1,0.682046,0.167832,[6 6] ; [5 7],[5.5 6.5] ; [5.5 6.5],0
a7,1,0.682046,0.167832,[6 6] ; [5 7],[5.5 6.5] ; [5.5 6.5],0
p5,1,0.692103,0.156818,[2 9] ; [3 9],[2.39130435 8.60869565] ; [2.60869565 9.39130435],0
n1,1,0.857714,0.032143,[3 4] ; [1 1],[3.11111111 3.88888889] ; [0.88888889 1.11111111],0
n2,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
a3,1,1.0,0.0,[8 4] ; [8 4],[8. 4.] ; [8. 4.],0
a2,1,1.0,0.0,[ 1 11] ; [ 1 11],[ 1. 11.] ; [ 1. 11.],0
u3,1,1.0,0.0,[1 3] ; [1 3],[1. 3.] ; [1. 3.],0
d1,1,1.0,0.0,[3 9] ; [3 9],[3. 9.] ; [3. 9.],0
