Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,6.3e-05,15.998267,[216 155] ; [20 44],[201.27816092 169.72183908] ; [34.72183908 29.27816092],1
d5,1,0.001072,10.699495,[299  71] ; [40 24],[289.00921659  80.99078341] ; [49.99078341 14.00921659],0
n1,1,0.003289,8.639773,[44 43] ; [ 5 22],[37.39473684 49.60526316] ; [11.60526316 15.39473684],0
r1,1,0.003678,8.436553,[292  77] ; [40 24],[282.92840647  86.07159353] ; [49.07159353 14.92840647],0
r2,1,0.005782,7.617111,[341  25] ; [53 11],[335.35813953  30.64186047] ; [58.64186047  5.35813953],0
p3,1,0.006609,7.376382,[165 204] ; [17 47],[155.09930716 213.90069284] ; [26.90069284 37.09930716],0
a5,1,0.008539,6.916839,[279  92] ; [38 26],[270.36091954 100.63908046] ; [46.63908046 17.36091954],0
d2,1,0.009085,6.80599,[191 176] ; [22 42],[181.3712297 185.6287703] ; [31.6287703 32.3712297],0
a4,1,0.012557,6.230471,[171 197] ; [19 45],[161.85185185 206.14814815] ; [28.14814815 35.85185185],0
a8,1,0.0194,5.465091,[ 56 280] ; [ 3 57],[ 50.06060606 285.93939394] ; [ 8.93939394 51.06060606],0
s7,1,0.028695,4.785837,[162 192] ; [18 41],[154.28571429 199.71428571] ; [25.71428571 33.28571429],0
v3,1,0.030121,4.702387,[148 209] ; [17 46],[140.25 216.75] ; [24.75 38.25],0
n6,1,0.030956,4.655411,[325  44] ; [50 14],[319.57274827  49.42725173] ; [55.42725173  8.57274827],0
p4,1,0.040682,4.189214,[189 179] ; [24 40],[181.44444444 186.55555556] ; [31.55555556 32.44444444],0
p5,1,0.043777,4.065129,[ 33 333] ; [ 1 62],[ 29.00699301 336.99300699] ; [ 4.99300699 58.00699301],0
u1,1,0.046088,3.978375,[ 66 305] ; [ 5 59],[ 60.55402299 310.44597701] ; [10.44597701 53.55402299],0
s2,1,0.053038,3.742734,[170 196] ; [21 42],[162.95104895 203.04895105] ; [28.04895105 34.95104895],0
s6,1,0.056155,3.647454,[234 131] ; [33 31],[227.16783217 137.83216783] ; [39.83216783 24.16783217],0
d4,1,0.071208,3.254955,[290  79] ; [43 20],[284.4375  84.5625] ; [48.5625 14.4375],0
s4,1,0.084954,2.96748,[ 50 318] ; [14 50],[ 54.51851852 313.48148148] ; [ 9.48148148 54.51851852],0
a3,1,0.087441,2.920862,[264 105] ; [39 25],[258.2147806 110.7852194] ; [44.7852194 19.2147806],0
a7,1,0.100499,2.697604,[258 112] ; [38 26],[252.35023041 117.64976959] ; [43.64976959 20.35023041],0
v2,1,0.101086,2.688331,[188 166] ; [25 35],[182.13043478 171.86956522] ; [30.86956522 29.13043478],0
p10,1,0.106894,2.599552,[297  71] ; [46 18],[292.18518519  75.81481481] ; [50.81481481 13.18518519],0
a2,1,0.136087,2.221653,[ 96 275] ; [11 53],[ 91.25747126 279.74252874] ; [15.74252874 48.25747126],0
