Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.002839,8.908425,[ 5 20] ; [9 4],[ 9.21052632 15.78947368] ; [4.78947368 8.21052632],0
a3,1,0.023494,5.131579,[10 16] ; [10  3],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
n4,1,0.027248,4.875,[21  5] ; [6 7],[18.  8.] ; [9. 4.],0
d4,1,0.027248,4.875,[15 11] ; [12  1],[18.  8.] ; [9. 4.],0
u2,1,0.034703,4.459722,[ 2 14] ; [2 1],[ 3.36842105 12.63157895] ; [0.63157895 2.36842105],0
r4,1,0.049662,3.852823,[ 3 23] ; [5 8],[ 5.33333333 20.66666667] ; [ 2.66666667 10.33333333],0
p10,1,0.052816,3.749726,[14 11] ; [ 3 10],[11.18421053 13.81578947] ; [5.81578947 7.18421053],0
d3,1,0.098479,2.73,[ 7 19] ; [7 6],[ 9.33333333 16.66666667] ; [4.66666667 8.33333333],0
d1,1,0.098479,2.73,[ 7 19] ; [7 6],[ 9.33333333 16.66666667] ; [4.66666667 8.33333333],0
n3,1,0.105645,2.618182,[4 7] ; [4 1],[5.5 5.5] ; [2.5 2.5],0
s3,1,0.106125,2.611,[ 8 18] ; [7 5],[10.26315789 15.73684211] ; [4.73684211 7.26315789],0
b4,1,0.112805,2.514474,[11 15] ; [9 4],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
n6,1,0.133076,2.256255,[16  9] ; [5 8],[13.81578947 11.18421053] ; [7.18421053 5.81578947],0
p9,1,0.139464,2.183863,[14 11] ; [4 9],[11.84210526 13.15789474] ; [6.15789474 6.84210526],0
a6,1,0.141032,2.166667,[10 16] ; [ 2 11],[ 8. 18.] ; [4. 9.],0
r1,1,0.162587,1.95,[ 8 18] ; [7 6],[10. 16.] ; [5. 8.],0
d5,1,0.172955,1.857143,[10 16] ; [8 5],[12. 14.] ; [6. 7.],0
b2,1,0.237552,1.395061,[ 8 13] ; [5 3],[ 9.4137931 11.5862069] ; [3.5862069 4.4137931],0
b3,1,0.237552,1.395061,[ 8 13] ; [5 3],[ 9.4137931 11.5862069] ; [3.5862069 4.4137931],0
b1,1,0.253579,1.303476,[13 13] ; [9 4],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
s6,1,0.296852,1.088284,[10 15] ; [ 3 10],[ 8.55263158 16.44736842] ; [4.44736842 8.55263158],0
p6,1,0.300546,1.071771,[ 5 19] ; [ 1 12],[ 3.89189189 20.10810811] ; [ 2.10810811 10.89189189],0
p1,1,0.346465,0.886364,[ 5 21] ; [ 1 12],[ 4. 22.] ; [ 2. 11.],0
p11,1,0.364873,0.821053,[14 12] ; [5 8],[12.66666667 13.33333333] ; [6.33333333 6.66666667],0
n1,1,0.402388,0.701178,[5 6] ; [4 2],[5.82352941 5.17647059] ; [3.17647059 2.82352941],0
p2,1,0.428591,0.62664,[11 14] ; [4 9],[ 9.86842105 15.13157895] ; [5.13157895 7.86842105],0
v3,1,0.47725,0.50514,[ 4 22] ; [3 9],[ 4.78947368 21.21052632] ; [2.21052632 9.78947368],0
b5,1,0.495628,0.464286,[13 13] ; [5 8],[12. 14.] ; [6. 7.],0
v2,1,0.510416,0.433215,[ 7 18] ; [5 8],[ 7.89473684 17.10526316] ; [4.10526316 8.89473684],0
d2,1,0.564143,0.332581,[11 14] ; [7 6],[11.84210526 13.15789474] ; [6.15789474 6.84210526],0
n2,1,0.585106,0.298052,[4 7] ; [3 3],[4.52941176 6.47058824] ; [2.47058824 3.52941176],0
v1,1,0.614798,0.253247,[ 8 18] ; [ 3 10],[ 7.33333333 18.66666667] ; [3.66666667 9.33333333],0
r2,1,0.632487,0.228704,[13 13] ; [7 5],[13.68421053 12.31578947] ; [6.31578947 5.68421053],0
a5,1,0.650506,0.205263,[12 14] ; [7 6],[12.66666667 13.33333333] ; [6.33333333 6.66666667],0
s1,1,0.708992,0.139286,[ 3 23] ; [ 1 12],[ 2.66666667 23.33333333] ; [ 1.33333333 11.66666667],0
p8,1,0.767957,0.087054,[ 5 21] ; [ 2 11],[ 4.66666667 21.33333333] ; [ 2.33333333 10.66666667],0
s4,1,0.779164,0.078629,[ 5 21] ; [ 3 10],[ 5.33333333 20.66666667] ; [ 2.66666667 10.33333333],0
s2,1,0.801336,0.063312,[ 7 19] ; [4 9],[ 7.33333333 18.66666667] ; [3.66666667 9.33333333],0
p3,1,0.813403,0.055714,[ 9 17] ; [5 8],[ 9.33333333 16.66666667] ; [4.66666667 8.33333333],0
p4,1,0.813403,0.055714,[ 9 17] ; [5 8],[ 9.33333333 16.66666667] ; [4.66666667 8.33333333],0
p7,1,0.813403,0.055714,[ 9 17] ; [5 8],[ 9.33333333 16.66666667] ; [4.66666667 8.33333333],0
r3,1,0.820789,0.051316,[13 13] ; [6 7],[12.66666667 13.33333333] ; [6.33333333 6.66666667],0
s5,1,0.919753,0.01015,[ 4 22] ; [ 2 10],[ 4.10526316 21.89473684] ; [ 1.89473684 10.10526316],0
s7,1,0.982536,0.000479,[ 7 19] ; [3 8],[ 7.02702703 18.97297297] ; [2.97297297 8.02702703],0
