Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.467448,[107  15] ; [385 208],[83.94965035 38.05034965] ; [408.05034965 184.94965035],1
s5,1,1e-06,23.709062,[65 52] ; [187 399],[41.94025605 75.05974395] ; [210.05974395 375.94025605],1
s2,1,4e-06,21.099973,[88 36] ; [290 310],[64.74033149 59.25966851] ; [313.25966851 286.74033149],1
n4,1,5.8e-05,16.156157,[86 41] ; [502 101],[102.29589041  24.70410959] ; [485.70410959 117.29589041],1
s3,1,0.000788,11.269003,[88 37] ; [321 273],[71.10570236 53.89429764] ; [337.89429764 256.10570236],1
b3,1,0.000854,11.120254,[13 52] ; [158 220],[25.09029345 39.90970655] ; [145.90970655 232.09029345],1
b2,1,0.000854,11.120254,[13 52] ; [158 220],[25.09029345 39.90970655] ; [145.90970655 232.09029345],1
a8,1,0.00217,9.39958,[  6 113] ; [ 86 460],[ 16.46315789 102.53684211] ; [ 75.53684211 470.46315789],0
v3,1,0.016565,5.741903,[40 85] ; [254 328],[51.98019802 73.01980198] ; [242.01980198 339.98019802],0
v2,1,0.022067,5.240532,[59 64] ; [344 237],[70.41051136 52.58948864] ; [332.58948864 248.41051136],0
u2,1,0.039488,4.239736,[13 24] ; [92 79],[18.67788462 18.32211538] ; [86.32211538 84.67788462],0
s7,1,0.050509,3.824468,[74 50] ; [287 287],[64.13180516 59.86819484] ; [296.86819484 277.13180516],0
p2,1,0.058017,3.593181,[99 28] ; [508  91],[106.18319559  20.81680441] ; [500.81680441  98.18319559],0
d3,1,0.075679,3.155341,[95 31] ; [406 197],[86.59259259 39.40740741] ; [414.40740741 188.59259259],0
n5,1,0.078216,3.101594,[94 33] ; [488 115],[101.25205479  25.74794521] ; [480.74794521 122.25205479],0
p11,1,0.086574,2.936956,[95 32] ; [492 112],[101.98221614  25.01778386] ; [485.01778386 118.98221614],0
n1,1,0.124589,2.358661,[ 9 24] ; [52 72],[12.82165605 20.17834395] ; [48.17834395 75.82165605],0
u4,1,0.180262,1.795459,[  1 126] ; [ 17 587],[  3.12722298 123.87277702] ; [ 14.87277702 589.12722298],0
v1,1,0.196639,1.66716,[63 64] ; [327 258],[69.56460674 57.43539326] ; [320.43539326 264.56460674],0
a6,1,0.19841,1.654038,[79 48] ; [410 192],[85.18930041 41.81069959] ; [403.81069959 198.18930041],0
s1,1,0.267457,1.229741,[  6 120] ; [ 17 579],[  4.01385042 121.98614958] ; [ 18.98614958 577.01385042],0
d4,1,0.313951,1.01398,[100  27] ; [496 105],[103.97252747  23.02747253] ; [492.02747253 108.97252747],0
s8,1,0.370069,0.803433,[63 64] ; [271 328],[58.42699725 68.57300275] ; [275.57300275 323.42699725],0
n3,1,0.370652,0.801476,[26  7] ; [88 36],[23.96178344  9.03821656] ; [90.03821656 33.96178344],0
a2,1,0.372028,0.79688,[ 27 100] ; [151 453],[30.9247606 96.0752394] ; [147.0752394 456.9247606],0
b1,1,0.37376,0.791126,[42 85] ; [225 379],[46.3871409 80.6128591] ; [220.6128591 383.3871409],0
a1,1,0.376704,0.781431,[  4 123] ; [ 30 574],[  5.90697674 121.09302326] ; [ 28.09302326 575.90697674],0
p5,1,0.37699,0.780494,[ 12 115] ; [ 73 524],[ 14.91022099 112.08977901] ; [ 70.08977901 526.91022099],0
