Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.708658,[39 13] ; [ 42 106],[21.06 30.94] ; [59.94 88.06],1
v1,1,0.002594,9.073366,[25 28] ; [ 38 114],[16.28780488 36.71219512] ; [ 46.71219512 105.28780488],0
d2,1,0.006947,7.286659,[32 20] ; [62 93],[23.61352657 28.38647343] ; [70.38647343 84.61352657],0
r2,1,0.007318,7.193117,[49  2] ; [122  30],[42.96059113  8.03940887] ; [128.03940887  23.96059113],0
a3,1,0.008275,6.973041,[42 11] ; [91 63],[34.0531401 18.9468599] ; [98.9468599 55.0531401],0
n4,1,0.01115,6.441254,[40 13] ; [87 69],[32.20574163 20.79425837] ; [94.79425837 61.20574163],0
s8,1,0.014578,5.966808,[12 41] ; [ 15 141],[ 6.84688995 46.15311005] ; [ 20.15311005 135.84688995],0
d1,1,0.027377,4.866892,[31 22] ; [64 92],[24.09090909 28.90909091] ; [70.90909091 85.09090909],0
r1,1,0.044464,4.038865,[39 14] ; [90 65],[32.87019231 20.12980769] ; [96.12980769 58.87019231],0
b1,1,0.049397,3.861814,[15 38] ; [68 88],[21.04784689 31.95215311] ; [61.95215311 94.04784689],0
r4,1,0.063073,3.454687,[41 12] ; [99 57],[35.50239234 17.49760766] ; [104.49760766  51.50239234],0
p1,1,0.06819,3.326067,[ 5 48] ; [  5 150],[ 2.54807692 50.45192308] ; [  7.45192308 147.54807692],0
v4,1,0.087122,2.926755,[47  6] ; [120  34],[42.75845411 10.24154589] ; [124.24154589  29.75845411],0
d4,1,0.102932,2.65952,[42 10] ; [107  48],[37.42995169 14.57004831] ; [111.57004831  43.42995169],0
d5,1,0.10338,2.652617,[40 13] ; [98 57],[35.16346154 17.83653846] ; [102.83653846  52.16346154],0
n6,1,0.142172,2.154288,[40 13] ; [100  55],[35.67307692 17.32692308] ; [104.32692308  50.67307692],0
p8,1,0.152626,2.04581,[19 33] ; [ 40 113],[14.96585366 37.03414634] ; [ 44.03414634 108.96585366],0
n2,1,0.16578,1.920698,[11  3] ; [37 26],[8.72727273 5.27272727] ; [39.27272727 23.72727273],0
p10,1,0.198352,1.654464,[34 18] ; [85 69],[30.03883495 21.96116505] ; [88.96116505 65.03883495],0
p4,1,0.206994,1.59233,[16 35] ; [ 35 120],[12.62621359 38.37378641] ; [ 38.37378641 116.62621359],0
b4,1,0.251095,1.317202,[34 19] ; [86 70],[30.43062201 22.56937799] ; [89.56937799 66.43062201],0
a5,1,0.251577,1.314524,[33 20] ; [83 73],[29.41626794 23.58373206] ; [86.58373206 69.41626794],0
r3,1,0.251659,1.31407,[45  7] ; [123  32],[42.20289855  9.79710145] ; [125.79710145  29.20289855],0
d3,1,0.254486,1.298505,[33 20] ; [82 72],[29.44444444 23.55555556] ; [85.55555556 68.44444444],0
p9,1,0.270693,1.213234,[36 16] ; [91 59],[32.69306931 19.30693069] ; [94.30693069 55.69306931],0
u3,1,0.370686,0.801362,[3 8] ; [27 38],[4.34210526 6.65789474] ; [25.65789474 39.34210526],0
n5,1,0.371427,0.798885,[35 18] ; [91 63],[32.26086957 20.73913043] ; [93.73913043 60.26086957],0
s7,1,0.372067,0.796748,[ 6 43] ; [ 26 121],[ 8. 41.] ; [ 24. 123.],0
s4,1,0.37525,0.786204,[ 3 50] ; [ 15 141],[ 4.5645933 48.4354067] ; [ 13.4354067 142.5645933],0
a1,1,0.388734,0.742898,[ 4 49] ; [  7 149],[ 2.78947368 50.21052632] ; [  8.21052632 147.78947368],0
a4,1,0.392322,0.731735,[23 30] ; [57 98],[20.38461538 32.61538462] ; [59.61538462 95.38461538],0
a7,1,0.394434,0.72523,[34 18] ; [91 64],[31.40096618 20.59903382] ; [93.59903382 61.40096618],0
u2,1,0.458403,0.549792,[4 7] ; [31 33],[5.13333333 5.86666667] ; [29.86666667 34.13333333],0
n3,1,0.47753,0.504499,[10  4] ; [38 24],[8.84210526 5.15789474] ; [39.15789474 22.84210526],0
b3,1,0.520692,0.412522,[14 19] ; [31 55],[12.4789916 20.5210084] ; [32.5210084 53.4789916],0
b2,1,0.520692,0.412522,[14 19] ; [31 55],[12.4789916 20.5210084] ; [32.5210084 53.4789916],0
p2,1,0.652533,0.202722,[36 17] ; [100  55],[34.65384615 18.34615385] ; [101.34615385  53.65384615],0
p5,1,0.659767,0.193807,[ 2 51] ; [  4 150],[ 1.53623188 51.46376812] ; [  4.46376812 149.53623188],0
