Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,35.98065,[164  98] ; [27 72],[138.62049861 123.37950139] ; [52.37950139 46.62049861],1
d2,1,0.0,32.464206,[146 114] ; [22 76],[122.01117318 137.98882682] ; [45.98882682 52.01117318],1
d5,1,0.0,30.734223,[226  36] ; [59 40],[206.84210526  55.15789474] ; [78.15789474 20.84210526],1
a3,1,0.0,29.157318,[197  64] ; [44 53],[175.70111732  85.29888268] ; [65.29888268 31.70111732],1
a4,1,1e-06,24.175639,[133 126] ; [22 76],[112.45098039 146.54901961] ; [42.54901961 55.45098039],1
r1,1,1e-06,23.596189,[214  47] ; [56 42],[196.29526462  64.70473538] ; [73.70473538 24.29526462],1
d4,1,4e-06,21.193469,[214  48] ; [57 41],[197.22777778  64.77222222] ; [73.77222222 24.22777778],1
d3,1,1.8e-05,18.372992,[183  79] ; [45 54],[165.47368421  96.52631579] ; [62.52631579 36.47368421],1
a6,1,5.5e-05,16.259869,[202  60] ; [55 44],[186.52077562  75.47922438] ; [70.47922438 28.52077562],1
u1,1,6.3e-05,15.999643,[ 48 214] ; [ 2 97],[ 36.28808864 225.71191136] ; [13.71191136 85.28808864],1
r2,1,0.000912,10.997808,[242  14] ; [81 16],[234.24362606  21.75637394] ; [88.75637394  8.24362606],1
p10,1,0.001078,10.68863,[202  54] ; [60 37],[190.00566572  65.99433428] ; [71.99433428 25.00566572],0
r4,1,0.003482,8.535753,[229  33] ; [74 25],[219.90581717  42.09418283] ; [83.09418283 15.90581717],0
a7,1,0.008272,6.973535,[188  74] ; [56 42],[177.57777778  84.42222222] ; [66.42222222 31.57777778],0
v4,1,0.023563,5.126482,[240  21] ; [83 16],[234.175  26.825] ; [88.825 10.175],0
r3,1,0.029632,4.730514,[241  20] ; [83 15],[235.55431755  25.44568245] ; [88.44568245  9.55431755],0
p9,1,0.033775,4.50608,[207  49] ; [69 29],[199.59322034  56.40677966] ; [76.40677966 21.59322034],0
s5,1,0.038116,4.299826,[ 55 201] ; [11 83],[ 48.27428571 207.72571429] ; [17.72571429 76.27428571],0
s8,1,0.04614,3.976493,[ 77 183] ; [19 80],[ 69.5264624 190.4735376] ; [26.4735376 72.5264624],0
p8,1,0.048181,3.903674,[133 120] ; [40 58],[124.6980057 128.3019943] ; [48.3019943 49.6980057],0
p2,1,0.053766,3.719935,[210  49] ; [71 28],[203.29329609  55.70670391] ; [77.70670391 21.29329609],0
s3,1,0.057461,3.609179,[ 56 204] ; [30 66],[ 62.80898876 197.19101124] ; [23.19101124 72.80898876],0
p4,1,0.061085,3.507676,[145 114] ; [44 54],[137.11764706 121.88235294] ; [51.88235294 46.11764706],0
p11,1,0.12063,2.409122,[208  54] ; [71 28],[202.48753463  59.51246537] ; [76.51246537 22.48753463],0
u3,1,0.143813,2.136678,[33 31] ; [21 34],[29.04201681 34.95798319] ; [24.95798319 30.04201681],0
s7,1,0.17625,1.828962,[ 73 173] ; [21 73],[ 68.01176471 177.98823529] ; [25.98823529 68.01176471],0
n5,1,0.246708,1.341847,[216  44] ; [77 22],[212.2005571  47.7994429] ; [80.7994429 18.2005571],0
p7,1,0.351285,0.868809,[155 101] ; [54 44],[151.14124294 104.85875706] ; [57.85875706 40.14124294],0
s1,1,0.366606,0.815137,[  4 254] ; [ 3 96],[  5.05882353 252.94117647] ; [ 1.94117647 97.05882353],0
a8,1,0.407358,0.686497,[ 31 203] ; [15 74],[ 33.3250774 200.6749226] ; [12.6749226 76.3250774],0
n3,1,0.428117,0.627925,[39 18] ; [20  6],[40.51807229 16.48192771] ; [18.48192771  7.51807229],0
u2,1,0.440778,0.594256,[33 31] ; [24 30],[30.91525424 33.08474576] ; [26.08474576 27.91525424],0
p5,1,0.445966,0.580885,[ 31 229] ; [ 9 90],[ 28.96935933 231.03064067] ; [11.03064067 87.96935933],0
n6,1,0.458721,0.549013,[217  44] ; [79 20],[214.6  46.4] ; [81.4 17.6],0
n1,1,0.461881,0.541334,[24 34] ; [13 13],[25.54761905 32.45238095] ; [11.45238095 14.54761905],0
p6,1,0.468629,0.525207,[ 78 179] ; [33 63],[ 80.81303116 176.18696884] ; [30.18696884 65.81303116],0
s6,1,0.475193,0.509875,[121 136] ; [42 56],[118.0028169 138.9971831] ; [44.9971831 53.0028169],0
p1,1,0.517353,0.419167,[ 27 234] ; [ 8 91],[ 25.375 235.625] ; [ 9.625 89.375],0
a1,1,0.522463,0.409029,[ 15 247] ; [ 4 95],[ 13.78947368 248.21052632] ; [ 5.21052632 93.78947368],0
v3,1,0.559299,0.34092,[ 94 160] ; [33 65],[ 91.64204545 162.35795455] ; [35.35795455 62.64204545],0
p3,1,0.581524,0.303778,[124 136] ; [44 55],[121.67130919 138.32869081] ; [46.32869081 52.67130919],0
b5,1,0.608344,0.262593,[156 106] ; [56 43],[153.86149584 108.13850416] ; [58.13850416 40.86149584],0
b4,1,0.734707,0.114834,[156 106] ; [57 42],[154.58725762 107.41274238] ; [58.41274238 40.58725762],0
s4,1,0.764042,0.090106,[ 21 238] ; [ 9 90],[ 21.70391061 237.29608939] ; [ 8.29608939 90.70391061],0
u4,1,0.817789,0.053079,[  2 260] ; [ 1 98],[  2.17728532 259.82271468] ; [ 0.82271468 98.17728532],0
b2,1,0.828249,0.047066,[ 66 102] ; [23 38],[ 65.29257642 102.70742358] ; [23.70742358 37.29257642],0
b3,1,0.828249,0.047066,[ 66 102] ; [23 38],[ 65.29257642 102.70742358] ; [23.70742358 37.29257642],0
v1,1,0.85264,0.034504,[126 131] ; [46 50],[125.22379603 131.77620397] ; [46.77620397 49.22379603],0
b1,1,0.871756,0.026059,[103 159] ; [38 61],[102.33240997 159.66759003] ; [38.66759003 60.33240997],0
p12,1,0.875234,0.024653,[ 14 242] ; [ 5 94],[ 13.70140845 242.29859155] ; [ 5.29859155 93.70140845],0
v2,1,0.909188,0.01301,[134 122] ; [47 44],[133.53314121 122.46685879] ; [47.46685879 43.53314121],0
n2,1,0.972148,0.001219,[42 19] ; [18  8],[42.06896552 18.93103448] ; [17.93103448  8.06896552],0
