Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.9e-05,15.847347,[ 50 103] ; [58 42],[65.31225296 87.68774704] ; [42.68774704 57.31225296],1
v3,1,0.000992,10.841588,[ 29 129] ; [37 64],[ 40.26254826 117.73745174] ; [25.73745174 75.26254826],1
s6,1,0.001351,10.272115,[ 58 104] ; [59 47],[70.7238806 91.2761194] ; [46.2761194 59.7238806],0
s2,1,0.004619,8.022967,[ 34 126] ; [39 66],[ 44.0754717 115.9245283] ; [28.9245283 76.0754717],0
p3,1,0.007759,7.088297,[ 32 130] ; [36 69],[ 41.25842697 120.74157303] ; [26.74157303 78.25842697],0
v4,1,0.012773,6.200223,[132  30] ; [97  8],[138.94382022  23.05617978] ; [90.05617978 14.94382022],0
n5,1,0.014341,5.995628,[91 69] ; [76 30],[100.45112782  59.54887218] ; [66.54887218 39.45112782],0
r3,1,0.01665,5.732879,[132  29] ; [97  8],[138.60526316  22.39473684] ; [90.39473684 14.60526316],0
p9,1,0.017173,5.678571,[96 63] ; [79 27],[105.  54.] ; [70. 36.],0
p2,1,0.019173,5.485685,[96 65] ; [78 28],[104.92134831  56.07865169] ; [69.07865169 36.92134831],0
r1,1,0.027027,4.889107,[99 62] ; [79 27],[107.33333333  53.66666667] ; [70.66666667 35.33333333],0
a4,1,0.0372,4.341245,[ 54 107] ; [49 57],[62.10861423 98.89138577] ; [40.89138577 65.10861423],0
p11,1,0.042367,4.120488,[97 65] ; [77 30],[104.78810409  57.21189591] ; [69.21189591 37.78810409],0
p10,1,0.05098,3.808927,[89 70] ; [72 34],[96.6 62.4] ; [64.4 41.6],0
n1,1,0.068647,3.315069,[23 41] ; [ 5 24],[19.2688172 44.7311828] ; [ 8.7311828 20.2688172],0
a3,1,0.076969,3.127779,[91 70] ; [72 35],[97.92164179 63.07835821] ; [65.07835821 41.92164179],0
s5,1,0.091728,2.843788,[ 23 132] ; [24 80],[ 28.12741313 126.87258687] ; [18.87258687 85.12741313],0
r2,1,0.093084,2.820216,[135  25] ; [96  9],[139.47169811  20.52830189] ; [91.52830189 13.47169811],0
p5,1,0.095273,2.782946,[  4 158] ; [ 7 99],[  6.64925373 155.35074627] ; [  4.35074627 101.64925373],0
a6,1,0.105431,2.621401,[111  51] ; [63 44],[104.78810409  57.21189591] ; [69.21189591 37.78810409],0
p7,1,0.113524,2.504463,[ 48 112] ; [41 63],[ 53.93939394 106.06060606] ; [35.06060606 68.93939394],0
s4,1,0.146057,2.112956,[ 29 132] ; [12 93],[ 24.81578947 136.18421053] ; [16.18421053 88.81578947],0
p4,1,0.151192,2.060188,[ 45 115] ; [39 68],[ 50.33707865 109.66292135] ; [33.66292135 73.33707865],0
n2,1,0.154235,2.029853,[42 23] ; [23  6],[44.94680851 20.05319149] ; [20.05319149  8.94680851],0
n6,1,0.160808,1.966611,[111  51] ; [81 25],[116.05970149  45.94029851] ; [75.94029851 30.05970149],0
r4,1,0.18038,1.794494,[117  45] ; [85 22],[121.65055762  40.34944238] ; [80.34944238 26.65055762],0
b5,1,0.207578,1.588238,[92 70] ; [69 38],[96.95910781 65.04089219] ; [64.04089219 42.95910781],0
s3,1,0.210965,1.564792,[ 54 106] ; [43 61],[ 58.78787879 101.21212121] ; [38.21212121 65.78787879],0
u3,1,0.214006,1.544118,[31 39] ; [20 15],[34. 36.] ; [17. 18.],0
n3,1,0.2217,1.493331,[41 23] ; [23  7],[43.57446809 20.42553191] ; [20.42553191  9.57446809],0
p6,1,0.232838,1.423439,[ 18 142] ; [17 87],[ 21.21212121 138.78787879] ; [13.78787879 90.21212121],0
n4,1,0.256416,1.288006,[99 63] ; [72 34],[103.36567164  58.63432836] ; [67.63432836 38.36567164],0
a5,1,0.297557,1.085112,[88 74] ; [65 42],[92.14126394 69.85873606] ; [60.85873606 46.14126394],0
p12,1,0.325241,0.967753,[  4 158] ; [  5 102],[  5.42007435 156.57992565] ; [  3.57992565 103.42007435],0
s8,1,0.423943,0.63936,[ 19 143] ; [16 90],[ 21.15671642 140.84328358] ; [13.84328358 92.15671642],0
u1,1,0.447398,0.577237,[ 15 147] ; [13 94],[ 16.86245353 145.13754647] ; [11.13754647 95.86245353],0
d2,1,0.470556,0.52067,[64 95] ; [38 68],[61.2 97.8] ; [40.8 65.2],0
