Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,25.53626,[ 6 61] ; [39 44],[20.1 46.9] ; [24.9 58.1],1
v1,1,0.003703,8.424189,[22 45] ; [48 37],[30.85526316 36.14473684] ; [39.14473684 45.85526316],0
r3,1,0.009043,6.814374,[59  9] ; [84  2],[63.14285714  4.85714286] ; [79.85714286  6.14285714],0
a7,1,0.017246,5.671162,[45 23] ; [72 15],[51.32903226 16.67096774] ; [65.67096774 21.32903226],0
u1,1,0.020931,5.332509,[ 3 65] ; [14 73],[ 7.45806452 60.54193548] ; [ 9.54193548 77.45806452],0
b1,1,0.052616,3.756064,[28 40] ; [23 64],[22.37419355 45.62580645] ; [28.62580645 58.37419355],0
a5,1,0.055321,3.672386,[35 33] ; [58 29],[40.8 27.2] ; [52.2 34.8],0
p9,1,0.059614,3.548086,[46 22] ; [68 16],[51. 17.] ; [63. 21.],0
u3,1,0.065899,3.382336,[21  6] ; [14 12],[17.83018868  9.16981132] ; [17.16981132  8.83018868],0
d5,1,0.06813,3.32751,[46 22] ; [70 17],[50.89032258 17.10967742] ; [65.10967742 21.89032258],0
r2,1,0.088756,2.89679,[61  7] ; [83  3],[63.58441558  4.41558442] ; [80.41558442  5.58441558],0
p8,1,0.137225,2.208803,[27 41] ; [44 41],[31.55555556 36.44444444] ; [39.44444444 45.55555556],0
a3,1,0.143167,2.143588,[40 28] ; [61 26],[44.30967742 23.69032258] ; [56.69032258 30.30967742],0
p11,1,0.15117,2.060404,[41 27] ; [62 25],[45.18709677 22.81290323] ; [57.81290323 29.18709677],0
a6,1,0.15117,2.060404,[41 27] ; [62 25],[45.18709677 22.81290323] ; [57.81290323 29.18709677],0
p10,1,0.166875,1.910793,[44 24] ; [63 21],[47.86842105 20.13157895] ; [59.13157895 24.86842105],0
r4,1,0.185315,1.754473,[59  9] ; [81  6],[61.41935484  6.58064516] ; [78.58064516  8.41935484],0
s6,1,0.201325,1.632735,[36 31] ; [55 31],[39.8496732 27.1503268] ; [51.1503268 34.8496732],0
d1,1,0.220978,1.498006,[30 38] ; [47 40],[33.78064516 34.21935484] ; [43.21935484 43.78064516],0
s1,1,0.257342,1.283001,[ 4 64] ; [ 2 84],[ 2.64935065 65.35064935] ; [ 3.35064935 82.64935065],0
b5,1,0.290377,1.117872,[44 24] ; [49 38],[40.8 27.2] ; [52.2 34.8],0
v4,1,0.296747,1.088756,[62  6] ; [82  4],[63.58441558  4.41558442] ; [80.41558442  5.58441558],0
a2,1,0.297177,1.086821,[ 9 59] ; [17 70],[11.40645161 56.59354839] ; [14.59354839 72.40645161],0
d3,1,0.303047,1.060738,[44 24] ; [63 24],[46.94193548 21.05806452] ; [60.05806452 26.94193548],0
n1,1,0.380335,0.769618,[ 8 20] ; [ 5 22],[ 6.61818182 21.38181818] ; [ 6.38181818 20.61818182],0
p2,1,0.403203,0.698753,[49 19] ; [67 19],[51.22077922 16.77922078] ; [64.77922078 21.22077922],0
n6,1,0.420639,0.648529,[43 25] ; [59 26],[45.33333333 22.66666667] ; [56.66666667 28.33333333],0
s2,1,0.425784,0.634297,[25 42] ; [38 49],[27.40909091 39.59090909] ; [35.59090909 51.40909091],0
p3,1,0.471451,0.518573,[20 48] ; [30 56],[22.07792208 45.92207792] ; [27.92207792 58.07792208],0
