Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.072561,3.224122,[1 2] ; [34  9],[2.2826087 0.7173913] ; [32.7173913 10.2826087],0
d5,1,0.097813,2.740842,[1 2] ; [33 10],[2.2173913 0.7826087] ; [31.7826087 11.2173913],0
u1,1,0.28046,1.164858,[1 2] ; [ 5 38],[0.39130435 2.60869565] ; [ 5.60869565 37.39130435],0
a2,1,0.28046,1.164858,[1 2] ; [ 5 38],[0.39130435 2.60869565] ; [ 5.60869565 37.39130435],0
p11,1,0.366244,0.816367,[2 1] ; [37  6],[2.54347826 0.45652174] ; [36.45652174  6.54347826],0
n6,1,0.379179,0.773362,[2 1] ; [36  6],[2.53333333 0.46666667] ; [35.46666667  6.53333333],0
p12,1,0.379179,0.773362,[1 2] ; [ 6 36],[0.46666667 2.53333333] ; [ 6.53333333 35.46666667],0
d3,1,0.402043,0.702206,[1 2] ; [25 18],[1.69565217 1.30434783] ; [24.30434783 18.69565217],0
d2,1,0.449774,0.571222,[2 1] ; [19 24],[1.36956522 1.63043478] ; [19.63043478 23.36956522],0
n5,1,0.451163,0.567727,[2 1] ; [36  7],[2.47826087 0.52173913] ; [35.52173913  7.47826087],0
n4,1,0.451163,0.567727,[2 1] ; [36  7],[2.47826087 0.52173913] ; [35.52173913  7.47826087],0
p2,1,0.465728,0.532095,[2 1] ; [35  7],[2.46666667 0.53333333] ; [34.53333333  7.46666667],0
v3,1,0.496275,0.462893,[2 1] ; [19 22],[1.43181818 1.56818182] ; [19.56818182 21.43181818],0
v1,1,0.549773,0.357724,[1 2] ; [21 20],[1.5 1.5] ; [20.5 20.5],0
b2,1,0.580758,0.305011,[1 2] ; [16 16],[1.45714286 1.54285714] ; [15.54285714 16.45714286],0
b3,1,0.580758,0.305011,[1 2] ; [16 16],[1.45714286 1.54285714] ; [15.54285714 16.45714286],0
b5,1,0.603236,0.270143,[1 2] ; [21 22],[1.43478261 1.56521739] ; [20.56521739 22.43478261],0
p1,1,0.614569,0.253575,[1 2] ; [ 9 34],[0.65217391 2.34782609] ; [ 9.34782609 33.65217391],0
a5,1,0.614569,0.253575,[2 1] ; [34  9],[2.34782609 0.65217391] ; [33.65217391  9.34782609],0
d1,1,0.657729,0.196294,[1 2] ; [20 23],[1.36956522 1.63043478] ; [19.63043478 23.36956522],0
s3,1,0.692373,0.156529,[1 2] ; [10 33],[0.7173913 2.2826087] ; [10.2826087 32.7173913],0
s8,1,0.746956,0.104106,[1 2] ; [18 24],[1.26666667 1.73333333] ; [17.73333333 24.26666667],0
v2,1,0.782186,0.076437,[2 1] ; [24 17],[1.77272727 1.22727273] ; [24.22727273 16.77272727],0
a4,1,0.956527,0.002972,[1 2] ; [15 28],[1.04347826 1.95652174] ; [14.95652174 28.04347826],0
a7,1,0.956527,0.002972,[2 1] ; [28 15],[1.95652174 1.04347826] ; [28.04347826 14.95652174],0
a3,1,0.977908,0.000767,[2 1] ; [29 14],[2.02173913 0.97826087] ; [28.97826087 14.02173913],0
