Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.919221,[3 6] ; [83  3],[8.14736842 0.85263158] ; [77.85263158  8.14736842],1
v4,1,0.0,30.609747,[5 4] ; [85  1],[8.52631579 0.47368421] ; [81.47368421  4.52631579],1
s6,1,1e-05,19.596952,[3 6] ; [72  8],[7.58426966 1.41573034] ; [67.41573034 12.58426966],1
n6,1,0.000213,13.716013,[7 3] ; [83  2],[9.47368421 0.52631579] ; [80.52631579  4.47368421],1
s2,1,0.002811,8.926474,[1 8] ; [54 32],[5.21052632 3.78947368] ; [49.78947368 36.21052632],0
s5,1,0.004796,7.954929,[2 7] ; [55 24],[5.82954545 3.17045455] ; [51.17045455 27.82954545],0
r2,1,0.008814,6.860042,[7 3] ; [81  5],[9.16666667 0.83333333] ; [78.83333333  7.16666667],0
n4,1,0.012762,6.201835,[9 2] ; [84  2],[10.54639175  0.45360825] ; [82.45360825  3.54639175],0
a2,1,0.04176,4.14491,[5 6] ; [16 70],[2.3814433 8.6185567] ; [18.6185567 67.3814433],0
s8,1,0.043803,4.06412,[3 7] ; [53 31],[5.95744681 4.04255319] ; [50.04255319 33.95744681],0
p3,1,0.044386,4.041827,[6 5] ; [69 16],[8.59375 2.40625] ; [66.40625 18.59375],0
s3,1,0.045248,4.009366,[3 6] ; [57 28],[5.74468085 3.25531915] ; [54.25531915 30.74468085],0
r1,1,0.051054,3.806487,[6 4] ; [73 13],[8.22916667 1.77083333] ; [70.77083333 15.22916667],0
p4,1,0.054272,3.704323,[8 3] ; [77  7],[9.84210526 1.15789474] ; [75.15789474  8.84210526],0
d2,1,0.06927,3.300229,[9 2] ; [45 40],[6.1875 4.8125] ; [47.8125 37.1875],0
v3,1,0.075126,3.167322,[3 7] ; [50 34],[5.63829787 4.36170213] ; [47.36170213 36.63829787],0
v1,1,0.079919,3.066542,[4 5] ; [61 23],[6.29032258 2.70967742] ; [58.70967742 25.29032258],0
b5,1,0.101532,2.681308,[8 3] ; [40 46],[5.44329897 5.55670103] ; [42.55670103 43.44329897],0
p2,1,0.108041,2.58265,[7 3] ; [76 10],[8.64583333 1.35416667] ; [74.35416667 11.64583333],0
s7,1,0.118227,2.440655,[5 5] ; [59 21],[7.11111111 2.88888889] ; [56.88888889 23.11111111],0
b4,1,0.12981,2.29478,[9 2] ; [50 36],[6.69072165 4.30927835] ; [52.30927835 33.69072165],0
a5,1,0.201396,1.632223,[10  1] ; [63 23],[8.27835052 2.72164948] ; [64.72164948 21.27835052],0
b1,1,0.223221,1.483544,[7 4] ; [38 48],[5.10309278 5.89690722] ; [39.89690722 46.10309278],0
a4,1,0.223221,1.483544,[7 4] ; [38 48],[5.10309278 5.89690722] ; [39.89690722 46.10309278],0
v2,1,0.269101,1.221322,[4 6] ; [49 35],[5.63829787 4.36170213] ; [47.36170213 36.63829787],0
d5,1,0.308141,1.038627,[10  1] ; [66 19],[8.70833333 2.29166667] ; [67.29166667 17.70833333],0
p6,1,0.321677,0.982118,[5 5] ; [56 29],[6.42105263 3.57894737] ; [54.57894737 30.42105263],0
p7,1,0.356251,0.851065,[7 3] ; [69 15],[8.08510638 1.91489362] ; [67.91489362 16.08510638],0
d4,1,0.426224,0.633091,[10  1] ; [69 16],[9.05208333 1.94791667] ; [69.94791667 15.05208333],0
u2,1,0.427205,0.630409,[1 2] ; [11  8],[1.63636364 1.36363636] ; [10.36363636  8.63636364],0
a6,1,0.501157,0.452486,[8 3] ; [53 32],[6.98958333 4.01041667] ; [54.01041667 30.98958333],0
p8,1,0.508092,0.437995,[8 3] ; [69 16],[8.82291667 2.17708333] ; [68.17708333 16.82291667],0
d1,1,0.518177,0.417519,[8 3] ; [54 32],[7.03092784 3.96907216] ; [54.96907216 31.03092784],0
p11,1,0.534689,0.385472,[10  1] ; [72 14],[9.29896907 1.70103093] ; [72.70103093 13.29896907],0
u1,1,0.562355,0.335642,[3 8] ; [17 69],[2.26804124 8.73195876] ; [17.73195876 68.26804124],0
n3,1,0.605577,0.266667,[2 3] ; [8 7],[2.5 2.5] ; [7.5 7.5],0
p12,1,0.645549,0.211558,[2 8] ; [23 63],[2.60416667 7.39583333] ; [22.39583333 63.60416667],0
a1,1,0.655781,0.198689,[ 1 10] ; [12 74],[1.4742268 9.5257732] ; [11.5257732 74.4742268],0
a3,1,0.699294,0.149207,[8 3] ; [67 19],[8.50515464 2.49484536] ; [66.49484536 19.50515464],0
d3,1,0.705187,0.143132,[8 3] ; [57 28],[7.44791667 3.55208333] ; [57.55208333 27.44791667],0
p1,1,0.723367,0.12529,[3 8] ; [28 58],[3.51546392 7.48453608] ; [27.48453608 58.51546392],0
a7,1,0.739342,0.110706,[7 4] ; [59 27],[7.48453608 3.51546392] ; [58.51546392 27.48453608],0
n2,1,0.765594,0.088889,[4 1] ; [11  4],[3.75 1.25] ; [11.25  3.75],0
u3,1,0.773976,0.082471,[2 1] ; [11  8],[1.77272727 1.22727273] ; [11.22727273  7.77272727],0
p9,1,0.807296,0.059495,[10  1] ; [79  6],[10.19791667  0.80208333] ; [78.80208333  6.19791667],0
b3,1,0.824893,0.048954,[4 5] ; [30 32],[4.30985915 4.69014085] ; [29.69014085 32.30985915],0
b2,1,0.824893,0.048954,[4 5] ; [30 32],[4.30985915 4.69014085] ; [29.69014085 32.30985915],0
n1,1,0.864591,0.029082,[3 2] ; [9 5],[3.15789474 1.84210526] ; [8.84210526 5.15789474],0
p10,1,0.878421,0.0234,[10  1] ; [76  9],[9.85416667 1.14583333] ; [76.14583333  8.85416667],0
s1,1,0.913992,0.011665,[ 1 10] ; [ 7 79],[ 0.90721649 10.09278351] ; [ 7.09278351 78.90721649],0
