Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9e-06,19.619424,[ 55 113] ; [62 41],[72.53136531 95.46863469] ; [44.46863469 58.53136531],1
p2,1,6.6e-05,15.909091,[105  70] ; [87 18],[120.  55.] ; [72. 33.],1
p3,1,0.000271,13.259802,[ 44 132] ; [48 56],[ 57.82857143 118.17142857] ; [34.17142857 69.82857143],1
p4,1,0.000583,11.829454,[ 52 122] ; [53 52],[ 65.48387097 108.51612903] ; [39.51612903 65.48387097],1
v3,1,0.000593,11.799265,[ 33 138] ; [39 63],[ 45.0989011 125.9010989] ; [26.9010989 75.0989011],1
r1,1,0.000923,10.976364,[104  73] ; [82 23],[116.74468085  60.25531915] ; [69.25531915 35.74468085],1
a5,1,0.002241,9.34051,[95 82] ; [77 30],[107.1971831  69.8028169] ; [64.8028169 42.1971831],0
p11,1,0.002972,8.82482,[107  70] ; [83 24],[118.41549296  58.58450704] ; [71.58450704 35.41549296],0
p10,1,0.003309,8.628763,[97 77] ; [77 28],[108.51612903  65.48387097] ; [65.48387097 39.51612903],0
n5,1,0.00336,8.601082,[97 79] ; [77 29],[108.59574468  67.40425532] ; [65.40425532 40.59574468],0
p5,1,0.004973,7.889073,[  2 173] ; [ 8 98],[  6.22775801 168.77224199] ; [  3.77224199 102.22775801],0
p9,1,0.012377,6.256112,[103  70] ; [78 27],[112.63669065  60.36330935] ; [68.36330935 36.63669065],0
p7,1,0.014349,5.99464,[ 74 100] ; [60 44],[83.8705036 90.1294964] ; [50.1294964 53.8705036],0
a3,1,0.01949,5.457019,[100  76] ; [75 31],[109.21985816  66.78014184] ; [65.78014184 40.21985816],0
p8,1,0.019789,5.430399,[ 57 118] ; [48 55],[ 66.0971223 108.9028777] ; [38.9028777 64.0971223],0
r4,1,0.026678,4.91153,[119  58] ; [85 22],[127.14084507  49.85915493] ; [76.85915493 30.14084507],0
u1,1,0.027117,4.883342,[ 11 166] ; [15 92],[ 16.20422535 160.79577465] ; [ 9.79577465 97.20422535],0
u3,1,0.027162,4.880478,[28 49] ; [19 13],[33.20183486 43.79816514] ; [13.79816514 18.20183486],0
v4,1,0.027473,4.860812,[141  34] ; [95 10],[147.5  27.5] ; [88.5 16.5],0
r3,1,0.039162,4.253807,[141  35] ; [94 11],[147.1886121  28.8113879] ; [87.8113879 17.1886121],0
n4,1,0.046663,3.957499,[108  69] ; [77 29],[115.70671378  61.29328622] ; [69.29328622 36.70671378],0
s5,1,0.051074,3.805829,[ 12 161] ; [15 92],[ 16.68214286 156.31785714] ; [10.31785714 96.68214286],0
s2,1,0.086181,2.944299,[ 20 156] ; [20 87],[ 24.87632509 151.12367491] ; [15.12367491 91.87632509],0
a4,1,0.095322,2.782124,[ 63 113] ; [49 58],[ 69.65371025 106.34628975] ; [42.34628975 64.65371025],0
r2,1,0.095537,2.778503,[145  29] ; [95 10],[149.67741935  24.32258065] ; [90.32258065 14.67741935],0
n6,1,0.097247,2.750115,[114  62] ; [78 27],[120.25622776  55.74377224] ; [71.74377224 33.25622776],0
b4,1,0.102639,2.66405,[102  75] ; [51 56],[95.3556338 81.6443662] ; [57.6443662 49.3556338],0
p6,1,0.128464,2.310973,[ 31 143] ; [26 76],[ 35.93478261 138.06521739] ; [21.06521739 80.93478261],0
b2,1,0.159952,1.974681,[31 67] ; [26 35],[35.13207547 62.86792453] ; [21.86792453 39.13207547],0
b3,1,0.159952,1.974681,[31 67] ; [26 35],[35.13207547 62.86792453] ; [21.86792453 39.13207547],0
a2,1,0.222655,1.487175,[ 25 152] ; [21 86],[ 28.66901408 148.33098592] ; [17.33098592 89.66901408],0
n3,1,0.225763,1.467358,[37 25] ; [17  6],[39.38823529 22.61176471] ; [14.61176471  8.38823529],0
p12,1,0.282702,1.154053,[  2 175] ; [  3 101],[  3.14946619 173.85053381] ; [  1.85053381 102.14946619],0
n2,1,0.390814,0.736409,[37 27] ; [15  7],[38.69767442 25.30232558] ; [13.30232558  8.69767442],0
p1,1,0.513279,0.427376,[ 14 161] ; [11 96],[ 15.5141844 159.4858156] ; [ 9.4858156 97.5141844],0
d1,1,0.515957,0.421967,[79 98] ; [52 55],[81.6443662 95.3556338] ; [49.3556338 57.6443662],0
s7,1,0.543562,0.368978,[ 21 145] ; [15 83],[ 22.63636364 143.36363636] ; [13.36363636 84.63636364],0
d5,1,0.588228,0.293121,[123  53] ; [78 29],[125.00353357  50.99646643] ; [75.99646643 31.00353357],0
a1,1,0.598822,0.276776,[  9 168] ; [  4 103],[  8.10211268 168.89788732] ; [  4.89788732 102.10211268],0
s3,1,0.633038,0.227963,[ 38 136] ; [26 81],[ 39.62989324 134.37010676] ; [24.37010676 82.62989324],0
n1,1,0.658809,0.194973,[20 44] ; [ 8 14],[20.8372093 43.1627907] ; [ 7.1627907 14.8372093],0
a6,1,0.689781,0.159322,[115  62] ; [72 35],[116.54577465  60.45422535] ; [70.45422535 36.54577465],0
d2,1,0.76241,0.091396,[ 70 104] ; [45 62],[ 71.20996441 102.79003559] ; [43.79003559 63.20996441],0
s1,1,0.765648,0.088847,[  7 169] ; [  5 101],[  7.4893617 168.5106383] ; [  4.5106383 101.4893617],0
a7,1,0.8026,0.062492,[113  62] ; [70 36],[113.96797153  61.03202847] ; [69.03202847 36.96797153],0
b1,1,0.811363,0.056962,[ 77 100] ; [45 62],[ 76.03521127 100.96478873] ; [45.96478873 61.03521127],0
d4,1,0.842194,0.039636,[124  51] ; [77 30],[124.73404255  50.26595745] ; [76.26595745 30.73404255],0
s4,1,0.880648,0.022544,[ 14 163] ; [ 9 98],[ 14.33450704 162.66549296] ; [ 8.66549296 98.33450704],0
b5,1,0.884224,0.021204,[101  76] ; [62 45],[101.58802817  75.41197183] ; [61.41197183 45.58802817],0
a8,1,0.893079,0.018066,[ 14 148] ; [ 8 90],[ 13.70769231 148.29230769] ; [ 8.29230769 89.70769231],0
u2,1,0.937618,0.006125,[35 41] ; [15 17],[35.18518519 40.81481481] ; [14.81481481 17.18518519],0
d3,1,0.949092,0.004076,[104  71] ; [64 43],[104.25531915  70.74468085] ; [63.74468085 43.25531915],0
