Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.010534,6.542343,[23 64] ; [4 1],[25.5326087 61.4673913] ; [1.4673913 3.5326087],0
p6,1,0.034424,4.473529,[ 8 77] ; [2 3],[ 9.44444444 75.55555556] ; [0.55555556 4.44444444],0
p3,1,0.043826,4.063256,[18 68] ; [3 2],[19.84615385 66.15384615] ; [1.15384615 3.84615385],0
d4,1,0.058933,3.567169,[55 33] ; [1 4],[52.98924731 35.01075269] ; [3.01075269 1.98924731],0
r2,1,0.087004,2.928944,[49 34] ; [1 4],[47.15909091 35.84090909] ; [2.84090909 2.15909091],0
p11,1,0.102564,2.66521,[38 51] ; [4 1],[39.76595745 49.23404255] ; [2.23404255 2.76595745],0
s6,1,0.116816,2.459504,[24 64] ; [3 2],[25.5483871 62.4516129] ; [1.4516129 3.5483871],0
p10,1,0.124208,2.363445,[38 47] ; [4 1],[39.66666667 45.33333333] ; [2.33333333 2.66666667],0
a4,1,0.152722,2.044852,[26 62] ; [3 2],[27.44086022 60.55913978] ; [1.55913978 3.44086022],0
v1,1,0.158701,1.986564,[26 61] ; [3 2],[27.42391304 59.57608696] ; [1.57608696 3.42391304],0
a8,1,0.162484,1.950959,[ 4 77] ; [1 4],[ 4.70930233 76.29069767] ; [0.29069767 4.70930233],0
a3,1,0.183524,1.768852,[44 43] ; [1 4],[42.55434783 44.44565217] ; [2.44565217 2.55434783],0
p2,1,0.183606,1.768193,[42 43] ; [4 1],[43.44444444 41.55555556] ; [2.55555556 2.44444444],0
v2,1,0.185249,1.755006,[26 57] ; [3 2],[27.35227273 55.64772727] ; [1.64772727 3.35227273],0
d3,1,0.191635,1.705,[44 44] ; [1 4],[42.58064516 45.41935484] ; [2.41935484 2.58064516],0
p9,1,0.200232,1.640683,[44 43] ; [4 1],[45.39130435 41.60869565] ; [2.60869565 2.39130435],0
p7,1,0.224028,1.478383,[28 56] ; [3 2],[29.25842697 54.74157303] ; [1.74157303 3.25842697],0
s2,1,0.229669,1.442909,[16 72] ; [2 3],[17.03225806 70.96774194] ; [0.96774194 4.03225806],0
a6,1,0.235013,1.410262,[42 47] ; [1 4],[40.71276596 48.28723404] ; [2.28723404 2.71276596],0
n6,1,0.236338,1.402308,[46 41] ; [4 1],[47.2826087 39.7173913] ; [2.7173913 2.2826087],0
u1,1,0.271846,1.207409,[ 6 83] ; [1 4],[ 6.62765957 82.37234043] ; [0.37234043 4.62765957],0
s1,1,0.27713,1.181108,[ 6 82] ; [1 4],[ 6.62365591 81.37634409] ; [0.37634409 4.62365591],0
u3,1,0.281374,1.16044,[11 33] ; [2 2],[11.91666667 32.08333333] ; [1.08333333 2.91666667],0
r1,1,0.385831,0.752041,[20 67] ; [2 3],[20.80434783 66.19565217] ; [1.19565217 3.80434783],0
v4,1,0.40757,0.685878,[50 35] ; [2 3],[49.11111111 35.88888889] ; [2.88888889 2.11111111],0
d5,1,0.417419,0.65757,[52 37] ; [2 3],[51.12765957 37.87234043] ; [2.87234043 2.12765957],0
p8,1,0.466267,0.530809,[22 65] ; [2 3],[22.69565217 64.30434783] ; [1.30434783 3.69565217],0
d1,1,0.495862,0.463782,[31 58] ; [1 4],[30.29787234 58.70212766] ; [1.70212766 3.29787234],0
a5,1,0.510817,0.432393,[40 49] ; [3 2],[40.71276596 48.28723404] ; [2.28723404 2.71276596],0
n4,1,0.525712,0.402672,[48 40] ; [2 3],[47.31182796 40.68817204] ; [2.68817204 2.31182796],0
s4,1,0.560772,0.338369,[10 78] ; [1 4],[10.40860215 77.59139785] ; [0.59139785 4.40860215],0
a7,1,0.575213,0.314037,[46 41] ; [2 3],[45.39130435 41.60869565] ; [2.60869565 2.39130435],0
s5,1,0.626523,0.236806,[11 77] ; [1 4],[11.35483871 76.64516129] ; [0.64516129 4.35483871],0
b1,1,0.6458,0.211236,[44 45] ; [3 2],[44.5 44.5] ; [2.5 2.5],0
u2,1,0.656351,0.197987,[17 27] ; [2 2],[17.41666667 26.58333333] ; [1.58333333 2.41666667],0
b5,1,0.791018,0.070219,[48 41] ; [3 2],[48.28723404 40.71276596] ; [2.71276596 2.28723404],0
s3,1,0.811918,0.056622,[21 64] ; [1 4],[20.77777778 64.22222222] ; [1.22222222 3.77777778],0
b4,1,0.866889,0.028094,[50 39] ; [3 2],[50.18085106 38.81914894] ; [2.81914894 2.18085106],0
n5,1,0.911404,0.012381,[50 37] ; [3 2],[50.11956522 36.88043478] ; [2.88043478 2.11956522],0
d2,1,0.96732,0.001679,[34 53] ; [2 3],[34.04347826 52.95652174] ; [1.95652174 3.04347826],0
