Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.816907,[12 87] ; [25 31],[23.63225806 75.36774194] ; [13.36774194 42.63225806],1
r3,1,0.00027,13.270047,[72 30] ; [55  3],[80.9625 21.0375] ; [46.0375 11.9625],1
d1,1,0.003016,8.797906,[38 65] ; [36 23],[47.04938272 55.95061728] ; [26.95061728 32.04938272],0
v1,1,0.003041,8.782464,[24 77] ; [27 31],[32.39622642 68.60377358] ; [18.60377358 39.39622642],0
r1,1,0.005348,7.75789,[52 51] ; [43 16],[60.40123457 42.59876543] ; [34.59876543 24.40123457],0
p11,1,0.005348,7.75789,[52 51] ; [43 16],[60.40123457 42.59876543] ; [34.59876543 24.40123457],0
r4,1,0.005629,7.665327,[56 47] ; [45 14],[64.21604938 38.78395062] ; [36.78395062 22.21604938],0
d4,1,0.014883,5.930273,[71 32] ; [50  8],[77.40993789 25.59006211] ; [43.59006211 14.40993789],0
d5,1,0.020474,5.371039,[66 37] ; [48 11],[72.48148148 30.51851852] ; [41.51851852 17.48148148],0
a7,1,0.024838,5.035171,[62 41] ; [45 13],[68.45341615 34.54658385] ; [38.54658385 19.45341615],0
n6,1,0.033089,4.541166,[59 43] ; [44 15],[65.25465839 36.74534161] ; [37.74534161 21.25465839],0
s8,1,0.0344,4.474717,[ 9 94] ; [12 47],[13.35185185 89.64814815] ; [ 7.64814815 51.35185185],0
r2,1,0.045764,3.990266,[80 21] ; [53  5],[84.48427673 16.51572327] ; [48.51572327  9.48427673],0
a5,1,0.060862,3.513751,[58 45] ; [42 17],[63.58024691 39.41975309] ; [36.41975309 22.58024691],0
p9,1,0.061407,3.498982,[55 45] ; [40 17],[60.50955414 39.49044586] ; [34.49044586 22.50955414],0
p2,1,0.073342,3.20659,[55 48] ; [40 19],[60.40123457 42.59876543] ; [34.59876543 24.40123457],0
n3,1,0.074214,3.18726,[16 21] ; [13  6],[19.16071429 17.83928571] ; [9.83928571 9.16071429],0
p8,1,0.097894,2.739515,[18 84] ; [17 42],[22.17391304 79.82608696] ; [12.82608696 46.17391304],0
v4,1,0.129211,2.301953,[76 26] ; [50  9],[79.82608696 22.17391304] ; [46.17391304 12.82608696],0
d3,1,0.144521,2.129151,[56 47] ; [39 20],[60.40123457 42.59876543] ; [34.59876543 24.40123457],0
p10,1,0.14696,2.103523,[53 49] ; [37 21],[57.375 44.625] ; [32.625 25.375],0
n1,1,0.150833,2.063806,[16 24] ; [ 4 15],[13.55932203 26.44067797] ; [ 6.44067797 12.55932203],0
a8,1,0.159559,1.978401,[10 89] ; [ 2 52],[ 7.76470588 91.23529412] ; [ 4.23529412 49.76470588],0
a3,1,0.177363,1.81958,[60 42] ; [41 18],[63.98757764 38.01242236] ; [37.01242236 21.98757764],0
d2,1,0.189458,1.721829,[38 63] ; [28 30],[41.9245283 59.0754717] ; [24.0754717 33.9245283],0
p6,1,0.227817,1.454436,[ 8 94] ; [ 8 50],[10.2 91.8] ; [ 5.8 52.2],0
n2,1,0.247532,1.337181,[21 19] ; [13  6],[23.05084746 16.94915254] ; [10.94915254  8.05084746],0
b1,1,0.249502,1.326089,[48 55] ; [22 37],[44.50617284 58.49382716] ; [25.49382716 33.50617284],0
p12,1,0.28028,1.165729,[  1 100] ; [ 2 57],[ 1.89375 99.10625] ; [ 1.10625 57.89375],0
u1,1,0.335274,0.928419,[ 9 94] ; [ 8 51],[10.80864198 92.19135802] ; [ 6.19135802 52.80864198],0
u2,1,0.354227,0.858256,[16 27] ; [9 9],[17.62295082 25.37704918] ; [ 7.37704918 10.62295082],0
n5,1,0.368692,0.808069,[66 37] ; [33 25],[63.33540373 39.66459627] ; [35.66459627 22.33540373],0
a4,1,0.369656,0.804822,[41 61] ; [28 31],[43.71428571 58.28571429] ; [25.28571429 33.71428571],0
p4,1,0.43742,0.60304,[24 79] ; [17 42],[26.06790123 76.93209877] ; [14.93209877 44.06790123],0
a6,1,0.455208,0.557652,[62 41] ; [39 20],[64.21604938 38.78395062] ; [36.78395062 22.21604938],0
b4,1,0.498475,0.458182,[59 44] ; [37 22],[61.03703704 41.96296296] ; [34.96296296 24.03703704],0
s1,1,0.505211,0.443972,[ 6 97] ; [ 2 56],[ 5.11801242 97.88198758] ; [ 2.88198758 55.11801242],0
a1,1,0.513754,0.426414,[ 8 95] ; [ 3 56],[ 6.99382716 96.00617284] ; [ 4.00617284 54.99382716],0
s7,1,0.527977,0.398284,[18 79] ; [ 8 47],[16.59210526 80.40789474] ; [ 9.40789474 45.59210526],0
s5,1,0.571903,0.319509,[ 8 90] ; [ 6 49],[ 8.96732026 89.03267974] ; [ 5.03267974 49.96732026],0
b2,1,0.586335,0.296104,[24 36] ; [16 19],[25.26315789 34.73684211] ; [14.73684211 20.26315789],0
b3,1,0.586335,0.296104,[24 36] ; [16 19],[25.26315789 34.73684211] ; [14.73684211 20.26315789],0
b5,1,0.602658,0.271006,[55 48] ; [34 25],[56.58641975 46.41358025] ; [32.41358025 26.58641975],0
a2,1,0.685823,0.163644,[15 88] ; [10 49],[15.89506173 87.10493827] ; [ 9.10493827 49.89506173],0
s2,1,0.756145,0.09644,[14 88] ; [ 9 49],[14.6625 87.3375] ; [ 8.3375 49.6625],0
s4,1,0.794264,0.068005,[10 93] ; [ 5 54],[ 9.53703704 93.46296296] ; [ 5.46296296 53.53703704],0
n4,1,0.795181,0.067386,[66 37] ; [39 20],[66.75925926 36.24074074] ; [38.24074074 20.75925926],0
