Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.00059,11.808748,[ 1 12] ; [16  8],[5.97297297 7.02702703] ; [11.02702703 12.97297297],1
p10,1,0.000856,11.115463,[ 1 13] ; [15  9],[5.89473684 8.10526316] ; [10.10526316 13.89473684],1
p11,1,0.002002,9.547303,[ 3 12] ; [17  7],[7.69230769 7.30769231] ; [12.30769231 11.69230769],0
p2,1,0.053616,3.724603,[ 4 11] ; [14 10],[6.92307692 8.07692308] ; [11.07692308 12.92307692],0
d3,1,0.060999,3.51,[ 3 12] ; [12 12],[5.76923077 9.23076923] ; [ 9.23076923 14.76923077],0
v4,1,0.076249,3.143092,[ 5 10] ; [15  9],[7.69230769 7.30769231] ; [12.30769231 11.69230769],0
s4,1,0.122636,2.383333,[ 4 11] ; [ 2 22],[ 2.30769231 12.69230769] ; [ 3.69230769 20.30769231],0
n3,1,0.124656,2.357825,[3 5] ; [8 3],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
a7,1,0.128609,2.309211,[ 5 10] ; [14 10],[7.30769231 7.69230769] ; [11.69230769 12.30769231],0
a5,1,0.149517,2.077174,[ 4 11] ; [12 12],[6.15384615 8.84615385] ; [ 9.84615385 14.15384615],0
n5,1,0.149517,2.077174,[11  4] ; [12 12],[8.84615385 6.15384615] ; [14.15384615  9.84615385],0
n6,1,0.161713,1.958132,[ 5 10] ; [13 10],[7.10526316 7.89473684] ; [10.89473684 12.10526316],0
a4,1,0.262044,1.257924,[ 4 11] ; [ 3 21],[ 2.69230769 12.30769231] ; [ 4.30769231 19.69230769],0
a1,1,0.295949,1.092361,[ 2 13] ; [ 1 23],[ 1.15384615 13.84615385] ; [ 1.84615385 22.15384615],0
a2,1,0.295949,1.092361,[ 2 13] ; [ 1 23],[ 1.15384615 13.84615385] ; [ 1.84615385 22.15384615],0
s5,1,0.295949,1.092361,[ 2 13] ; [ 1 23],[ 1.15384615 13.84615385] ; [ 1.84615385 22.15384615],0
b1,1,0.307176,1.042781,[10  5] ; [12 12],[8.46153846 6.53846154] ; [13.53846154 10.46153846],0
s2,1,0.363466,0.825882,[ 1 14] ; [ 4 20],[ 1.92307692 13.07692308] ; [ 3.07692308 20.92307692],0
n4,1,0.389177,0.741513,[9 6] ; [11 13],[7.69230769 7.30769231] ; [12.30769231 11.69230769],0
a3,1,0.392918,0.729892,[5 9] ; [12 12],[6.26315789 7.73684211] ; [10.73684211 13.26315789],0
a6,1,0.405033,0.693333,[7 8] ; [ 8 16],[5.76923077 9.23076923] ; [ 9.23076923 14.76923077],0
v2,1,0.435064,0.609267,[ 3 11] ; [ 8 16],[4.05263158 9.94736842] ; [ 6.94736842 17.05263158],0
n2,1,0.462527,0.539773,[3 5] ; [6 5],[3.78947368 4.21052632] ; [5.21052632 5.78947368],0
r1,1,0.485045,0.4875,[ 4 11] ; [ 9 15],[ 5. 10.] ; [ 8. 16.],0
v1,1,0.552664,0.352567,[ 2 13] ; [ 5 19],[ 2.69230769 12.30769231] ; [ 4.30769231 19.69230769],0
s1,1,0.559109,0.34125,[ 1 14] ; [ 3 21],[ 1.53846154 13.46153846] ; [ 2.46153846 21.53846154],0
v3,1,0.559109,0.34125,[ 1 14] ; [ 3 21],[ 1.53846154 13.46153846] ; [ 2.46153846 21.53846154],0
d4,1,0.571257,0.320584,[8 7] ; [15  9],[8.84615385 6.15384615] ; [14.15384615  9.84615385],0
s3,1,0.615496,0.252249,[ 2 12] ; [ 5 19],[ 2.57894737 11.42105263] ; [ 4.42105263 19.57894737],0
p1,1,0.616573,0.250714,[ 2 13] ; [ 2 22],[ 1.53846154 13.46153846] ; [ 2.46153846 21.53846154],0
s7,1,0.643563,0.214113,[ 2 11] ; [ 5 18],[ 2.52777778 10.47222222] ; [ 4.47222222 18.52777778],0
d2,1,0.660768,0.192593,[ 4 11] ; [ 8 16],[ 4.61538462 10.38461538] ; [ 7.38461538 16.61538462],0
p7,1,0.660768,0.192593,[ 4 11] ; [ 8 16],[ 4.61538462 10.38461538] ; [ 7.38461538 16.61538462],0
s6,1,0.660768,0.192593,[ 4 11] ; [ 8 16],[ 4.61538462 10.38461538] ; [ 7.38461538 16.61538462],0
u2,1,0.695895,0.152778,[5 5] ; [7 5],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
d1,1,0.718432,0.13,[ 3 12] ; [ 6 18],[ 3.46153846 11.53846154] ; [ 5.53846154 18.46153846],0
n1,1,0.718904,0.129545,[2 6] ; [2 9],[1.68421053 6.31578947] ; [2.31578947 8.68421053],0
b5,1,0.759338,0.09385,[8 7] ; [14 10],[8.46153846 6.53846154] ; [13.53846154 10.46153846],0
b2,1,0.789561,0.071225,[4 8] ; [5 8],[4.32 7.68] ; [4.68 8.32],0
b3,1,0.789561,0.071225,[4 8] ; [5 8],[4.32 7.68] ; [4.68 8.32],0
a8,1,0.803708,0.061778,[ 2 12] ; [ 4 19],[ 2.27027027 11.72972973] ; [ 3.72972973 19.27027027],0
u3,1,0.840039,0.040741,[2 8] ; [ 2 10],[1.81818182 8.18181818] ; [2.18181818 9.81818182],0
p6,1,0.866725,0.028163,[ 1 13] ; [ 2 21],[ 1.13513514 12.86486486] ; [ 1.86486486 21.13513514],0
b4,1,0.907679,0.013448,[11  4] ; [18  6],[11.15384615  3.84615385] ; [17.84615385  6.15384615],0
d5,1,0.959495,0.002579,[7 8] ; [11 13],[6.92307692 8.07692308] ; [11.07692308 12.92307692],0
