Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,66.667507,[73 13] ; [ 1 31],[53.93220339 32.06779661] ; [20.06779661 11.93220339],1
r1,1,0.0,26.696543,[68 18] ; [ 9 23],[56.11864407 29.88135593] ; [20.88135593 11.11864407],1
v4,1,0.0,25.885096,[73 11] ; [13 19],[62.27586207 21.72413793] ; [23.72413793  8.27586207],1
p11,1,7e-06,20.107367,[56 30] ; [ 6 26],[45.18644068 40.81355932] ; [16.81355932 15.18644068],1
p2,1,1.3e-05,19.013061,[63 21] ; [10 22],[52.86206897 31.13793103] ; [20.13793103 11.86206897],1
v2,1,0.000337,12.850484,[40 40] ; [ 4 27],[31.71171171 48.28828829] ; [12.28828829 18.71171171],1
a1,1,0.000375,12.651124,[ 2 84] ; [ 7 25],[ 6.55932203 79.44067797] ; [ 2.44067797 29.55932203],1
r2,1,0.001119,10.618802,[74 12] ; [18 13],[67.62393162 18.37606838] ; [24.37606838  6.62393162],0
p4,1,0.002109,9.452256,[36 48] ; [ 4 28],[28.96551724 55.03448276] ; [11.03448276 20.96551724],0
p8,1,0.002765,8.956221,[36 48] ; [ 4 27],[29.2173913 54.7826087] ; [10.7826087 20.2173913],0
n3,1,0.013991,6.039216,[21  7] ; [ 6 10],[17.18181818 10.81818182] ; [9.81818182 6.18181818],0
p9,1,0.016909,5.705831,[54 31] ; [12 19],[48.36206897 36.63793103] ; [17.63793103 13.36206897],0
d5,1,0.018508,5.54746,[65 21] ; [17 15],[59.76271186 26.23728814] ; [22.23728814  9.76271186],0
s6,1,0.018723,5.527244,[33 53] ; [ 5 27],[27.69491525 58.30508475] ; [10.30508475 21.69491525],0
d4,1,0.018953,5.505882,[62 23] ; [16 16],[56.66666667 28.33333333] ; [21.33333333 10.66666667],0
p10,1,0.019297,5.474381,[45 39] ; [ 9 22],[39.44347826 44.55652174] ; [14.55652174 16.44347826],0
p7,1,0.022366,5.217106,[44 39] ; [ 9 22],[38.5877193 44.4122807] ; [14.4122807 16.5877193],0
b5,1,0.022615,5.197862,[55 31] ; [13 19],[49.55932203 36.44067797] ; [18.44067797 13.55932203],0
n5,1,0.034626,4.463523,[32 53] ; [19 13],[37.05128205 47.94871795] ; [13.94871795 18.05128205],0
a5,1,0.035684,4.412137,[56 30] ; [14 18],[51.01694915 34.98305085] ; [18.98305085 13.01694915],0
b3,1,0.039116,4.255813,[12 37] ; [10 10],[15.62318841 33.37681159] ; [ 6.37681159 13.62318841],0
b2,1,0.039116,4.255813,[12 37] ; [10 10],[15.62318841 33.37681159] ; [ 6.37681159 13.62318841],0
u3,1,0.042548,4.113283,[17 13] ; [ 3 10],[13.95348837 16.04651163] ; [6.04651163 6.95348837],0
p3,1,0.045649,3.994509,[29 55] ; [ 5 27],[24.62068966 59.37931034] ; [ 9.37931034 22.62068966],0
p6,1,0.056038,3.650934,[17 63] ; [ 2 30],[13.57142857 66.42857143] ; [ 5.42857143 26.57142857],0
d3,1,0.060561,3.521943,[51 34] ; [13 19],[46.4957265 38.5042735] ; [17.5042735 14.4957265],0
a6,1,0.061915,3.485329,[59 27] ; [16 16],[54.66101695 31.33898305] ; [20.33898305 11.66101695],0
s8,1,0.075718,3.154501,[17 69] ; [ 2 30],[13.84745763 72.15254237] ; [ 5.15254237 26.84745763],0
a7,1,0.081531,3.034112,[58 28] ; [16 16],[53.93220339 32.06779661] ; [20.06779661 11.93220339],0
b1,1,0.10412,2.641279,[42 44] ; [21 11],[45.91525424 40.08474576] ; [17.08474576 14.91525424],0
n2,1,0.13272,2.260396,[20 10] ; [7 9],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
d1,1,0.140155,2.176261,[37 49] ; [ 9 23],[33.52542373 52.47457627] ; [12.47457627 19.52542373],0
u2,1,0.206404,1.596473,[20 10] ; [6 7],[18.13953488 11.86046512] ; [7.86046512 5.13953488],0
n1,1,0.209077,1.577804,[ 9 20] ; [8 8],[10.95555556 18.04444444] ; [6.04444444 9.95555556],0
v3,1,0.459348,0.547482,[20 59] ; [ 6 26],[18.5045045 60.4954955] ; [ 7.4954955 24.5045045],0
p1,1,0.481085,0.496403,[ 7 78] ; [ 4 28],[ 7.99145299 77.00854701] ; [ 3.00854701 28.99145299],0
v1,1,0.520232,0.413433,[32 53] ; [10 22],[30.51282051 54.48717949] ; [11.48717949 20.51282051],0
s7,1,0.5298,0.394774,[15 64] ; [ 4 25],[13.89814815 65.10185185] ; [ 5.10185185 23.89814815],0
s3,1,0.542508,0.370911,[24 61] ; [ 7 24],[22.71551724 62.28448276] ; [ 8.28448276 22.71551724],0
a4,1,0.595753,0.28145,[33 53] ; [14 18],[34.25423729 51.74576271] ; [12.74576271 19.25423729],0
a8,1,0.690626,0.158408,[ 7 73] ; [ 2 29],[ 6.48648649 73.51351351] ; [ 2.51351351 28.48648649],0
