Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,34.852498,[43 58] ; [122  33],[65.09765625 35.90234375] ; [99.90234375 55.09765625],1
d5,1,0.0,30.765649,[51 52] ; [128  28],[71.18532819 31.81467181] ; [107.81467181  48.18532819],1
a4,1,0.0,27.086321,[18 84] ; [77 78],[37.70428016 64.29571984] ; [57.29571984 97.70428016],1
d1,1,1e-06,24.456468,[26 77] ; [88 68],[45.33590734 57.66409266] ; [68.66409266 87.33590734],1
a6,1,1e-06,23.860981,[48 55] ; [119  37],[66.41312741 36.58687259] ; [100.58687259  55.41312741],1
d2,1,1.2e-05,19.194513,[22 80] ; [75 79],[38.6484375 63.3515625] ; [58.3515625 95.6484375],1
r1,1,4.1e-05,16.827642,[53 49] ; [118  36],[68.1328125 33.8671875] ; [102.8671875  51.1328125],1
n4,1,0.00049,12.152738,[54 49] ; [114  41],[67.06976744 35.93023256] ; [100.93023256  54.06976744],1
d4,1,0.000979,10.866118,[62 39] ; [125  31],[73.49027237 27.50972763] ; [113.50972763  42.49027237],1
d3,1,0.002144,9.421598,[47 55] ; [102  54],[58.90697674 43.09302326] ; [90.09302326 65.90697674],0
r4,1,0.00545,7.723593,[65 38] ; [123  33],[74.76447876 28.23552124] ; [113.23552124  42.76447876],0
u1,1,0.012808,6.195383,[  3 100] ; [ 18 138],[ 8.35135135 94.64864865] ; [ 12.64864865 143.35135135],0
n5,1,0.017649,5.63065,[53 50] ; [102  52],[62.12062257 40.87937743] ; [92.87937743 61.12062257],0
p10,1,0.018032,5.59299,[50 50] ; [100  54],[59.05511811 40.94488189] ; [90.94488189 63.05511811],0
s7,1,0.025731,4.974035,[12 88] ; [ 34 112],[18.69918699 81.30081301] ; [ 27.30081301 118.69918699],0
p5,1,0.032071,4.594683,[  1 102] ; [ 10 144],[ 4.40856031 98.59143969] ; [  6.59143969 147.40856031],0
s8,1,0.041633,4.150063,[13 90] ; [ 35 119],[19.23735409 83.76264591] ; [ 28.76264591 125.23735409],0
r3,1,0.045116,4.01431,[79 23] ; [134  20],[84.8671875 17.1328125] ; [128.1328125  25.8671875],0
n6,1,0.063315,3.448356,[66 37] ; [116  39],[72.65891473 30.34108527] ; [109.34108527  45.65891473],0
r2,1,0.069522,3.294263,[83 19] ; [135  16],[87.88932806 14.11067194] ; [130.11067194  20.88932806],0
p9,1,0.076689,3.133703,[61 40] ; [106  43],[67.468 33.532] ; [99.532 49.468],0
v4,1,0.07884,3.088663,[81 21] ; [134  19],[86. 16.] ; [129.  24.],0
s3,1,0.089491,2.883509,[31 70] ; [ 33 122],[25.25 75.75] ; [ 38.75 116.25],0
v1,1,0.149743,2.074868,[31 68] ; [62 92],[36.39130435 62.60869565] ; [56.60869565 97.39130435],0
v2,1,0.168712,1.894354,[35 61] ; [68 82],[40.19512195 55.80487805] ; [62.80487805 87.19512195],0
n2,1,0.174166,1.846714,[22 16] ; [40 16],[25.06382979 12.93617021] ; [36.93617021 19.06382979],0
s1,1,0.184398,1.761817,[ 4 99] ; [  2 150],[  2.42352941 100.57647059] ; [  3.57647059 148.42352941],0
a7,1,0.232812,1.4236,[61 41] ; [104  51],[65.48638132 36.51361868] ; [99.51361868 55.48638132],0
u2,1,0.24006,1.38024,[30 29] ; [13 21],[27.27956989 31.72043011] ; [15.72043011 18.27956989],0
n1,1,0.245527,1.348575,[11 27] ; [22 32],[13.63043478 24.36956522] ; [19.36956522 34.63043478],0
