Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,117.629448,[ 23 142] ; [129  50],[72.90697674 92.09302326] ; [79.09302326 99.90697674],1
d5,1,0.0,96.811512,[88 76] ; [177   3],[126.3372093  37.6627907] ; [138.6627907  41.3372093],1
d3,1,0.0,96.773104,[70 93] ; [166  14],[112.1516035  50.8483965] ; [123.8483965  56.1516035],1
d4,1,0.0,88.451086,[91 74] ; [174   4],[127.47813411  37.52186589] ; [137.52186589  40.47813411],1
a2,1,0.0,55.737806,[  4 161] ; [ 61 119],[ 31.08695652 133.91304348] ; [ 33.91304348 146.08695652],1
u1,1,0.0,43.797691,[  2 163] ; [ 47 133],[ 23.43478261 141.56521739] ; [ 25.56521739 154.43478261],1
a4,1,0.0,42.629469,[ 35 130] ; [100  80],[ 64.56521739 100.43478261] ; [ 70.43478261 109.56521739],1
a5,1,0.0,33.902201,[84 81] ; [145  35],[109.52173913  55.47826087] ; [119.47826087  60.52173913],1
a3,1,0.0,26.175084,[85 80] ; [140  40],[107.60869565  57.39130435] ; [117.39130435  62.60869565],1
r1,1,1e-05,19.571175,[106  59] ; [152  27],[123.75  41.25] ; [134.25  44.75],1
r4,1,0.000583,11.828098,[131  34] ; [166  14],[142.04347826  22.95652174] ; [154.95652174  25.04347826],1
s8,1,0.001305,10.334771,[ 45 119] ; [ 79 100],[ 59.28862974 104.71137026] ; [ 64.71137026 114.28862974],0
a6,1,0.001327,10.30401,[98 67] ; [136  44],[111.91304348  53.08695652] ; [122.08695652  57.91304348],0
r2,1,0.002033,9.519887,[140  23] ; [170   8],[148.18181818  14.81818182] ; [161.81818182  16.18181818],0
s2,1,0.007236,7.213356,[66 99] ; [97 81],[78.41107872 86.58892128] ; [84.58892128 93.41107872],0
r3,1,0.016806,5.716469,[148  16] ; [171   6],[153.41935484  10.58064516] ; [165.58064516  11.41935484],0
u3,1,0.032384,4.578035,[34 43] ; [26 14],[39.48717949 37.51282051] ; [20.51282051 19.48717949],0
n4,1,0.035832,4.405067,[108  56] ; [137  43],[116.80232558  47.19767442] ; [128.19767442  51.80232558],0
v2,1,0.039692,4.230983,[ 53 105] ; [78 97],[62.15615616 95.84384384] ; [ 68.84384384 106.15615616],0
p4,1,0.043162,4.089046,[83 81] ; [110  69],[92.27988338 71.72011662] ; [100.72011662  78.27988338],0
s6,1,0.047207,3.937979,[92 69] ; [119  57],[100.8041543  60.1958457] ; [110.1958457  65.8041543],0
s3,1,0.048258,3.900981,[84 79] ; [110  67],[93.00588235 69.99411765] ; [100.99411765  76.00588235],0
b1,1,0.065396,3.394971,[68 97] ; [ 57 123],[ 59.7826087 105.2173913] ; [ 65.2173913 114.7826087],0
a7,1,0.067376,3.345812,[110  54] ; [136  43],[117.62099125  46.37900875] ; [128.37900875  50.62099125],0
p10,1,0.068711,3.313559,[118  44] ; [146  34],[125.05263158  36.94736842] ; [138.94736842  41.05263158],0
s1,1,0.071112,3.257169,[  2 162] ; [  8 169],[  4.80938416 159.19061584] ; [  5.19061584 171.80938416],0
s7,1,0.072358,3.228712,[63 94] ; [86 86],[71.10334347 85.89665653] ; [77.89665653 94.10334347],0
u2,1,0.12085,2.406265,[37 41] ; [25 15],[40.98305085 37.01694915] ; [21.01694915 18.98305085],0
n6,1,0.12644,2.335678,[129  35] ; [153  27],[134.44186047  29.55813953] ; [147.55813953  32.44186047],0
b2,1,0.132193,2.266563,[19 60] ; [37 71],[23.65775401 55.34224599] ; [32.34224599 75.65775401],0
b3,1,0.132193,2.266563,[19 60] ; [37 71],[23.65775401 55.34224599] ; [32.34224599 75.65775401],0
v3,1,0.214469,1.540999,[ 36 125] ; [ 50 127],[ 40.96449704 120.03550296] ; [ 45.03550296 131.96449704],0
p1,1,0.230881,1.435426,[  9 154] ; [ 16 164],[ 11.88046647 151.11953353] ; [ 13.11953353 166.88046647],0
v4,1,0.250952,1.317998,[153  11] ; [171   7],[155.36842105   8.63157895] ; [168.63157895   9.36842105],0
p12,1,0.255867,1.290985,[  5 158] ; [ 10 169],[  7.14912281 155.85087719] ; [  7.85087719 171.14912281],0
p3,1,0.281582,1.159438,[67 98] ; [83 96],[71.94767442 93.05232558] ; [ 78.05232558 100.94767442],0
p9,1,0.305721,1.049071,[128  33] ; [150  29],[131.64117647  29.35882353] ; [146.35882353  32.64117647],0
s5,1,0.346829,0.885025,[ 43 118] ; [ 54 118],[ 46.8978979 114.1021021] ; [ 50.1021021 121.8978979],0
b5,1,0.35007,0.873202,[88 77] ; [105  75],[92.30434783 72.69565217] ; [100.69565217  79.30434783],0
b4,1,0.362547,0.829052,[91 74] ; [108  72],[95.17391304 69.82608696] ; [103.82608696  76.17391304],0
p6,1,0.399846,0.70879,[ 51 113] ; [ 63 115],[ 54.66666667 109.33333333] ; [ 59.33333333 118.66666667],0
a1,1,0.439236,0.598277,[  4 161] ; [  7 173],[  5.26086957 159.73913043] ; [  5.73913043 174.26086957],0
p5,1,0.514499,0.424907,[ 15 149] ; [ 13 167],[ 13.34883721 150.65116279] ; [ 14.65116279 165.34883721],0
n5,1,0.587247,0.294664,[105  57] ; [121  58],[107.36656891  54.63343109] ; [118.63343109  60.36656891],0
n2,1,0.59019,0.290048,[38 15] ; [30 15],[36.7755102 16.2244898] ; [31.2244898 13.7755102],0
a8,1,0.599168,0.276252,[ 17 137] ; [ 21 141],[ 18.51898734 135.48101266] ; [ 19.48101266 142.51898734],0
n1,1,0.606985,0.264589,[17 36] ; [12 32],[15.84536082 37.15463918] ; [13.15463918 30.84536082],0
p11,1,0.667444,0.184606,[127  38] ; [142  38],[128.65217391  36.34782609] ; [140.34782609  39.65217391],0
n3,1,0.805062,0.060911,[38 15] ; [34 12],[38.54545455 14.45454545] ; [33.45454545 12.54545455],0
s4,1,0.870614,0.026529,[ 33 129] ; [ 35 143],[ 32.4 129.6] ; [ 35.6 142.4],0
p7,1,0.888144,0.019783,[103  56] ; [114  64],[102.38278932  56.61721068] ; [114.61721068  63.38278932],0
p8,1,0.968276,0.001582,[83 80] ; [90 86],[83.18289086 79.81710914] ; [89.81710914 86.18289086],0
