Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.667691,[76 23] ; [18 31],[62.87837838 36.12162162] ; [31.12162162 17.87837838],1
p10,1,7.7e-05,15.629999,[68 28] ; [18 31],[56.93793103 39.06206897] ; [29.06206897 19.93793103],1
n6,1,9.2e-05,15.295951,[81 18] ; [25 24],[70.90540541 28.09459459] ; [35.09459459 13.90540541],1
p9,1,0.0024,9.215232,[72 25] ; [24 25],[63.78082192 33.21917808] ; [32.21917808 16.78082192],0
d2,1,0.029699,4.726627,[48 49] ; [15 34],[41.85616438 55.14383562] ; [21.14383562 27.85616438],0
s2,1,0.032426,4.57584,[15 82] ; [15 34],[19.93150685 77.06849315] ; [10.06849315 38.93150685],0
p11,1,0.04127,4.164885,[73 26] ; [28 21],[67.56081081 31.43918919] ; [33.43918919 15.56081081],0
d1,1,0.076715,3.133165,[41 58] ; [13 36],[36.12162162 62.87837838] ; [17.87837838 31.12162162],0
u2,1,0.099531,2.713043,[14 32] ; [13 13],[17.25 28.75] ; [ 9.75 16.25],0
a5,1,0.11584,2.472679,[58 41] ; [22 27],[53.51351351 45.48648649] ; [26.48648649 22.51351351],0
a1,1,0.139788,2.180296,[ 4 95] ; [ 5 44],[ 6.02027027 92.97972973] ; [ 2.97972973 46.02027027],0
d5,1,0.177051,1.822209,[62 37] ; [25 24],[58.19594595 40.80405405] ; [28.80405405 20.19594595],0
s3,1,0.205126,1.605494,[28 70] ; [18 28],[31.30555556 66.69444444] ; [14.69444444 31.30555556],0
a6,1,0.21536,1.535021,[47 52] ; [18 31],[43.47972973 55.52027027] ; [21.52027027 27.47972973],0
n1,1,0.21728,1.522243,[11 21] ; [ 3 14],[ 9.14285714 22.85714286] ; [ 4.85714286 12.14285714],0
v1,1,0.227831,1.454348,[45 53] ; [17 31],[41.61643836 56.38356164] ; [20.38356164 27.61643836],0
b1,1,0.268542,1.224178,[41 58] ; [25 24],[44.14864865 54.85135135] ; [21.85135135 27.14864865],0
r3,1,0.270946,1.211951,[75 24] ; [41  8],[77.59459459 21.40540541] ; [38.40540541 10.59459459],0
v3,1,0.272519,1.204022,[27 69] ; [ 9 37],[24.33802817 71.66197183] ; [11.66197183 34.33802817],0
p4,1,0.35763,0.846199,[40 57] ; [16 32],[37.46206897 59.53793103] ; [18.53793103 29.46206897],0
p1,1,0.361677,0.83206,[ 8 91] ; [ 2 47],[ 6.68918919 92.31081081] ; [ 3.31081081 45.68918919],0
p2,1,0.37417,0.789768,[64 32] ; [29 20],[61.57241379 34.42758621] ; [31.42758621 17.57241379],0
s1,1,0.39133,0.734806,[ 3 93] ; [ 3 46],[ 3.97241379 92.02758621] ; [ 2.02758621 46.97241379],0
p8,1,0.449031,0.573098,[39 59] ; [16 32],[36.91780822 61.08219178] ; [18.08219178 29.91780822],0
b5,1,0.449889,0.570932,[46 53] ; [26 23],[48.16216216 50.83783784] ; [23.83783784 25.16216216],0
s5,1,0.457687,0.551545,[27 69] ; [10 35],[25.19148936 70.80851064] ; [11.80851064 33.19148936],0
p3,1,0.505753,0.442845,[33 64] ; [14 35],[31.2260274 65.7739726] ; [15.7739726 33.2260274],0
p12,1,0.513446,0.427038,[ 4 93] ; [ 1 48],[ 3.32191781 93.67808219] ; [ 1.67808219 47.32191781],0
p6,1,0.516161,0.421557,[21 74] ; [ 8 38],[19.53900709 75.46099291] ; [ 9.46099291 36.53900709],0
