Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.463037,[ 6 29] ; [34 13],[17.07317073 17.92682927] ; [22.92682927 24.07317073],1
d1,1,0.000453,12.298661,[12 23] ; [35 13],[19.81927711 15.18072289] ; [27.18072289 20.81927711],1
d5,1,0.001058,10.723979,[19 16] ; [40  6],[25.49382716  9.50617284] ; [33.50617284 12.49382716],0
s6,1,0.001752,9.792489,[19 16] ; [41  7],[25.30120482  9.69879518] ; [34.69879518 13.30120482],0
r2,1,0.002208,9.368378,[26  8] ; [47  1],[30.26829268  3.73170732] ; [42.73170732  5.26829268],0
a2,1,0.007478,7.154289,[ 2 33] ; [14 34],[ 6.74698795 28.25301205] ; [ 9.25301205 38.74698795],0
p9,1,0.009748,6.6803,[19 16] ; [38  9],[24.32926829 10.67073171] ; [32.67073171 14.32926829],0
d2,1,0.012139,6.290483,[13 22] ; [30 16],[18.58024691 16.41975309] ; [24.41975309 21.58024691],0
v3,1,0.018727,5.526826,[ 6 28] ; [18 24],[10.73684211 23.26315789] ; [13.26315789 28.73684211],0
u1,1,0.020499,5.368855,[ 2 33] ; [12 36],[ 5.90361446 29.09638554] ; [ 8.09638554 39.90361446],0
b1,1,0.022423,5.212662,[13 22] ; [30 18],[18.13253012 16.86746988] ; [24.86746988 23.13253012],0
a5,1,0.028574,4.793079,[19 16] ; [37 11],[23.61445783 11.38554217] ; [32.38554217 15.61445783],0
a4,1,0.030371,4.688167,[12 23] ; [28 20],[16.86746988 18.13253012] ; [23.13253012 24.86746988],0
n4,1,0.048715,3.885139,[19 16] ; [36 12],[23.19277108 11.80722892] ; [31.80722892 16.19277108],0
a3,1,0.053086,3.741194,[20 15] ; [37 11],[24.03614458 10.96385542] ; [32.96385542 15.03614458],0
s2,1,0.060813,3.515064,[22 13] ; [39  9],[25.72289157  9.27710843] ; [35.27710843 12.72289157],0
r1,1,0.060813,3.515064,[22 13] ; [39  9],[25.72289157  9.27710843] ; [35.27710843 12.72289157],0
v4,1,0.063164,3.452303,[27  8] ; [44  4],[29.93975904  5.06024096] ; [41.06024096  6.93975904],0
u3,1,0.068733,3.31303,[7 8] ; [9 2],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
n6,1,0.098693,2.726536,[20 15] ; [35 12],[23.47560976 11.52439024] ; [31.52439024 15.47560976],0
p5,1,0.101257,2.685633,[ 1 33] ; [ 6 38],[ 3.05128205 30.94871795] ; [ 3.94871795 40.05128205],0
d3,1,0.132645,2.261268,[17 18] ; [30 16],[20.30864198 14.69135802] ; [26.69135802 19.30864198],0
p10,1,0.133365,2.252889,[20 15] ; [35 13],[23.19277108 11.80722892] ; [31.80722892 16.19277108],0
p6,1,0.143559,2.139393,[ 5 28] ; [14 34],[ 7.74074074 25.25925926] ; [11.25925926 36.74074074],0
b3,1,0.164299,1.934211,[ 4 15] ; [15 23],[ 6.33333333 12.66666667] ; [12.66666667 25.33333333],0
b2,1,0.164299,1.934211,[ 4 15] ; [15 23],[ 6.33333333 12.66666667] ; [12.66666667 25.33333333],0
u2,1,0.183902,1.765803,[7 8] ; [8 3],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
r4,1,0.204267,1.6116,[26  9] ; [41  7],[28.25301205  6.74698795] ; [38.74698795  9.25301205],0
a1,1,0.207091,1.591646,[ 4 31] ; [ 2 46],[ 2.53012048 32.46987952] ; [ 3.46987952 44.53012048],0
a6,1,0.210884,1.565344,[18 17] ; [30 16],[20.74074074 14.25925926] ; [27.25925926 18.74074074],0
r3,1,0.220568,1.50067,[30  5] ; [45  3],[31.62650602  3.37349398] ; [43.37349398  4.62650602],0
b4,1,0.22879,1.448366,[18 17] ; [31 17],[20.6626506 14.3373494] ; [28.3373494 19.6626506],0
d4,1,0.23982,1.381654,[26  9] ; [39  7],[28.08641975  6.91358025] ; [36.91358025  9.08641975],0
p11,1,0.252447,1.309711,[19 16] ; [32 16],[21.5060241 13.4939759] ; [29.4939759 18.5060241],0
v2,1,0.315567,1.007231,[17 17] ; [27 17],[19.17948718 14.82051282] ; [24.82051282 19.17948718],0
v1,1,0.441372,0.592714,[16 19] ; [25 21],[17.71604938 17.28395062] ; [23.28395062 22.71604938],0
p12,1,0.446478,0.579577,[ 2 33] ; [ 5 43],[ 2.95180723 32.04819277] ; [ 4.04819277 43.95180723],0
p3,1,0.511718,0.430553,[14 20] ; [16 31],[12.59259259 21.40740741] ; [17.40740741 29.59259259],0
s5,1,0.56502,0.331087,[10 24] ; [16 29],[11.18987342 22.81012658] ; [14.81012658 30.18987342],0
n5,1,0.605376,0.266963,[23 11] ; [35 13],[24.04878049  9.95121951] ; [33.95121951 14.04878049],0
b5,1,0.71924,0.129222,[22 13] ; [32 16],[22.77108434 12.22891566] ; [31.22891566 16.77108434],0
s4,1,0.750173,0.101385,[ 7 28] ; [11 37],[ 7.59036145 27.40963855] ; [10.40963855 37.59036145],0
n2,1,0.760188,0.093168,[8 2] ; [15  5],[7.66666667 2.33333333] ; [15.33333333  4.66666667],0
p7,1,0.77576,0.081138,[14 19] ; [21 25],[14.62025316 18.37974684] ; [20.37974684 25.62025316],0
p1,1,0.77848,0.07913,[ 3 32] ; [ 5 43],[ 3.37349398 31.62650602] ; [ 4.62650602 43.37349398],0
s1,1,0.810695,0.057374,[ 3 31] ; [ 5 43],[ 3.31707317 30.68292683] ; [ 4.68292683 43.31707317],0
p8,1,0.83606,0.042823,[ 7 27] ; [ 9 39],[ 6.63414634 27.36585366] ; [ 9.36585366 38.63414634],0
n1,1,0.867695,0.027751,[6 4] ; [12  7],[6.20689655 3.79310345] ; [11.79310345  7.20689655],0
n3,1,0.912875,0.011971,[6 4] ; [11  8],[5.86206897 4.13793103] ; [11.13793103  7.86206897],0
p4,1,0.935309,0.006588,[12 22] ; [17 30],[12.17283951 21.82716049] ; [16.82716049 30.17283951],0
a8,1,0.938596,0.005934,[ 5 30] ; [ 7 40],[ 5.12195122 29.87804878] ; [ 6.87804878 40.12195122],0
a7,1,0.973502,0.001103,[22 13] ; [30 18],[21.92771084 13.07228916] ; [30.07228916 17.92771084],0
