Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000335,12.863688,[ 6 45] ; [7 5],[10.52380952 40.47619048] ; [2.47619048 9.52380952],1
s6,1,0.000431,12.391851,[10 41] ; [8 3],[14.80645161 36.19354839] ; [3.19354839 7.80645161],1
s2,1,0.002407,9.210208,[ 6 45] ; [6 6],[ 9.71428571 41.28571429] ; [2.28571429 9.71428571],0
p1,1,0.006575,7.385544,[ 5 46] ; [5 7],[ 8.0952381 42.9047619] ; [ 1.9047619 10.0952381],0
p9,1,0.031101,4.647352,[22 26] ; [9 2],[25.22033898 22.77966102] ; [5.77966102 5.22033898],0
d4,1,0.031375,4.632353,[25 26] ; [10  2],[28.33333333 22.66666667] ; [6.66666667 5.33333333],0
p10,1,0.039953,4.219875,[21 29] ; [9 3],[24.19354839 25.80645161] ; [5.80645161 6.19354839],0
p5,1,0.042883,4.100006,[ 5 44] ; [4 8],[ 7.2295082 41.7704918] ; [ 1.7704918 10.2295082],0
p2,1,0.053199,3.737664,[18 32] ; [8 4],[20.96774194 29.03225806] ; [5.03225806 6.96774194],0
v1,1,0.05864,3.575437,[15 36] ; [7 5],[17.80952381 33.19047619] ; [4.19047619 7.80952381],0
p11,1,0.05864,3.575437,[15 36] ; [7 5],[17.80952381 33.19047619] ; [4.19047619 7.80952381],0
n6,1,0.071038,3.258875,[23 27] ; [9 3],[25.80645161 24.19354839] ; [6.19354839 5.80645161],0
p3,1,0.105347,2.622668,[13 37] ; [6 6],[15.32258065 34.67741935] ; [3.67741935 8.32258065],0
a7,1,0.110942,2.540747,[21 30] ; [8 4],[23.47619048 27.52380952] ; [5.52380952 6.47619048],0
s8,1,0.11541,2.478526,[ 8 43] ; [4 7],[ 9.87096774 41.12903226] ; [2.12903226 8.87096774],0
a5,1,0.131912,2.269853,[26 25] ; [9 3],[28.33333333 22.66666667] ; [6.66666667 5.33333333],0
n4,1,0.140415,2.173406,[31 20] ; [10  2],[33.19047619 17.80952381] ; [7.80952381 4.19047619],0
p6,1,0.16394,1.9375,[ 5 45] ; [3 9],[ 6.4516129 43.5483871] ; [ 1.5483871 10.4516129],0
n1,1,0.167373,1.906318,[14 16] ; [4 1],[15.42857143 14.57142857] ; [2.57142857 2.42857143],0
d1,1,0.173442,1.852941,[15 36] ; [6 6],[17. 34.] ; [4. 8.],0
s3,1,0.176667,1.825439,[12 36] ; [5 6],[13.83050847 34.16949153] ; [3.16949153 7.83050847],0
s7,1,0.217769,1.519013,[ 9 38] ; [4 7],[10.53448276 36.46551724] ; [2.46551724 8.53448276],0
b1,1,0.247901,1.335093,[29 22] ; [9 3],[30.76190476 20.23809524] ; [7.23809524 4.76190476],0
n2,1,0.264616,1.244444,[16 14] ; [4 1],[17.14285714 12.85714286] ; [2.85714286 2.14285714],0
r1,1,0.281862,1.158088,[21 30] ; [7 5],[22.66666667 28.33333333] ; [5.33333333 6.66666667],0
v4,1,0.299165,1.077913,[30 21] ; [9 3],[31.57142857 19.42857143] ; [7.42857143 4.57142857],0
a6,1,0.326639,0.962176,[26 25] ; [8 4],[27.52380952 23.47619048] ; [6.47619048 5.52380952],0
b2,1,0.351339,0.868617,[15 20] ; [2 6],[13.8372093 21.1627907] ; [3.1627907 4.8372093],0
b3,1,0.351339,0.868617,[15 20] ; [2 6],[13.8372093 21.1627907] ; [3.1627907 4.8372093],0
n5,1,0.370828,0.800888,[36 15] ; [10  2],[37.23809524 13.76190476] ; [8.76190476 3.23809524],0
a3,1,0.373105,0.793296,[30 19] ; [9 3],[31.32786885 17.67213115] ; [7.67213115 4.32786885],0
d5,1,0.389284,0.741176,[27 24] ; [8 4],[28.33333333 22.66666667] ; [6.66666667 5.33333333],0
b5,1,0.408824,0.682219,[23 28] ; [7 5],[24.28571429 26.71428571] ; [5.71428571 6.28571429],0
p4,1,0.43752,0.602778,[15 35] ; [5 7],[16.12903226 33.87096774] ; [3.87096774 8.12903226],0
d2,1,0.44666,0.579114,[19 31] ; [6 6],[20.16129032 29.83870968] ; [4.83870968 7.16129032],0
a4,1,0.464712,0.534522,[15 34] ; [5 7],[16.06557377 32.93442623] ; [3.93442623 8.06557377],0
p7,1,0.493563,0.46875,[17 31] ; [3 9],[16. 32.] ; [4. 8.],0
u1,1,0.518482,0.416912,[ 2 49] ; [ 1 11],[ 2.42857143 48.57142857] ; [ 0.57142857 11.42857143],0
a2,1,0.61373,0.254779,[ 7 44] ; [ 1 11],[ 6.47619048 44.52380952] ; [ 1.52380952 10.47619048],0
r2,1,0.636681,0.223109,[34 16] ; [9 3],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
d3,1,0.666862,0.185294,[22 29] ; [6 6],[22.66666667 28.33333333] ; [5.33333333 6.66666667],0
u3,1,0.72158,0.126984,[ 5 16] ; [1 2],[ 5.25 15.75] ; [0.75 2.25],0
v2,1,0.727739,0.121198,[10 39] ; [3 9],[10.44262295 38.55737705] ; [2.55737705 9.44262295],0
p12,1,0.75407,0.098143,[ 3 48] ; [ 1 11],[ 3.23809524 47.76190476] ; [ 0.76190476 11.23809524],0
p8,1,0.780154,0.077907,[16 34] ; [4 7],[16.39344262 33.60655738] ; [3.60655738 7.39344262],0
a1,1,0.793346,0.068627,[ 7 44] ; [ 2 10],[ 7.28571429 43.71428571] ; [ 1.71428571 10.28571429],0
n3,1,0.840867,0.040315,[13 16] ; [2 3],[12.79411765 16.20588235] ; [2.20588235 2.79411765],0
b4,1,0.897994,0.016434,[33 18] ; [8 4],[33.19047619 17.80952381] ; [7.80952381 4.19047619],0
v3,1,0.943323,0.005054,[13 37] ; [3 9],[12.90322581 37.09677419] ; [3.09677419 8.90322581],0
s1,1,0.954926,0.003195,[ 4 47] ; [ 1 11],[ 4.04761905 46.95238095] ; [ 0.95238095 11.04761905],0
u2,1,1.0,0.0,[ 7 14] ; [1 2],[ 7. 14.] ; [1. 2.],0
