Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.005604,7.673514,[ 4 33] ; [3 2],[ 6.16666667 30.83333333] ; [0.83333333 4.16666667],0
s6,1,0.046257,3.972221,[21 17] ; [1 6],[18.57777778 19.42222222] ; [3.42222222 3.57777778],0
p11,1,0.058942,3.56692,[33  5] ; [4 3],[31.24444444  6.75555556] ; [5.75555556 1.24444444],0
d4,1,0.07269,3.221199,[29  9] ; [3 4],[27.02222222 10.97777778] ; [4.97777778 2.02222222],0
s3,1,0.07269,3.221199,[ 9 29] ; [4 3],[10.97777778 27.02222222] ; [2.02222222 4.97777778],0
b5,1,0.130728,2.283835,[21 17] ; [6 1],[22.8 15.2] ; [4.2 2.8],0
v2,1,0.149053,2.081914,[16 21] ; [1 6],[14.29545455 22.70454545] ; [2.70454545 4.29545455],0
v1,1,0.162997,1.9462,[16 22] ; [1 6],[14.35555556 23.64444444] ; [2.64444444 4.35555556],0
u2,1,0.185877,1.75,[13  5] ; [1 2],[12.  6.] ; [2. 1.],0
r1,1,0.200782,1.636675,[15 23] ; [1 6],[13.51111111 24.48888889] ; [2.48888889 4.51111111],0
a5,1,0.25015,1.322463,[25 13] ; [3 4],[23.64444444 14.35555556] ; [4.35555556 2.64444444],0
n5,1,0.29183,1.111159,[29  9] ; [4 3],[27.86666667 10.13333333] ; [5.13333333 1.86666667],0
b4,1,0.296347,1.090561,[19 19] ; [5 2],[20.26666667 17.73333333] ; [3.73333333 3.26666667],0
p8,1,0.296347,1.090561,[19 19] ; [2 5],[17.73333333 20.26666667] ; [3.26666667 3.73333333],0
p4,1,0.313699,1.015038,[24 14] ; [3 4],[22.8 15.2] ; [4.2 2.8],0
r3,1,0.317877,0.99766,[32  5] ; [5 2],[31.11363636  5.88636364] ; [5.88636364 1.11363636],0
n6,1,0.399901,0.708624,[27 10] ; [4 3],[26.06818182 10.93181818] ; [4.93181818 2.06818182],0
b1,1,0.426184,0.6332,[21 17] ; [5 2],[21.95555556 16.04444444] ; [4.04444444 2.95555556],0
a7,1,0.545449,0.365534,[21 17] ; [3 4],[20.26666667 17.73333333] ; [3.73333333 3.26666667],0
p2,1,0.582572,0.302095,[29  9] ; [6 1],[29.55555556  8.44444444] ; [5.44444444 1.55555556],0
p6,1,0.582572,0.302095,[ 9 29] ; [1 6],[ 8.44444444 29.55555556] ; [1.55555556 5.44444444],0
r4,1,0.584575,0.298896,[15 23] ; [2 5],[14.35555556 23.64444444] ; [2.64444444 4.35555556],0
a1,1,0.585066,0.298116,[ 3 35] ; [1 6],[ 3.37777778 34.62222222] ; [0.62222222 6.37777778],0
n3,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
p3,1,0.674429,0.176465,[14 24] ; [2 5],[13.51111111 24.48888889] ; [2.48888889 4.51111111],0
n4,1,0.76293,0.090984,[24 14] ; [4 3],[23.64444444 14.35555556] ; [4.35555556 2.64444444],0
n1,1,0.770335,0.085227,[3 9] ; [1 2],[3.2 8.8] ; [0.8 2.2],0
v4,1,0.771176,0.084586,[25 13] ; [5 2],[25.33333333 12.66666667] ; [4.66666667 2.33333333],0
p12,1,0.771176,0.084586,[ 4 34] ; [1 6],[ 4.22222222 33.77777778] ; [0.77777778 6.22222222],0
b2,1,0.778244,0.079303,[ 7 14] ; [2 3],[ 7.26923077 13.73076923] ; [1.73076923 3.26923077],0
b3,1,0.778244,0.079303,[ 7 14] ; [2 3],[ 7.26923077 13.73076923] ; [1.73076923 3.26923077],0
n2,1,0.792147,0.069444,[7 5] ; [2 1],[7.2 4.8] ; [1.8 1.2],0
d3,1,0.825986,0.048335,[20 18] ; [4 3],[20.26666667 17.73333333] ; [3.73333333 3.26666667],0
a6,1,0.825986,0.048335,[18 20] ; [3 4],[17.73333333 20.26666667] ; [3.26666667 3.73333333],0
a3,1,0.825986,0.048335,[20 18] ; [4 3],[20.26666667 17.73333333] ; [3.73333333 3.26666667],0
d2,1,0.874499,0.024947,[12 26] ; [2 5],[11.82222222 26.17777778] ; [2.17777778 4.82222222],0
d5,1,0.970476,0.00137,[22 16] ; [4 3],[21.95555556 16.04444444] ; [4.04444444 2.95555556],0
p7,1,0.970476,0.00137,[22 16] ; [4 3],[21.95555556 16.04444444] ; [4.04444444 2.95555556],0
a4,1,0.983911,0.000407,[11 27] ; [2 5],[10.97777778 27.02222222] ; [2.02222222 4.97777778],0
