Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,5e-06,20.72355,[57 26] ; [12 33],[44.7421875 38.2578125] ; [24.2578125 20.7421875],1
s2,1,5e-06,20.666558,[73 10] ; [22 21],[62.57936508 20.42063492] ; [32.42063492 10.57936508],1
s3,1,0.000767,11.319978,[72 11] ; [26 17],[64.55555556 18.44444444] ; [33.44444444  9.55555556],1
a3,1,0.0011,10.651911,[67 16] ; [24 21],[59.0078125 23.9921875] ; [31.9921875 13.0078125],0
s5,1,0.001469,10.117458,[53 26] ; [16 27],[44.68032787 34.31967213] ; [24.31967213 18.68032787],0
p8,1,0.007931,7.048908,[49 31] ; [16 28],[41.93548387 38.06451613] ; [23.06451613 20.93548387],0
p7,1,0.0151,5.904779,[59 20] ; [24 21],[52.87903226 26.12096774] ; [30.12096774 14.87903226],0
p6,1,0.018198,5.576955,[41 40] ; [13 32],[34.71428571 46.28571429] ; [19.28571429 25.71428571],0
d2,1,0.022804,5.183402,[47 36] ; [16 29],[40.8515625 42.1484375] ; [22.1484375 22.8515625],0
b1,1,0.033902,4.499615,[36 47] ; [11 34],[30.4765625 52.5234375] ; [16.5234375 28.4765625],0
v3,1,0.060169,3.532728,[29 53] ; [ 8 34],[24.46774194 57.53225806] ; [12.53225806 29.46774194],0
d1,1,0.069067,3.305054,[56 27] ; [23 22],[51.2265625 31.7734375] ; [27.7734375 17.2265625],0
u2,1,0.077787,3.110539,[10  6] ; [ 7 14],[7.35135135 8.64864865] ; [ 9.64864865 11.35135135],0
n4,1,0.10511,2.626252,[58 25] ; [25 20],[53.8203125 29.1796875] ; [29.1796875 15.8203125],0
p1,1,0.115211,2.481247,[11 72] ; [ 2 43],[ 8.4296875 74.5703125] ; [ 4.5703125 40.4296875],0
u1,1,0.148429,2.088324,[20 63] ; [ 6 39],[16.859375 66.140625] ; [ 9.140625 35.859375],0
p9,1,0.171857,1.866667,[72  9] ; [36  9],[69.42857143 11.57142857] ; [38.57142857  6.42857143],0
p11,1,0.180166,1.796251,[66 17] ; [31 14],[62.8984375 20.1015625] ; [34.1015625 10.8984375],0
p3,1,0.187653,1.735951,[47 36] ; [20 25],[43.4453125 39.5546875] ; [23.5546875 21.4453125],0
r3,1,0.216683,1.526204,[79  3] ; [41  4],[77.48031496  4.51968504] ; [42.51968504  2.48031496],0
a7,1,0.221279,1.496059,[54 29] ; [34 11],[57.0625 25.9375] ; [30.9375 14.0625],0
p2,1,0.255142,1.294924,[68 15] ; [33 12],[65.4921875 17.5078125] ; [35.5078125  9.4921875],0
a4,1,0.257639,1.281402,[40 43] ; [17 28],[36.9609375 46.0390625] ; [20.0390625 24.9609375],0
u3,1,0.259653,1.270604,[12  4] ; [12  9],[10.37837838  5.62162162] ; [13.62162162  7.37837838],0
d3,1,0.26295,1.25316,[63 20] ; [30 15],[60.3046875 22.6953125] ; [32.6953125 12.3046875],0
b4,1,0.271609,1.208603,[49 34] ; [31 14],[51.875 31.125] ; [28.125 16.875],0
p4,1,0.290843,1.115714,[54 29] ; [25 20],[51.2265625 31.7734375] ; [27.7734375 17.2265625],0
v4,1,0.331244,0.944028,[78  5] ; [44  1],[79.109375  3.890625] ; [42.890625  2.109375],0
a2,1,0.331626,0.942538,[21 62] ; [ 8 37],[18.8046875 64.1953125] ; [10.1953125 34.8046875],0
p12,1,0.399311,0.710399,[ 7 76] ; [ 2 43],[ 5.8359375 77.1640625] ; [ 3.1640625 41.8359375],0
a5,1,0.415909,0.661845,[61 22] ; [30 15],[59.0078125 23.9921875] ; [31.9921875 13.0078125],0
d5,1,0.458643,0.549205,[69 14] ; [35 10],[67.4375 15.5625] ; [36.5625  8.4375],0
d4,1,0.458643,0.549205,[69 14] ; [35 10],[67.4375 15.5625] ; [36.5625  8.4375],0
n2,1,0.464795,0.534323,[18  4] ; [10  4],[17.11111111  4.88888889] ; [10.88888889  3.11111111],0
p5,1,0.566789,0.328085,[ 8 75] ; [ 3 42],[ 7.1328125 75.8671875] ; [ 3.8671875 41.1328125],0
b5,1,0.651174,0.204423,[52 31] ; [30 15],[53.171875 29.828125] ; [28.828125 16.171875],0
r2,1,0.660733,0.192635,[79  4] ; [42  3],[78.4609375  4.5390625] ; [42.5390625  2.4609375],0
n5,1,0.680666,0.169377,[58 25] ; [33 12],[59.0078125 23.9921875] ; [31.9921875 13.0078125],0
v1,1,0.681994,0.16789,[39 44] ; [19 25],[37.90551181 45.09448819] ; [20.09448819 23.90551181],0
p10,1,0.68205,0.167828,[68 14] ; [36  9],[67.1496063 14.8503937] ; [36.8503937  8.1496063],0
n3,1,0.693012,0.155844,[17  5] ; [10  4],[16.5  5.5] ; [10.5  3.5],0
a8,1,0.693433,0.155394,[ 3 74] ; [ 1 39],[ 2.63247863 74.36752137] ; [ 1.36752137 38.63247863],0
v2,1,0.745252,0.105564,[38 43] ; [21 21],[38.85365854 42.14634146] ; [20.14634146 21.85365854],0
a6,1,0.749342,0.102084,[54 29] ; [28 17],[53.171875 29.828125] ; [28.828125 16.171875],0
n6,1,0.827285,0.047604,[71 12] ; [37  7],[70.58267717 12.41732283] ; [37.41732283  6.58267717],0
n1,1,0.836664,0.042503,[ 7 15] ; [ 4 10],[ 6.72222222 15.27777778] ; [4.27777778 9.72222222],0
b2,1,0.83974,0.040896,[13 37] ; [ 4 13],[12.68656716 37.31343284] ; [ 4.31343284 12.68656716],0
b3,1,0.83974,0.040896,[13 37] ; [ 4 13],[12.68656716 37.31343284] ; [ 4.31343284 12.68656716],0
r4,1,0.874947,0.024768,[73 10] ; [40  5],[73.2734375  9.7265625] ; [39.7265625  5.2734375],0
r1,1,0.944218,0.004896,[65 18] ; [35 10],[64.84375 18.15625] ; [35.15625  9.84375],0
a1,1,0.946647,0.004478,[ 2 81] ; [ 1 44],[ 1.9453125 81.0546875] ; [ 1.0546875 43.9453125],0
