Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9.7e-05,15.191009,[42 34] ; [126  32],[54.56410256 21.43589744] ; [113.43589744  44.56410256],1
p10,1,0.000201,13.82156,[38 39] ; [116  41],[50.67521368 26.32478632] ; [103.32478632  53.67521368],1
p2,1,0.000333,12.876671,[50 30] ; [131  26],[61.09704641 18.90295359] ; [119.90295359  37.09704641],1
p7,1,0.001376,10.237413,[32 48] ; [96 59],[43.57446809 36.42553191] ; [84.42553191 70.57446809],0
b1,1,0.003938,8.31234,[40 41] ; [ 48 110],[29.82426778 51.17573222] ; [58.17573222 99.82426778],0
n4,1,0.004409,8.107384,[22 59] ; [73 85],[32.19665272 48.80334728] ; [62.80334728 95.19665272],0
p8,1,0.005001,7.878989,[22 57] ; [74 84],[32. 47.] ; [64. 94.],0
s4,1,0.00552,7.70054,[24 57] ; [ 23 135],[15.92887029 65.07112971] ; [ 31.07112971 126.92887029],0
r4,1,0.011281,6.420442,[63 18] ; [142  16],[69.47698745 11.52301255] ; [135.52301255  22.47698745],0
a8,1,0.020869,5.337729,[ 1 74] ; [ 14 132],[ 5.09049774 69.90950226] ; [  9.90950226 136.09049774],0
n6,1,0.03339,4.525682,[44 36] ; [109  49],[51.42857143 28.57142857] ; [101.57142857  56.42857143],0
d2,1,0.036003,4.396985,[39 42] ; [ 54 104],[31.51882845 49.48117155] ; [61.48117155 96.51882845],0
b3,1,0.042274,4.124189,[ 5 29] ; [31 63],[ 9.5625 24.4375] ; [26.4375 67.5625],0
b2,1,0.042274,4.124189,[ 5 29] ; [31 63],[ 9.5625 24.4375] ; [26.4375 67.5625],0
r3,1,0.066439,3.368874,[74  7] ; [153   5],[76.93305439  4.06694561] ; [150.06694561   7.93305439],0
p5,1,0.076479,3.138192,[ 1 79] ; [ 10 147],[ 3.71308017 76.28691983] ; [  7.28691983 149.71308017],0
d5,1,0.078986,3.085637,[66 14] ; [114  44],[60.50420168 19.49579832] ; [119.49579832  38.50420168],0
n2,1,0.091344,2.850523,[17 14] ; [31 11],[20.38356164 10.61643836] ; [27.61643836 14.38356164],0
p12,1,0.107947,2.584023,[ 1 78] ; [  9 148],[ 3.34745763 75.65254237] ; [  6.65254237 150.34745763],0
p6,1,0.121273,2.400807,[16 62] ; [ 46 107],[20.93506494 57.06493506] ; [ 41.06493506 111.93506494],0
a2,1,0.146643,2.106827,[16 65] ; [ 20 138],[12.20083682 68.79916318] ; [ 23.79916318 134.20083682],0
s8,1,0.155412,2.018314,[22 58] ; [ 58 100],[26.8907563 53.1092437] ; [ 53.1092437 104.8907563],0
r1,1,0.15747,1.998357,[55 26] ; [120  37],[59.55882353 21.44117647] ; [115.44117647  41.55882353],0
p4,1,0.165449,1.923701,[30 49] ; [75 83],[35. 44.] ; [70. 88.],0
d1,1,0.173621,1.851399,[47 34] ; [77 81],[42.0251046 38.9748954] ; [81.9748954 76.0251046],0
s2,1,0.200387,1.639551,[39 42] ; [62 95],[34.37394958 46.62605042] ; [66.62605042 90.37394958],0
v1,1,0.219884,1.505131,[26 53] ; [63 90],[30.30603448 48.69396552] ; [58.69396552 94.30603448],0
p3,1,0.22224,1.489845,[27 52] ; [67 91],[31.33333333 47.66666667] ; [62.66666667 95.33333333],0
a4,1,0.266619,1.234061,[32 49] ; [ 51 107],[28.12970711 52.87029289] ; [ 54.87029289 103.12970711],0
n1,1,0.290583,1.116918,[ 6 25] ; [13 30],[ 7.95945946 23.04054054] ; [11.04054054 31.95945946],0
a5,1,0.323863,0.973284,[47 34] ; [102  56],[50.49790795 30.50209205] ; [98.50209205 59.49790795],0
u1,1,0.336853,0.922372,[11 70] ; [ 15 143],[ 8.81171548 72.18828452] ; [ 17.18828452 140.81171548],0
r2,1,0.339376,0.912789,[73  8] ; [146  10],[74.84810127  6.15189873] ; [144.15189873  11.84810127],0
