Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000319,12.956562,[23 16] ; [ 6 28],[15.49315068 23.50684932] ; [13.50684932 20.49315068],1
s6,1,0.001994,9.55502,[27 14] ; [11 25],[20.23376623 20.76623377] ; [17.76623377 18.23376623],0
d1,1,0.002174,9.396199,[25 17] ; [ 9 27],[18.30769231 23.69230769] ; [15.69230769 20.30769231],0
d2,1,0.002695,9.003418,[22 20] ; [ 7 29],[15.61538462 26.38461538] ; [13.38461538 22.61538462],0
a3,1,0.002722,8.985116,[31 11] ; [14 21],[24.54545455 17.45454545] ; [20.45454545 14.54545455],0
v3,1,0.009094,6.804183,[14 28] ; [ 3 32],[ 9.27272727 32.72727273] ; [ 7.72727273 27.27272727],0
d3,1,0.009726,6.684463,[28 14] ; [13 22],[22.36363636 19.63636364] ; [18.63636364 16.36363636],0
d5,1,0.015406,5.869489,[34  8] ; [20 16],[29.07692308 12.92307692] ; [24.92307692 11.07692308],0
a5,1,0.025137,5.014408,[27 15] ; [14 22],[22.07692308 19.92307692] ; [18.92307692 17.07692308],0
s8,1,0.071728,3.243027,[16 26] ; [ 7 29],[12.38461538 29.61538462] ; [10.61538462 25.38461538],0
n4,1,0.083126,3.002694,[28 14] ; [17 19],[24.23076923 17.76923077] ; [20.76923077 15.23076923],0
r1,1,0.104502,2.635457,[12 29] ; [ 5 31],[ 9.05194805 31.94805195] ; [ 7.94805195 28.05194805],0
p8,1,0.122776,2.381544,[12 28] ; [17 19],[15.26315789 24.73684211] ; [13.73684211 22.26315789],0
s5,1,0.130529,2.2862,[11 28] ; [ 5 31],[ 8.32 30.68] ; [ 7.68 28.32],0
a4,1,0.168013,1.900585,[14 28] ; [ 7 29],[11.30769231 30.69230769] ; [ 9.69230769 26.30769231],0
n3,1,0.170731,1.876509,[14  6] ; [6 7],[12.12121212  7.87878788] ; [7.87878788 5.12121212],0
s2,1,0.182831,1.774462,[21 20] ; [13 23],[18.1038961 22.8961039] ; [15.8961039 20.1038961],0
n1,1,0.212422,1.554839,[ 4 17] ; [5 8],[ 5.55882353 15.44117647] ; [3.44117647 9.55882353],0
d4,1,0.237853,1.393271,[34  8] ; [25 11],[31.76923077 10.23076923] ; [27.23076923  8.76923077],0
r2,1,0.246069,1.345483,[23 14] ; [17 18],[20.55555556 16.44444444] ; [19.44444444 15.55555556],0
p2,1,0.314735,1.010703,[27 14] ; [26  8],[28.97333333 12.02666667] ; [24.02666667  9.97333333],0
s3,1,0.404334,0.695398,[20 19] ; [15 21],[18.2 20.8] ; [16.8 19.2],0
u2,1,0.409328,0.680751,[3 7] ; [10 12],[4.0625 5.9375] ; [ 8.9375 13.0625],0
a7,1,0.416007,0.661568,[26 16] ; [19 17],[24.23076923 17.76923077] ; [20.76923077 15.23076923],0
p10,1,0.443888,0.58621,[23 16] ; [23 11],[24.57534247 14.42465753] ; [21.42465753 12.57534247],0
p11,1,0.476883,0.505984,[30 12] ; [23 13],[28.53846154 13.46153846] ; [24.46153846 11.53846154],0
p5,1,0.49936,0.456296,[ 2 40] ; [ 3 32],[ 2.72727273 39.27272727] ; [ 2.27272727 32.72727273],0
s7,1,0.510016,0.434035,[17 21] ; [13 22],[15.61643836 22.38356164] ; [14.38356164 20.61643836],0
a8,1,0.51373,0.426462,[ 2 38] ; [ 3 31],[ 2.7027027 37.2972973] ; [ 2.2972973 31.7027027],0
s4,1,0.542227,0.371429,[ 6 36] ; [ 7 29],[ 7. 35.] ; [ 6. 30.],0
b4,1,0.569821,0.322981,[26 16] ; [20 16],[24.76923077 17.23076923] ; [21.23076923 14.76923077],0
b5,1,0.571515,0.320154,[23 19] ; [22 14],[24.23076923 17.76923077] ; [20.76923077 15.23076923],0
p6,1,0.599033,0.276458,[11 28] ; [ 8 27],[10.01351351 28.98648649] ; [ 8.98648649 26.01351351],0
a2,1,0.604257,0.268622,[ 5 37] ; [ 3 33],[ 4.30769231 37.69230769] ; [ 3.69230769 32.30769231],0
