Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.05011,3.837777,[2 3] ; [72 20],[3.81443299 1.18556701] ; [70.18556701 21.81443299],0
s5,1,0.061092,3.5075,[3 1] ; [26 60],[1.28888889 2.71111111] ; [27.71111111 58.28888889],0
b5,1,0.187167,1.739775,[2 3] ; [63 29],[3.35051546 1.64948454] ; [61.64948454 30.35051546],0
p12,1,0.196217,1.670308,[1 4] ; [ 5 85],[0.31578947 4.68421053] ; [ 5.68421053 84.31578947],0
p7,1,0.199343,1.647182,[1 4] ; [45 46],[2.39583333 2.60416667] ; [43.60416667 47.39583333],0
r4,1,0.271352,1.209898,[3 2] ; [74 18],[3.96907216 1.03092784] ; [73.03092784 18.96907216],0
n6,1,0.31281,1.018776,[4 1] ; [52 39],[2.91666667 2.08333333] ; [53.08333333 37.91666667],0
s6,1,0.315013,1.009539,[2 3] ; [55 33],[3.06451613 1.93548387] ; [53.93548387 34.06451613],0
v3,1,0.315013,1.009539,[3 2] ; [33 55],[1.93548387 3.06451613] ; [34.06451613 53.93548387],0
s1,1,0.326623,0.96224,[1 4] ; [ 7 85],[0.41237113 4.58762887] ; [ 7.58762887 84.41237113],0
a6,1,0.327326,0.959447,[2 3] ; [57 35],[3.04123711 1.95876289] ; [55.95876289 36.04123711],0
s7,1,0.329327,0.951541,[1 4] ; [37 51],[2.04301075 2.95698925] ; [35.95698925 52.04301075],0
b2,1,0.379,0.773944,[2 1] ; [20 29],[1.26923077 1.73076923] ; [20.73076923 28.26923077],0
b3,1,0.379,0.773944,[2 1] ; [20 29],[1.26923077 1.73076923] ; [20.73076923 28.26923077],0
b4,1,0.381494,0.765882,[2 3] ; [55 37],[2.93814433 2.06185567] ; [54.06185567 37.93814433],0
p8,1,0.40984,0.679265,[3 2] ; [38 54],[2.11340206 2.88659794] ; [38.88659794 53.11340206],0
d2,1,0.416027,0.661512,[1 4] ; [35 57],[1.8556701 3.1443299] ; [34.1443299 57.8556701],0
s2,1,0.451858,0.565986,[3 2] ; [39 52],[2.1875 2.8125] ; [39.8125 51.1875],0
p11,1,0.555982,0.346708,[4 1] ; [62 30],[3.40206186 1.59793814] ; [62.59793814 29.40206186],0
d3,1,0.57265,0.318269,[3 2] ; [66 26],[3.55670103 1.44329897] ; [65.44329897 26.55670103],0
u3,1,0.582399,0.302372,[1 1] ; [22 10],[1.35294118 0.64705882] ; [21.64705882 10.35294118],0
s3,1,0.611949,0.257346,[3 2] ; [44 47],[2.44791667 2.55208333] ; [44.55208333 46.44791667],0
a5,1,0.652225,0.203106,[3 2] ; [64 28],[3.45360825 1.54639175] ; [63.54639175 28.45360825],0
d1,1,0.697735,0.150839,[2 3] ; [45 47],[2.42268041 2.57731959] ; [44.57731959 47.42268041],0
a4,1,0.768544,0.086601,[2 3] ; [43 49],[2.31958763 2.68041237] ; [42.68041237 49.31958763],0
a3,1,0.811783,0.056704,[3 2] ; [60 32],[3.24742268 1.75257732] ; [59.75257732 32.24742268],0
s8,1,0.865799,0.02856,[2 3] ; [33 58],[1.82291667 3.17708333] ; [33.17708333 57.82291667],0
p4,1,0.878501,0.023369,[2 3] ; [40 52],[2.16494845 2.83505155] ; [39.83505155 52.16494845],0
n4,1,0.916044,0.011113,[2 3] ; [39 53],[2.11340206 2.88659794] ; [38.88659794 53.11340206],0
v2,1,0.935867,0.006475,[3 2] ; [55 34],[3.08510638 1.91489362] ; [54.91489362 34.08510638],0
p3,1,0.938113,0.006028,[2 3] ; [38 53],[2.08333333 2.91666667] ; [37.91666667 53.08333333],0
b1,1,0.969056,0.001505,[2 3] ; [36 56],[1.95876289 3.04123711] ; [36.04123711 55.95876289],0
