Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,48.680928,[99 27] ; [25 58],[74.75598086 51.24401914] ; [49.24401914 33.75598086],1
s2,1,0.0,33.94263,[95 33] ; [28 55],[74.61611374 53.38388626] ; [48.38388626 34.61611374],1
s6,1,0.0,32.923277,[109  17] ; [41 41],[90.86538462 35.13461538] ; [59.13461538 22.86538462],1
s3,1,2.5e-05,17.758256,[92 33] ; [36 45],[77.66990291 47.33009709] ; [50.33009709 30.66990291],1
s5,1,0.000405,12.51108,[64 61] ; [21 59],[51.82926829 73.17073171] ; [33.17073171 46.82926829],1
p3,1,0.003712,8.419428,[83 45] ; [36 45],[72.88038278 55.11961722] ; [46.11961722 34.88038278],0
n4,1,0.006654,7.364178,[119  10] ; [66 17],[112.57075472  16.42924528] ; [72.42924528 10.57075472],0
p6,1,0.00889,6.844762,[61 65] ; [24 56],[51.99029126 74.00970874] ; [33.00970874 46.99029126],0
v1,1,0.011383,6.404575,[98 30] ; [50 33],[89.78199052 38.21800948] ; [58.21800948 24.78199052],0
p5,1,0.017825,5.613297,[ 29 100] ; [ 8 74],[ 22.62085308 106.37914692] ; [14.37914692 67.62085308],0
a3,1,0.019516,5.454701,[112  15] ; [63 20],[105.83333333  21.16666667] ; [69.16666667 13.83333333],0
s4,1,0.033098,4.54071,[ 23 106] ; [ 6 75],[ 17.81428571 111.18571429] ; [11.18571429 69.81428571],0
n5,1,0.047442,3.929632,[112  16] ; [64 19],[106.76777251  21.23222749] ; [69.23222749 13.76777251],0
p7,1,0.050811,3.814502,[94 29] ; [51 29],[87.85714286 35.14285714] ; [57.14285714 22.85714286],0
b1,1,0.051334,3.797334,[51 78] ; [22 61],[44.41981132 84.58018868] ; [28.58018868 54.41981132],0
n6,1,0.052277,3.766895,[119   7] ; [72 11],[115.14832536  10.85167464] ; [75.85167464  7.14832536],0
p1,1,0.067211,3.349843,[ 18 110] ; [ 5 78],[ 13.95260664 114.04739336] ; [ 9.04739336 73.95260664],0
r4,1,0.086125,2.945355,[123   6] ; [74  9],[119.87264151   9.12735849] ; [77.12735849  5.87264151],0
u1,1,0.102827,2.661146,[43 86] ; [19 64],[37.72641509 91.27358491] ; [24.27358491 58.72641509],0
p4,1,0.110628,2.545231,[92 36] ; [49 31],[86.76923077 41.23076923] ; [54.23076923 25.76923077],0
a1,1,0.173057,1.856262,[ 15 114] ; [ 5 78],[ 12.16981132 116.83018868] ; [ 7.83018868 75.16981132],0
r1,1,0.180021,1.797448,[112  16] ; [67 16],[108.58767773  19.41232227] ; [70.41232227 12.58767773],0
n2,1,0.19986,1.643397,[16  4] ; [11  7],[14.21052632  5.78947368] ; [12.78947368  5.21052632],0
a6,1,0.262729,1.254318,[89 38] ; [64 19],[92.52857143 34.47142857] ; [60.47142857 22.52857143],0
r2,1,0.309786,1.031588,[125   3] ; [77  4],[123.71291866   4.28708134] ; [78.28708134  2.71291866],0
b4,1,0.335048,0.929286,[77 52] ; [55 28],[80.32075472 48.67924528] ; [51.67924528 31.32075472],0
d3,1,0.344931,0.892018,[115  13] ; [71 12],[112.83412322  15.16587678] ; [73.16587678  9.83412322],0
a4,1,0.363179,0.826872,[79 49] ; [46 37],[75.82938389 52.17061611] ; [49.17061611 33.82938389],0
n3,1,0.364873,0.821053,[12  8] ; [14  5],[13.33333333  6.66666667] ; [12.66666667  6.33333333],0
a7,1,0.371239,0.799514,[97 32] ; [66 16],[99.65402844 29.34597156] ; [63.34597156 18.65402844],0
u4,1,0.403178,0.698828,[  6 123] ; [ 2 81],[  4.86792453 124.13207547] ; [ 3.13207547 79.86792453],0
b5,1,0.406255,0.689734,[75 54] ; [53 30],[77.88679245 51.11320755] ; [50.11320755 32.88679245],0
a2,1,0.41892,0.653343,[49 80] ; [27 56],[46.24528302 82.75471698] ; [29.75471698 53.24528302],0
p9,1,0.446313,0.579998,[117  10] ; [73  9],[115.45454545  11.54545455] ; [74.54545455  7.45454545],0
p2,1,0.452851,0.563506,[110  19] ; [72  9],[111.8  17.2] ; [70.2 10.8],0
p10,1,0.469042,0.524232,[115  13] ; [71 11],[113.37142857  14.62857143] ; [72.62857143  9.37142857],0
u2,1,0.477897,0.503658,[10  7] ; [14  6],[11.02702703  5.97297297] ; [12.97297297  7.02702703],0
p8,1,0.523074,0.407827,[79 46] ; [47 33],[76.82926829 48.17073171] ; [49.17073171 30.82926829],0
v4,1,0.553444,0.351184,[125   3] ; [82  1],[125.57345972   2.42654028] ; [81.42654028  1.57345972],0
a5,1,0.56295,0.334622,[111  18] ; [69 14],[109.52830189  19.47169811] ; [70.47169811 12.52830189],0
r3,1,0.570161,0.322413,[126   3] ; [79  3],[125.33175355   3.66824645] ; [79.66824645  2.33175355],0
v2,1,0.59439,0.28354,[106  23] ; [68 12],[107.39712919  21.60287081] ; [66.60287081 13.39712919],0
a8,1,0.623862,0.240477,[18 92] ; [10 63],[16.83060109 93.16939891] ; [11.16939891 61.83060109],0
d2,1,0.633904,0.226804,[97 31] ; [59 22],[95.54066986 32.45933014] ; [60.45933014 20.54066986],0
d5,1,0.665232,0.18723,[125   2] ; [81  2],[124.58095238   2.41904762] ; [81.41904762  1.58095238],0
b2,1,0.729362,0.119699,[37 54] ; [20 33],[36.02083333 54.97916667] ; [20.97916667 32.02083333],0
b3,1,0.729362,0.119699,[37 54] ; [20 33],[36.02083333 54.97916667] ; [20.97916667 32.02083333],0
p12,1,0.730662,0.118504,[ 21 107] ; [12 70],[ 20.11428571 107.88571429] ; [12.88571429 69.11428571],0
p11,1,0.731021,0.118176,[111  18] ; [70 13],[110.13679245  18.86320755] ; [70.86320755 12.13679245],0
s1,1,0.953914,0.00334,[  3 125] ; [ 2 79],[  3.06220096 124.93779904] ; [ 1.93779904 79.06220096],0
u3,1,0.9851,0.000349,[11  6] ; [13  7],[11.02702703  5.97297297] ; [12.97297297  7.02702703],0
n1,1,1.0,0.0,[ 5 15] ; [ 4 12],[ 5. 15.] ; [ 4. 12.],0
