Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,34.537016,[18 48] ; [187  93],[39.10404624 26.89595376] ; [165.89595376 114.10404624],1
p8,1,0.0,32.900665,[12 56] ; [159 123],[33.22285714 34.77714286] ; [137.77714286 144.22285714],1
p10,1,0.0,28.793697,[32 34] ; [227  55],[49.12068966 16.87931034] ; [209.87931034  72.12068966],1
p9,1,1e-06,24.157265,[38 28] ; [238  43],[52.49567723 13.50432277] ; [223.50432277  57.49567723],1
p4,1,9.7e-05,15.191805,[23 43] ; [174 110],[37.14857143 28.85142857] ; [159.85142857 124.14857143],1
p6,1,0.000217,13.673827,[11 57] ; [113 169],[24.09142857 43.90857143] ; [ 99.90857143 182.09142857],1
s3,1,0.002751,8.965864,[26 40] ; [169 114],[36.87679083 29.12320917] ; [158.12320917 124.87679083],0
p11,1,0.003186,8.69792,[42 26] ; [224  60],[51.38636364 16.61363636] ; [214.61363636  69.38636364],0
d5,1,0.005202,7.807679,[43 24] ; [226  56],[51.64183381 15.35816619] ; [217.35816619  64.64183381],0
r3,1,0.005396,7.741687,[63  5] ; [279   4],[66.25641026  1.74358974] ; [275.74358974   7.25641026],0
n4,1,0.006554,7.391425,[42 26] ; [220  63],[50.75783476 17.24216524] ; [211.24216524  71.75783476],0
s1,1,0.011012,6.463336,[ 8 60] ; [ 11 268],[ 3.72334294 64.27665706] ; [ 15.27665706 263.72334294],0
s6,1,0.011409,6.400529,[36 30] ; [196  81],[44.64139942 21.35860058] ; [187.35860058  89.64139942],0
a7,1,0.018106,5.585832,[39 29] ; [204  79],[47.07692308 20.92307692] ; [195.92307692  87.07692308],0
d3,1,0.018919,5.509006,[35 32] ; [191  92],[43.26285714 23.73714286] ; [182.73714286 100.26285714],0
a5,1,0.021363,5.296974,[38 30] ; [200  84],[45.97727273 22.02272727] ; [192.02272727  91.97727273],0
p3,1,0.025436,4.993962,[22 46] ; [134 149],[30.22222222 37.77777778] ; [125.77777778 157.22222222],0
d4,1,0.04757,3.925114,[46 21] ; [226  57],[52.06857143 14.93142857] ; [219.93142857  63.06857143],0
a6,1,0.056126,3.648309,[36 31] ; [188  96],[42.75783476 24.24216524] ; [181.24216524 102.75783476],0
n5,1,0.065494,3.392479,[42 25] ; [210  74],[48.1025641 18.8974359] ; [203.8974359  80.1025641],0
s7,1,0.074666,3.177353,[21 41] ; [126 146],[27.28742515 34.71257485] ; [119.71257485 152.28742515],0
v3,1,0.082001,3.024797,[17 46] ; [ 49 232],[12.0872093 50.9127907] ; [ 53.9127907 227.0872093],0
s5,1,0.094634,2.793727,[15 47] ; [ 98 180],[20.60588235 41.39411765] ; [ 92.39411765 185.60588235],0
p12,1,0.108543,2.575314,[ 1 67] ; [ 18 264],[ 3.69142857 64.30857143] ; [ 15.30857143 266.69142857],0
s2,1,0.138725,2.192045,[27 40] ; [142 140],[32.44412607 34.55587393] ; [136.55587393 145.44412607],0
n2,1,0.166933,1.910273,[21  4] ; [46 20],[18.40659341  6.59340659] ; [48.59340659 17.40659341],0
v4,1,0.18942,1.722119,[65  3] ; [278   5],[66.45014245  1.54985755] ; [276.54985755   6.45014245],0
d1,1,0.200131,1.641418,[31 37] ; [154 130],[35.73863636 32.26136364] ; [149.26136364 134.73863636],0
b5,1,0.209509,1.574814,[47 21] ; [173 111],[42.5 25.5] ; [177.5 106.5],0
u4,1,0.238079,1.391934,[ 2 66] ; [  3 281],[ 0.96590909 67.03409091] ; [  4.03409091 279.96590909],0
n3,1,0.253539,1.303696,[18  4] ; [45 20],[15.93103448  6.06896552] ; [47.06896552 17.93103448],0
n1,1,0.264632,1.244364,[12 12] ; [24 41],[ 9.70786517 14.29213483] ; [26.29213483 38.70786517],0
r1,1,0.281479,1.159934,[51 17] ; [228  54],[54.20571429 13.79428571] ; [224.79428571  57.20571429],0
s8,1,0.291949,1.110613,[23 44] ; [117 166],[26.8 40.2] ; [113.2 169.8],0
b1,1,0.324061,0.972485,[32 36] ; [115 169],[28.39772727 39.60227273] ; [118.60227273 165.39772727],0
n6,1,0.346923,0.884681,[54 14] ; [239  45],[56.60227273 11.39772727] ; [236.39772727  47.60227273],0
s4,1,0.354476,0.857368,[11 56] ; [ 60 219],[13.74855491 53.25144509] ; [ 57.25144509 221.74855491],0
a3,1,0.355735,0.852895,[41 26] ; [190  93],[44.22 22.78] ; [186.78  96.22],0
r2,1,0.375932,0.783962,[64  3] ; [276   7],[65.08571429  1.91428571] ; [274.91428571   8.08571429],0
u3,1,0.388729,0.742913,[19  8] ; [57 36],[17.1  9.9] ; [58.9 34.1],0
a8,1,0.418443,0.654683,[ 7 60] ; [ 37 223],[ 9.01529052 57.98470948] ; [ 34.98470948 225.01529052],0
v1,1,0.47256,0.515983,[23 42] ; [113 168],[25.54913295 39.45086705] ; [110.45086705 170.54913295],0
p1,1,0.56832,0.325501,[ 5 63] ; [ 27 255],[ 6.21714286 61.78285714] ; [ 25.78285714 256.21714286],0
p5,1,0.581311,0.30412,[ 6 59] ; [ 33 251],[ 7.26361032 57.73638968] ; [ 31.73638968 252.26361032],0
a4,1,0.601131,0.273293,[27 40] ; [124 159],[28.90571429 38.09428571] ; [122.09428571 160.90571429],0
u1,1,0.659777,0.193795,[11 57] ; [ 40 244],[ 9.85227273 58.14772727] ; [ 41.14772727 242.85227273],0
a2,1,0.76092,0.092582,[13 55] ; [ 59 225],[13.90909091 54.09090909] ; [ 58.09090909 225.90909091],0
b4,1,0.79756,0.065795,[39 29] ; [158 126],[38.05681818 29.94318182] ; [158.94318182 125.05681818],0
a1,1,0.812869,0.056039,[ 2 66] ; [ 10 274],[ 2.31818182 65.68181818] ; [  9.68181818 274.31818182],0
b2,1,0.859505,0.03133,[17 29] ; [ 59 107],[16.49056604 29.50943396] ; [ 59.50943396 106.49056604],0
b3,1,0.859505,0.03133,[17 29] ; [ 59 107],[16.49056604 29.50943396] ; [ 59.50943396 106.49056604],0
u2,1,0.89471,0.017516,[15 12] ; [53 40],[15.3 11.7] ; [52.7 40.3],0
d2,1,0.954953,0.003191,[30 36] ; [128 156],[29.79428571 36.20571429] ; [128.20571429 155.79428571],0
