Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,61.888199,[53 76] ; [207  49],[87.11688312 41.88311688] ; [172.88311688  83.11688312],1
n6,1,0.000166,14.184061,[81 49] ; [205  51],[96.32124352 33.67875648] ; [189.67875648  66.32124352],1
a5,1,0.000327,12.907543,[53 78] ; [154 104],[69.70951157 61.29048843] ; [137.29048843 120.70951157],1
n1,1,0.000792,11.259404,[10 38] ; [31 28],[18.39252336 29.60747664] ; [22.60747664 36.39252336],1
p3,1,0.007022,7.26729,[37 94] ; [109 149],[49.16709512 81.83290488] ; [ 96.83290488 161.16709512],0
p11,1,0.007511,7.146476,[82 49] ; [195  63],[93.28277635 37.71722365] ; [183.71722365  74.28277635],0
s7,1,0.021774,5.263784,[37 91] ; [100 144],[47.13978495 80.86021505] ; [ 89.86021505 154.13978495],0
a8,1,0.024603,5.051644,[  9 114] ; [ 38 205],[ 15.79508197 107.20491803] ; [ 31.20491803 211.79508197],0
v3,1,0.02817,4.817663,[ 28 100] ; [ 83 171],[37.19371728 90.80628272] ; [ 73.80628272 180.19371728],0
r1,1,0.030127,4.702054,[79 52] ; [183  74],[88.45876289 42.54123711] ; [173.54123711  83.45876289],0
r4,1,0.035055,4.442477,[95 36] ; [211  47],[103.04884319  27.95115681] ; [202.95115681  55.04884319],0
b3,1,0.041109,4.171534,[12 44] ; [ 57 100],[18.14084507 37.85915493] ; [ 50.85915493 106.14084507],0
b2,1,0.041109,4.171534,[12 44] ; [ 57 100],[18.14084507 37.85915493] ; [ 50.85915493 106.14084507],0
p12,1,0.042617,4.110518,[  1 130] ; [ 12 244],[  4.4005168 126.5994832] ; [  8.5994832 247.4005168],0
p2,1,0.047858,3.914951,[91 40] ; [202  55],[98.92525773 32.07474227] ; [194.07474227  62.92525773],0
s6,1,0.048075,3.907367,[63 66] ; [151 103],[72.07832898 56.92167102] ; [141.92167102 112.07832898],0
v1,1,0.048758,3.883668,[49 80] ; [122 129],[58.05 70.95] ; [112.95 138.05],0
p10,1,0.058783,3.57139,[82 47] ; [186  69],[90.03125 38.96875] ; [177.96875  77.03125],0
s4,1,0.067304,3.347583,[ 31 100] ; [ 41 215],[ 24.37209302 106.62790698] ; [ 47.62790698 208.37209302],0
a3,1,0.069078,3.304798,[63 67] ; [149 107],[71.39896373 58.60103627] ; [140.60103627 115.39896373],0
v2,1,0.085588,2.955468,[48 79] ; [115 129],[55.79784367 71.20215633] ; [107.20215633 136.79784367],0
a4,1,0.087597,2.917985,[ 25 106] ; [ 69 187],[31.81912145 99.18087855] ; [ 62.18087855 193.81912145],0
s3,1,0.141444,2.162174,[57 73] ; [131 122],[63.81201044 66.18798956] ; [124.18798956 128.81201044],0
p4,1,0.150769,2.064449,[50 80] ; [119 139],[56.62371134 73.37628866] ; [112.37628866 145.62371134],0
d5,1,0.168818,1.893411,[65 65] ; [148 110],[71.36597938 58.63402062] ; [141.63402062 116.36597938],0
p6,1,0.177176,1.821156,[ 27 101] ; [ 70 185],[32.41775457 95.58224543] ; [ 64.58224543 190.41775457],0
r2,1,0.186899,1.741891,[109  21] ; [226  29],[113.11688312  16.88311688] ; [221.88311688  33.11688312],0
s8,1,0.192688,1.696944,[33 97] ; [ 82 176],[38.53092784 91.46907216] ; [ 76.46907216 181.53092784],0
a6,1,0.211798,1.559096,[69 62] ; [153 105],[74.76092545 56.23907455] ; [147.23907455 110.76092545],0
r3,1,0.24361,1.359579,[111  19] ; [229  27],[114.50777202  15.49222798] ; [225.49222798  30.50777202],0
b5,1,0.299941,1.074455,[71 60] ; [154 104],[75.77120823 55.22879177] ; [149.22879177 108.77120823],0
p9,1,0.332851,0.937774,[91 37] ; [193  62],[94.91383812 33.08616188] ; [189.08616188  65.91383812],0
d3,1,0.33866,0.915496,[55 74] ; [ 97 161],[50.66666667 78.33333333] ; [101.33333333 156.66666667],0
a2,1,0.427223,0.630361,[  6 125] ; [ 17 241],[  7.74550129 123.25449871] ; [ 15.25449871 242.74550129],0
s2,1,0.455343,0.557317,[49 82] ; [105 149],[52.4 78.6] ; [101.6 152.4],0
b4,1,0.462715,0.53932,[69 62] ; [146 112],[72.40359897 58.59640103] ; [142.59640103 115.40359897],0
p1,1,0.51675,0.420376,[  7 124] ; [ 18 237],[  8.48445596 122.51554404] ; [ 16.51554404 238.48445596],0
v4,1,0.529667,0.39503,[114  16] ; [229  26],[115.81818182  14.18181818] ; [227.18181818  27.81818182],0
p8,1,0.556261,0.34622,[51 79] ; [108 147],[53.68831169 76.31168831] ; [105.31168831 149.68831169],0
d4,1,0.576922,0.311238,[77 54] ; [144 114],[74.42416452 56.57583548] ; [146.57583548 111.42416452],0
s5,1,0.628435,0.234189,[ 27 101] ; [ 58 191],[28.85941645 99.14058355] ; [ 56.14058355 192.85941645],0
u3,1,0.666444,0.18579,[34 32] ; [52 56],[32.62068966 33.37931034] ; [53.37931034 54.62068966],0
d2,1,0.669539,0.182142,[ 21 110] ; [ 37 220],[ 19.58247423 111.41752577] ; [ 38.41752577 218.58247423],0
u1,1,0.680619,0.169429,[  4 127] ; [ 10 248],[  4.71465296 126.28534704] ; [  9.28534704 248.71465296],0
b1,1,0.733973,0.115494,[54 77] ; [111 147],[55.5655527 75.4344473] ; [109.4344473 148.5655527],0
s1,1,0.75291,0.099102,[  6 124] ; [ 10 244],[  5.41666667 124.58333333] ; [ 10.58333333 243.41666667],0
p7,1,0.764263,0.089933,[71 55] ; [139 115],[69.63157895 56.36842105] ; [140.36842105 113.63157895],0
a7,1,0.778217,0.079323,[78 52] ; [158  99],[79.27648579 50.72351421] ; [156.72351421 100.27648579],0
n2,1,0.87525,0.024647,[38 11] ; [45 14],[37.65740741 11.34259259] ; [45.34259259 13.65740741],0
u2,1,0.893467,0.017934,[32 34] ; [53 54],[32.42774566 33.57225434] ; [52.57225434 54.42774566],0
n3,1,0.929818,0.007757,[34 15] ; [40 17],[34.20754717 14.79245283] ; [39.79245283 17.20754717],0
a1,1,0.974865,0.000993,[  6 125] ; [ 12 246],[  6.06169666 124.93830334] ; [ 11.93830334 246.06169666],0
