Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000323,12.929247,[ 3 34] ; [3 1],[ 5.41463415 31.58536585] ; [0.58536585 3.41463415],1
s2,1,0.015003,5.916066,[ 3 34] ; [2 2],[ 4.51219512 32.48780488] ; [0.48780488 3.51219512],0
r4,1,0.035153,4.437709,[ 4 33] ; [2 2],[ 5.41463415 31.58536585] ; [0.58536585 3.41463415],0
p1,1,0.065428,3.394163,[ 5 32] ; [2 2],[ 6.31707317 30.68292683] ; [0.68292683 3.31707317],0
s6,1,0.153676,2.035379,[ 7 30] ; [2 2],[ 8.12195122 28.87804878] ; [0.87804878 3.12195122],0
p8,1,0.16503,1.927519,[ 7 29] ; [2 2],[ 8.1 27.9] ; [0.9 3.1],0
n6,1,0.165746,1.921,[14 22] ; [3 1],[15.3 20.7] ; [1.7 2.3],0
v1,1,0.209284,1.576373,[ 8 29] ; [2 2],[ 9.02439024 27.97560976] ; [0.97560976 3.02439024],0
p10,1,0.223543,1.481481,[ 8 28] ; [2 2],[ 9. 27.] ; [1. 3.],0
p9,1,0.255445,1.293277,[ 8 26] ; [2 2],[ 8.94736842 25.05263158] ; [1.05263158 2.94736842],0
p5,1,0.291841,1.111111,[ 3 33] ; [1 3],[ 3.6 32.4] ; [0.4 3.6],0
a6,1,0.36757,0.811862,[19 18] ; [3 1],[19.85365854 17.14634146] ; [2.14634146 1.85365854],0
a5,1,0.422608,0.643051,[20 17] ; [3 1],[20.75609756 16.24390244] ; [2.24390244 1.75609756],0
p4,1,0.425556,0.634921,[ 4 32] ; [1 3],[ 4.5 31.5] ; [0.5 3.5],0
d4,1,0.481713,0.494982,[21 16] ; [3 1],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
b4,1,0.481713,0.494982,[21 16] ; [3 1],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
b5,1,0.544991,0.366368,[15 22] ; [1 3],[14.43902439 22.56097561] ; [1.56097561 2.43902439],0
v2,1,0.554916,0.348584,[ 5 31] ; [1 3],[ 5.4 30.6] ; [0.6 3.4],0
p7,1,0.573683,0.316558,[ 5 30] ; [1 3],[ 5.38461538 29.61538462] ; [0.61538462 3.38461538],0
s7,1,0.593292,0.285233,[ 5 29] ; [1 3],[ 5.36842105 28.63157895] ; [0.63157895 3.36842105],0
r1,1,0.635714,0.224392,[14 23] ; [2 2],[14.43902439 22.56097561] ; [1.56097561 2.43902439],0
s1,1,0.657388,0.196712,[ 6 31] ; [1 3],[ 6.31707317 30.68292683] ; [0.68292683 3.31707317],0
s3,1,0.682093,0.16778,[ 8 27] ; [1 2],[ 8.28947368 26.71052632] ; [0.71052632 2.28947368],0
a4,1,0.700098,0.14837,[14 21] ; [2 2],[14.35897436 20.64102564] ; [1.64102564 2.35897436],0
r2,1,0.708992,0.139286,[23 12] ; [3 1],[23.33333333 11.66666667] ; [2.66666667 1.33333333],0
a3,1,0.708992,0.139286,[23 12] ; [3 1],[23.33333333 11.66666667] ; [2.66666667 1.33333333],0
d5,1,0.715258,0.133082,[22 15] ; [2 2],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
d1,1,0.715258,0.133082,[15 22] ; [2 2],[15.34146341 21.65853659] ; [1.65853659 2.34146341],0
b1,1,0.715258,0.133082,[22 15] ; [2 2],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
a1,1,0.770637,0.084997,[ 7 30] ; [1 3],[ 7.2195122 29.7804878] ; [0.7804878 3.2195122],0
v4,1,0.795883,0.066915,[16 21] ; [2 2],[16.24390244 20.75609756] ; [1.75609756 2.24390244],0
d3,1,0.795883,0.066915,[16 21] ; [2 2],[16.24390244 20.75609756] ; [1.75609756 2.24390244],0
d2,1,0.8322,0.044893,[16 20] ; [2 2],[16.2 19.8] ; [1.8 2.2],0
n4,1,0.843435,0.039007,[26 11] ; [3 1],[26.17073171 10.82926829] ; [2.82926829 1.17073171],0
v3,1,0.930734,0.007555,[10 27] ; [1 3],[ 9.92682927 27.07317073] ; [1.07317073 2.92682927],0
a7,1,0.959035,0.002638,[18 19] ; [2 2],[18.04878049 18.95121951] ; [1.95121951 2.04878049],0
