Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.6e-05,16.603889,[14 19] ; [50 10],[22.70967742 10.29032258] ; [41.29032258 18.70967742],1
v4,1,0.000323,12.933645,[20 16] ; [52  7],[27.28421053  8.71578947] ; [44.71578947 14.28421053],1
p7,1,0.006494,7.407942,[11 25] ; [35 24],[17.43157895 18.56842105] ; [28.56842105 30.43157895],0
p4,1,0.007483,7.153188,[10 26] ; [33 26],[16.29473684 19.70526316] ; [26.70526316 32.29473684],0
p10,1,0.008506,6.923796,[13 22] ; [39 21],[19.15789474 15.84210526] ; [32.84210526 27.15789474],0
p11,1,0.013182,6.144465,[16 20] ; [42 18],[21.75 14.25] ; [36.25 23.75],0
s3,1,0.019235,5.480024,[10 25] ; [31 27],[15.43010753 19.56989247] ; [25.56989247 32.43010753],0
r3,1,0.022263,5.225121,[21 15] ; [48 12],[25.875 10.125] ; [43.125 16.875],0
s7,1,0.028624,4.790112,[ 7 27] ; [25 33],[11.82608696 22.17391304] ; [20.17391304 37.82608696],0
b5,1,0.035015,4.444444,[13 23] ; [35 25],[18. 18.] ; [30. 30.],0
n6,1,0.036872,4.356303,[21 15] ; [47 13],[25.5 10.5] ; [42.5 17.5],0
v3,1,0.050434,3.826965,[ 4 31] ; [17 42],[ 7.81914894 27.18085106] ; [13.18085106 45.81914894],0
s8,1,0.053091,3.741063,[ 6 30] ; [21 39],[10.125 25.875] ; [16.875 43.125],0
s6,1,0.057046,3.62124,[12 24] ; [31 27],[16.46808511 19.53191489] ; [26.53191489 31.46808511],0
b2,1,0.07051,3.271103,[10 13] ; [ 9 32],[ 6.828125 16.171875] ; [12.171875 28.828125],0
b3,1,0.07051,3.271103,[10 13] ; [ 9 32],[ 6.828125 16.171875] ; [12.171875 28.828125],0
v2,1,0.082033,3.024164,[ 8 25] ; [25 34],[11.83695652 21.16304348] ; [21.16304348 37.83695652],0
n4,1,0.089644,2.880749,[19 17] ; [42 18],[22.875 13.125] ; [38.125 21.875],0
s2,1,0.093247,2.817407,[10 26] ; [27 33],[13.875 22.125] ; [23.125 36.875],0
p1,1,0.111017,2.539683,[ 7 29] ; [ 5 55],[ 4.5 31.5] ; [ 7.5 52.5],0
a1,1,0.127124,2.327273,[ 5 31] ; [ 3 57],[ 3. 33.] ; [ 5. 55.],0
p3,1,0.13412,2.244156,[ 9 27] ; [24 36],[12.375 23.625] ; [20.625 39.375],0
r4,1,0.138638,2.193007,[13 23] ; [31 29],[16.5 19.5] ; [27.5 32.5],0
p8,1,0.182157,1.779934,[10 26] ; [24 34],[13.0212766 22.9787234] ; [20.9787234 37.0212766],0
n3,1,0.185867,1.750075,[10  9] ; [18  7],[12.09090909  6.90909091] ; [15.90909091  9.09090909],0
p5,1,0.187632,1.736116,[ 1 35] ; [ 6 54],[ 2.625 33.375] ; [ 4.375 55.625],0
v1,1,0.194866,1.680439,[ 9 27] ; [22 36],[11.87234043 24.12765957] ; [19.12765957 38.87234043],0
u2,1,0.209756,1.573111,[ 5 14] ; [12 15],[ 7.02173913 11.97826087] ; [ 9.97826087 17.02173913],0
p6,1,0.244898,1.352178,[ 7 28] ; [18 40],[ 9.40860215 25.59139785] ; [15.59139785 42.40860215],0
p12,1,0.289056,1.124014,[ 2 34] ; [ 1 59],[ 1.125 34.875] ; [ 1.875 58.125],0
d5,1,0.29016,1.118881,[17 19] ; [35 25],[19.5 16.5] ; [32.5 27.5],0
b1,1,0.342362,0.901565,[21 15] ; [29 31],[18.75 17.25] ; [31.25 28.75],0
n1,1,0.358597,0.8428,[9 9] ; [ 9 16],[ 7.53488372 10.46511628] ; [10.46511628 14.53488372],0
r2,1,0.358627,0.842697,[23 12] ; [44 15],[24.94680851 10.05319149] ; [42.05319149 16.94680851],0
a2,1,0.406426,0.689231,[ 1 35] ; [ 4 56],[ 1.875 34.125] ; [ 3.125 56.875],0
a3,1,0.409468,0.680346,[17 19] ; [33 26],[18.94736842 17.05263158] ; [31.05263158 27.94736842],0
n2,1,0.494515,0.466687,[14  5] ; [16  9],[12.95454545  6.04545455] ; [17.04545455  7.95454545],0
a4,1,0.49828,0.458597,[11 24] ; [23 37],[12.52631579 22.47368421] ; [21.47368421 38.52631579],0
a6,1,0.513629,0.426667,[15 21] ; [21 39],[13.5 22.5] ; [22.5 37.5],0
n5,1,0.6816,0.168331,[25 11] ; [44 16],[25.875 10.125] ; [43.125 16.875],0
d4,1,0.749933,0.101587,[21 15] ; [33 27],[20.25 15.75] ; [33.75 26.25],0
s5,1,0.751316,0.100429,[ 7 28] ; [13 44],[ 7.60869565 27.39130435] ; [12.39130435 44.60869565],0
a5,1,0.751621,0.100174,[18 18] ; [28 32],[17.25 18.75] ; [28.75 31.25],0
b4,1,0.751621,0.100174,[18 18] ; [32 28],[18.75 17.25] ; [31.25 28.75],0
d1,1,0.865739,0.028586,[12 24] ; [19 41],[11.625 24.375] ; [19.375 40.625],0
u1,1,0.879616,0.022939,[ 1 35] ; [ 2 58],[ 1.125 34.875] ; [ 1.875 58.125],0
u3,1,0.887494,0.020015,[ 6 13] ; [ 8 19],[ 5.7826087 13.2173913] ; [ 8.2173913 18.7826087],0
s4,1,0.892587,0.018234,[ 7 29] ; [11 49],[ 6.75 29.25] ; [11.25 48.75],0
d2,1,0.941266,0.005428,[15 19] ; [26 34],[14.82978723 19.17021277] ; [26.17021277 33.82978723],0
d3,1,1.0,0.0,[12 24] ; [20 40],[12. 24.] ; [20. 40.],0
