Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000122,14.760367,[82 19] ; [19 20],[72.86428571 28.13571429] ; [28.13571429 10.86428571],1
a6,1,0.000219,13.662351,[81 20] ; [19 20],[72.14285714 28.85714286] ; [27.85714286 11.14285714],1
p2,1,0.002164,9.40535,[77 22] ; [20 19],[69.58695652 29.41304348] ; [27.41304348 11.58695652],0
p10,1,0.007259,7.207706,[79 21] ; [22 17],[72.6618705 27.3381295] ; [28.3381295 10.6618705],0
p9,1,0.008012,7.030737,[84 16] ; [24 14],[78.26086957 21.73913043] ; [29.73913043  8.26086957],0
v2,1,0.013767,6.067763,[58 34] ; [15 23],[51.66153846 40.33846154] ; [21.33846154 16.66153846],0
r1,1,0.016392,5.76037,[79 21] ; [23 16],[73.38129496 26.61870504] ; [28.61870504 10.38129496],0
u3,1,0.020153,5.398599,[16  7] ; [3 8],[12.85294118 10.14705882] ; [6.14705882 4.85294118],0
a2,1,0.021082,5.320019,[29 72] ; [ 4 35],[23.80714286 77.19285714] ; [ 9.19285714 29.80714286],0
v4,1,0.029726,4.725069,[94  6] ; [32  7],[90.64748201  9.35251799] ; [35.35251799  3.64748201],0
a1,1,0.030196,4.698089,[ 2 99] ; [ 4 35],[ 4.32857143 96.67142857] ; [ 1.67142857 37.32857143],0
b1,1,0.037703,4.318355,[35 66] ; [21 18],[40.4 60.6] ; [15.6 23.4],0
v3,1,0.054116,3.709108,[32 65] ; [ 6 31],[27.50746269 69.49253731] ; [10.49253731 26.50746269],0
p1,1,0.059981,3.537907,[ 4 95] ; [ 5 34],[ 6.45652174 92.54347826] ; [ 2.54347826 36.45652174],0
b5,1,0.0814,3.036734,[63 38] ; [18 21],[58.43571429 42.56428571] ; [22.56428571 16.43571429],0
d1,1,0.0814,3.036734,[63 38] ; [18 21],[58.43571429 42.56428571] ; [22.56428571 16.43571429],0
r4,1,0.097341,2.748583,[87 14] ; [29 10],[83.68571429 17.31428571] ; [32.31428571  6.68571429],0
n2,1,0.144553,2.128811,[25 13] ; [16  3],[27.33333333 10.66666667] ; [13.66666667  5.33333333],0
r3,1,0.17501,1.839493,[95  6] ; [34  5],[93.06428571  7.93571429] ; [35.93571429  3.06428571],0
n1,1,0.239485,1.383626,[ 9 29] ; [ 7 11],[10.85714286 27.14285714] ; [ 5.14285714 12.85714286],0
p5,1,0.249075,1.328486,[ 8 91] ; [ 1 37],[ 6.50364964 92.49635036] ; [ 2.49635036 35.50364964],0
n6,1,0.261625,1.260138,[69 31] ; [23 16],[66.18705036 33.81294964] ; [25.81294964 13.18705036],0
d5,1,0.371404,0.798961,[82 19] ; [29 10],[80.07857143 20.92142857] ; [30.92142857  8.07857143],0
n5,1,0.373565,0.791772,[33 67] ; [16 23],[35.25179856 64.74820144] ; [13.74820144 25.25179856],0
n3,1,0.393615,0.727745,[23 15] ; [13  5],[24.42857143 13.57142857] ; [11.57142857  6.42857143],0
p8,1,0.401745,0.703097,[51 48] ; [17 22],[48.7826087 50.2173913] ; [19.2173913 19.7826087],0
p12,1,0.405279,0.692609,[ 6 94] ; [ 1 38],[ 5.03597122 94.96402878] ; [ 1.96402878 37.03597122],0
d4,1,0.417689,0.656807,[86 15] ; [31  8],[84.40714286 16.59285714] ; [32.59285714  6.40714286],0
s4,1,0.422159,0.644296,[22 79] ; [11 28],[23.80714286 77.19285714] ; [ 9.19285714 29.80714286],0
a8,1,0.423872,0.639555,[ 4 87] ; [ 3 35],[ 4.9379845 86.0620155] ; [ 2.0620155 35.9379845],0
p11,1,0.44644,0.579674,[69 32] ; [24 15],[67.09285714 33.90714286] ; [25.90714286 13.09285714],0
r2,1,0.478405,0.502497,[89 11] ; [33  6],[87.76978417 12.23021583] ; [34.23021583  4.76978417],0
b4,1,0.513709,0.426504,[56 45] ; [24 15],[57.71428571 43.28571429] ; [22.28571429 16.71428571],0
p6,1,0.52271,0.408542,[21 78] ; [10 28],[22.40145985 76.59854015] ; [ 8.59854015 29.40145985],0
s1,1,0.537373,0.380431,[ 3 98] ; [ 2 37],[ 3.60714286 97.39285714] ; [ 1.39285714 37.60714286],0
s5,1,0.545228,0.365935,[32 67] ; [14 23],[33.48529412 65.51470588] ; [12.51470588 24.48529412],0
v1,1,0.570601,0.321678,[51 48] ; [18 21],[49.5 49.5] ; [19.5 19.5],0
a4,1,0.582676,0.301928,[44 57] ; [19 20],[45.45 55.55] ; [17.55 21.45],0
a3,1,0.586285,0.296183,[77 24] ; [28 11],[75.75 25.25] ; [29.25  9.75],0
s6,1,0.597657,0.278544,[66 35] ; [23 15],[64.66906475 36.33093525] ; [24.33093525 13.66906475],0
d2,1,0.600737,0.273886,[49 52] ; [17 22],[47.61428571 53.38571429] ; [18.38571429 20.61428571],0
b3,1,0.607218,0.264246,[18 34] ; [ 9 13],[18.97297297 33.02702703] ; [ 8.02702703 13.97297297],0
b2,1,0.607218,0.264246,[18 34] ; [ 9 13],[18.97297297 33.02702703] ; [ 8.02702703 13.97297297],0
p3,1,0.612324,0.256804,[41 58] ; [18 21],[42.32608696 56.67391304] ; [16.67391304 22.32608696],0
u2,1,0.632124,0.229191,[13 11] ; [5 6],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
s3,1,0.723638,0.125033,[49 50] ; [18 21],[48.06521739 50.93478261] ; [18.93478261 20.06521739],0
s8,1,0.732725,0.116624,[35 66] ; [12 26],[34.15107914 66.84892086] ; [12.84892086 25.15107914],0
s7,1,0.822975,0.050051,[34 62] ; [12 24],[33.45454545 62.54545455] ; [12.54545455 23.45454545],0
p7,1,0.841907,0.039782,[59 38] ; [23 16],[58.48529412 38.51470588] ; [23.51470588 15.48529412],0
p4,1,0.844745,0.038349,[52 48] ; [21 18],[52.51798561 47.48201439] ; [20.48201439 18.51798561],0
s2,1,0.932056,0.007269,[46 55] ; [17 21],[45.77697842 55.22302158] ; [17.22302158 20.77697842],0
