Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,32.675788,[97 16] ; [ 9 18],[85.55714286 27.44285714] ; [20.44285714  6.55714286],1
d3,1,1e-06,23.538433,[88 25] ; [ 8 19],[77.48571429 35.51428571] ; [18.51428571  8.48571429],1
a5,1,0.001328,10.303422,[74 39] ; [ 9 19],[66.5177305 46.4822695] ; [16.4822695 11.5177305],0
a4,1,0.002847,8.902893,[46 67] ; [ 3 25],[39.26950355 73.73049645] ; [ 9.73049645 18.26950355],0
a3,1,0.008525,6.919634,[75 38] ; [11 17],[68.92198582 44.07801418] ; [17.07801418 10.92198582],0
r1,1,0.021835,5.258905,[82 31] ; [14 14],[76.93617021 36.06382979] ; [19.06382979  8.93617021],0
d2,1,0.024272,5.075123,[46 67] ; [ 5 23],[40.87234043 72.12765957] ; [10.12765957 17.87234043],0
p1,1,0.028914,4.772727,[  4 108] ; [ 4 24],[  6.4 105.6] ; [ 1.6 26.4],0
n4,1,0.040247,4.207441,[48 65] ; [ 6 22],[43.27659574 69.72340426] ; [10.72340426 17.27659574],0
p12,1,0.041079,4.172749,[  1 111] ; [ 2 26],[  2.4 109.6] ; [ 0.6 27.4],0
a6,1,0.066782,3.360397,[70 43] ; [12 16],[65.71631206 47.28368794] ; [16.28368794 11.71631206],0
b1,1,0.081125,3.042225,[44 69] ; [16 12],[48.08510638 64.91489362] ; [11.91489362 16.08510638],0
p8,1,0.101233,2.686012,[41 71] ; [15 13],[44.8 67.2] ; [11.2 16.8],0
a7,1,0.107884,2.584945,[88 25] ; [17 10],[84.75 28.25] ; [20.25  6.75],0
v2,1,0.110028,2.553823,[56 55] ; [ 9 18],[52.2826087 58.7173913] ; [12.7173913 14.2826087],0
r4,1,0.116561,2.462935,[92 21] ; [19  9],[88.95744681 24.04255319] ; [22.04255319  5.95744681],0
n1,1,0.130927,2.281481,[ 5 28] ; [4 7],[ 6.75 26.25] ; [2.25 8.75],0
p6,1,0.203396,1.617817,[26 83] ; [10 18],[28.64233577 80.35766423] ; [ 7.35766423 20.64233577],0
v3,1,0.226613,1.461994,[31 75] ; [ 5 23],[28.47761194 77.52238806] ; [ 7.52238806 20.47761194],0
s1,1,0.250332,1.321449,[  3 110] ; [ 2 26],[  4.0070922 108.9929078] ; [ 0.9929078 27.0070922],0
s7,1,0.256522,1.287431,[26 81] ; [ 4 24],[23.77777778 83.22222222] ; [ 6.22222222 21.77777778],0
a8,1,0.281374,1.16044,[ 8 96] ; [ 4 24],[ 9.45454545 94.54545455] ; [ 2.54545455 25.45454545],0
a2,1,0.372401,0.795638,[15 98] ; [ 2 26],[13.62411348 99.37588652] ; [ 3.37588652 24.62411348],0
v1,1,0.377822,0.777778,[42 70] ; [ 8 20],[40. 72.] ; [10. 18.],0
