Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000121,14.7756,[ 30 246] ; [7 9],[ 34.97260274 241.02739726] ; [ 2.02739726 13.97260274],1
p12,1,0.004114,8.232963,[  5 276] ; [ 2 13],[  6.64527027 274.35472973] ; [ 0.35472973 14.64527027],0
p4,1,0.007656,7.112306,[115 165] ; [12  4],[120.13513514 159.86486486] ; [6.86486486 9.13513514],0
s8,1,0.008369,6.952785,[ 49 234] ; [7 9],[ 53.00334448 229.99665552] ; [ 2.99665552 13.00334448],0
v1,1,0.015574,5.850347,[116 163] ; [11  4],[120.52040816 158.47959184] ; [6.47959184 8.52040816],0
r4,1,0.019029,5.498844,[240  43] ; [10  6],[236.62207358  46.37792642] ; [13.37792642  2.62207358],0
p10,1,0.027875,4.835754,[190  91] ; [15  1],[193.95622896  87.04377104] ; [11.04377104  4.95622896],0
p9,1,0.041132,4.170572,[196  84] ; [15  1],[199.59459459  80.40540541] ; [11.40540541  4.59459459],0
p3,1,0.055686,3.661421,[108 173] ; [10  6],[111.64309764 169.35690236] ; [6.35690236 9.64309764],0
p11,1,0.070287,3.27631,[208  75] ; [15  1],[211.06688963  71.93311037] ; [11.93311037  4.06688963],0
p1,1,0.124358,2.361557,[ 22 260] ; [ 3 13],[ 23.65771812 258.34228188] ; [ 1.34228188 14.65771812],0
v3,1,0.130717,2.283965,[ 93 179] ; [8 7],[ 95.72125436 176.27874564] ; [5.27874564 9.72125436],0
s7,1,0.131427,2.27557,[ 57 210] ; [ 6 10],[ 59.43816254 207.56183746] ; [ 3.56183746 12.43816254],0
a5,1,0.191374,1.70701,[185  98] ; [13  3],[187.40468227  95.59531773] ; [10.59531773  5.40468227],0
u3,1,0.198927,1.650237,[47 46] ; [4 1],[48.39795918 44.60204082] ; [2.60204082 2.39795918],0
v2,1,0.213727,1.546001,[137 136] ; [10  5],[139.34375 133.65625] ; [7.65625 7.34375],0
p7,1,0.214969,1.537645,[148 132] ; [11  5],[150.40540541 129.59459459] ; [8.59459459 7.40540541],0
b5,1,0.276593,1.183753,[163 120] ; [7 9],[160.90301003 122.09698997] ; [9.09698997 6.90301003],0
r3,1,0.287296,1.13225,[253  29] ; [13  3],[251.71812081  30.28187919] ; [14.28187919  1.71812081],0
p8,1,0.29917,1.077891,[120 159] ; [9 7],[122.00338983 156.99661017] ; [6.99661017 9.00338983],0
p2,1,0.2992,1.077757,[211  71] ; [13  2],[212.68686869  69.31313131] ; [11.31313131  3.68686869],0
n5,1,0.387847,0.745682,[181 100] ; [12  4],[182.6026936  98.3973064] ; [10.3973064  5.6026936],0
d1,1,0.410706,0.676757,[147 136] ; [10  6],[148.59866221 134.40133779] ; [8.40133779 7.59866221],0
b3,1,0.437487,0.602865,[ 63 100] ; [6 6],[64.26857143 98.73142857] ; [4.73142857 7.26857143],0
b2,1,0.437487,0.602865,[ 63 100] ; [6 6],[64.26857143 98.73142857] ; [4.73142857 7.26857143],0
s3,1,0.44337,0.587546,[ 77 203] ; [ 3 13],[ 75.67567568 204.32432432] ; [ 4.32432432 11.67567568],0
s2,1,0.504042,0.446415,[ 54 227] ; [ 2 14],[ 52.98316498 228.01683502] ; [ 3.01683502 12.98316498],0
v4,1,0.504898,0.444626,[259  22] ; [14  2],[258.29292929  22.70707071] ; [14.70707071  1.29292929],0
d5,1,0.505485,0.443402,[208  74] ; [13  3],[209.13422819  72.86577181] ; [11.86577181  4.13422819],0
s1,1,0.51332,0.427293,[  9 271] ; [ 1 15],[  9.45945946 270.54054054] ; [ 0.54054054 15.45945946],0
b4,1,0.545271,0.365858,[155 128] ; [10  6],[156.17056856 126.82943144] ; [8.82943144 7.17056856],0
a2,1,0.573692,0.316544,[ 51 232] ; [ 2 14],[ 50.1638796 232.8361204] ; [ 2.8361204 13.1638796],0
n1,1,0.575143,0.314153,[26 46] ; [2 2],[26.52631579 45.47368421] ; [1.47368421 2.52631579],0
n6,1,0.576682,0.31163,[208  75] ; [12  3],[208.9261745  74.0738255] ; [11.0738255  3.9261745],0
u2,1,0.595786,0.281399,[44 48] ; [3 2],[44.57731959 47.42268041] ; [2.42268041 2.57731959],0
d4,1,0.598162,0.277777,[212  69] ; [13  3],[212.87878788  68.12121212] ; [12.12121212  3.87878788],0
n2,1,0.678137,0.172231,[48 26] ; [3 1],[48.38461538 25.61538462] ; [2.61538462 1.38461538],0
d2,1,0.695951,0.152718,[126 154] ; [8 8],[126.75675676 153.24324324] ; [7.24324324 8.75675676],0
b1,1,0.697146,0.151458,[110 173] ; [7 9],[110.73913043 172.26086957] ; [6.26086957 9.73913043],0
a8,1,0.701244,0.147181,[ 25 234] ; [ 1 14],[ 24.57664234 234.42335766] ; [ 1.42335766 13.57664234],0
d3,1,0.703104,0.145263,[180 101] ; [11  5],[180.71043771 100.28956229] ; [10.28956229  5.71043771],0
r1,1,0.706875,0.141418,[206  76] ; [11  5],[205.34899329  76.65100671] ; [11.65100671  4.34899329],0
n3,1,0.771184,0.08458,[49 23] ; [3 1],[49.26315789 22.73684211] ; [2.73684211 1.26315789],0
a4,1,0.773631,0.08273,[116 166] ; [ 6 10],[115.44966443 166.55033557] ; [6.55033557 9.44966443],0
n4,1,0.845478,0.037983,[201  82] ; [11  5],[200.65551839  82.34448161] ; [11.34448161  4.65551839],0
a3,1,0.924821,0.008904,[190  91] ; [11  5],[190.17171717  90.82828283] ; [10.82828283  5.17171717],0
p6,1,0.947337,0.004363,[ 72 206] ; [ 4 11],[ 72.10921502 205.89078498] ; [ 3.89078498 11.10921502],0
a7,1,0.98059,0.000592,[194  87] ; [11  5],[193.95622896  87.04377104] ; [11.04377104  4.95622896],0
a6,1,0.986708,0.000278,[194  89] ; [11  5],[194.03010033  88.96989967] ; [10.96989967  5.03010033],0
