Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.01459,[65 11] ; [ 3 10],[58.06741573 17.93258427] ; [9.93258427 3.06741573],1
r3,1,1.5e-05,18.792641,[70  6] ; [6 7],[64.8988764 11.1011236] ; [11.1011236  1.8988764],1
r2,1,0.000523,12.030857,[72  3] ; [8 4],[68.96551724  6.03448276] ; [11.03448276  0.96551724],1
p2,1,0.003687,8.432086,[59 17] ; [5 8],[54.65168539 21.34831461] ; [9.34831461 3.65168539],0
v1,1,0.00403,8.270423,[37 36] ; [ 1 12],[32.25581395 40.74418605] ; [5.74418605 7.25581395],0
p11,1,0.011495,6.3871,[56 20] ; [5 8],[52.08988764 23.91011236] ; [8.91011236 4.08988764],0
s1,1,0.011761,6.346567,[ 3 72] ; [ 3 10],[ 5.11363636 69.88636364] ; [ 0.88636364 12.11363636],0
n1,1,0.02474,5.042017,[ 6 11] ; [6 1],[8.5 8.5] ; [3.5 3.5],0
p8,1,0.029853,4.717732,[31 45] ; [ 1 11],[27.63636364 48.36363636] ; [4.36363636 7.63636364],0
v3,1,0.040053,4.21562,[26 45] ; [ 1 12],[22.82142857 48.17857143] ; [4.17857143 8.82142857],0
p10,1,0.04601,3.981213,[56 20] ; [6 7],[52.94382022 23.05617978] ; [9.05617978 3.94382022],0
p9,1,0.04601,3.981213,[56 20] ; [6 7],[52.94382022 23.05617978] ; [9.05617978 3.94382022],0
s7,1,0.063441,3.445063,[27 45] ; [ 1 10],[24.28915663 47.71084337] ; [3.71084337 7.28915663],0
p4,1,0.065624,3.389229,[38 37] ; [ 3 10],[34.94318182 40.05681818] ; [6.05681818 6.94318182],0
v2,1,0.065961,3.380781,[37 36] ; [ 3 10],[33.95348837 39.04651163] ; [6.04651163 6.95348837],0
b1,1,0.076019,3.14802,[27 49] ; [8 5],[29.88764045 46.11235955] ; [5.11235955 7.88764045],0
n6,1,0.076725,3.132954,[54 22] ; [6 7],[51.23595506 24.76404494] ; [8.76404494 4.23595506],0
r1,1,0.076725,3.132954,[54 22] ; [6 7],[51.23595506 24.76404494] ; [8.76404494 4.23595506],0
p6,1,0.085964,2.948376,[23 52] ; [ 1 12],[20.45454545 54.54545455] ; [3.54545455 9.45454545],0
n2,1,0.146217,2.111278,[16  3] ; [4 3],[14.61538462  4.38461538] ; [5.38461538 1.61538462],0
d2,1,0.193041,1.694258,[32 44] ; [8 5],[34.15730337 41.84269663] ; [5.84269663 7.15730337],0
b4,1,0.23111,1.434018,[39 37] ; [9 4],[40.98876404 35.01123596] ; [7.01123596 5.98876404],0
n5,1,0.272769,1.202768,[52 23] ; [7 6],[50.28409091 24.71590909] ; [8.71590909 4.28409091],0
p7,1,0.27767,1.178458,[46 28] ; [6 7],[44.22988506 29.77011494] ; [7.77011494 5.22988506],0
a6,1,0.286865,1.134274,[47 29] ; [6 7],[45.25842697 30.74157303] ; [7.74157303 5.25842697],0
s2,1,0.345014,0.891711,[40 36] ; [5 8],[38.42696629 37.57303371] ; [6.57303371 6.42696629],0
n4,1,0.367905,0.810729,[56 20] ; [8 5],[54.65168539 21.34831461] ; [9.34831461 3.65168539],0
u2,1,0.390447,0.737548,[12 13] ; [1 3],[11.20689655 13.79310345] ; [1.79310345 2.20689655],0
a7,1,0.406962,0.687658,[50 26] ; [7 6],[48.6741573 27.3258427] ; [8.3258427 4.6741573],0
a4,1,0.406962,0.687658,[26 50] ; [6 7],[27.3258427 48.6741573] ; [4.6741573 8.3258427],0
a8,1,0.4493,0.572417,[ 7 67] ; [ 2 10],[ 7.74418605 66.25581395] ; [ 1.25581395 10.74418605],0
p1,1,0.547006,0.362708,[ 3 73] ; [ 1 12],[ 3.41573034 72.58426966] ; [ 0.58426966 12.41573034],0
d1,1,0.665814,0.186538,[36 40] ; [7 6],[36.71910112 39.28089888] ; [6.28089888 6.71910112],0
b3,1,0.694609,0.154141,[20 27] ; [4 4],[20.50909091 26.49090909] ; [3.49090909 4.50909091],0
b2,1,0.694609,0.154141,[20 27] ; [4 4],[20.50909091 26.49090909] ; [3.49090909 4.50909091],0
n3,1,0.738568,0.11139,[14  5] ; [4 2],[13.68  5.32] ; [4.32 1.68],0
p3,1,0.74774,0.10344,[32 42] ; [5 8],[31.47126437 42.52873563] ; [5.52873563 7.47126437],0
u1,1,0.754136,0.098088,[ 8 68] ; [ 1 12],[ 7.68539326 68.31460674] ; [ 1.31460674 11.68539326],0
s4,1,0.754136,0.098088,[ 8 68] ; [ 1 12],[ 7.68539326 68.31460674] ; [ 1.31460674 11.68539326],0
a5,1,0.76625,0.088378,[50 26] ; [8 5],[49.52808989 26.47191011] ; [8.47191011 4.52808989],0
d4,1,0.805289,0.060766,[56 20] ; [10  3],[56.35955056 19.64044944] ; [9.64044944 3.35955056],0
s5,1,0.814018,0.055341,[10 61] ; [ 2 10],[10.26506024 60.73493976] ; [ 1.73493976 10.26506024],0
d3,1,0.838511,0.041534,[49 27] ; [8 5],[48.6741573 27.3258427] ; [8.3258427 4.6741573],0
b5,1,0.866024,0.028463,[37 39] ; [6 7],[36.71910112 39.28089888] ; [6.28089888 6.71910112],0
a1,1,0.882388,0.021887,[ 5 71] ; [ 1 12],[ 5.12359551 70.87640449] ; [ 0.87640449 12.12359551],0
d5,1,0.911055,0.012479,[48 28] ; [8 5],[47.82022472 28.17977528] ; [8.17977528 4.82022472],0
a3,1,0.929912,0.007736,[51 24] ; [9 4],[51.13636364 23.86363636] ; [8.86363636 4.13636364],0
