Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000442,12.345883,[27  7] ; [30 40],[18.63461538 15.36538462] ; [38.36538462 31.63461538],1
s8,1,0.002155,9.41251,[18 16] ; [16 54],[11.11538462 22.88461538] ; [22.88461538 47.11538462],0
s3,1,0.005933,7.570487,[23 10] ; [28 41],[16.5 16.5] ; [34.5 34.5],0
s2,1,0.012707,6.20951,[19 15] ; [21 48],[13.2038835 20.7961165] ; [26.7961165 42.2038835],0
p10,1,0.03285,4.553571,[25  9] ; [35 33],[20. 14.] ; [40. 28.],0
n2,1,0.043092,4.091793,[12  1] ; [14  9],[9.38888889 3.61111111] ; [16.61111111  6.38888889],0
p9,1,0.043971,4.057681,[27  7] ; [41 28],[22.44660194 11.55339806] ; [45.55339806 23.44660194],0
r4,1,0.056358,3.641457,[30  4] ; [50 20],[26.15384615  7.84615385] ; [53.84615385 16.15384615],0
v4,1,0.068391,3.321221,[31  2] ; [56 14],[27.87378641  5.12621359] ; [59.12621359 10.87378641],0
n3,1,0.070156,3.279366,[11  2] ; [12 10],[8.54285714 4.45714286] ; [14.45714286  7.54285714],0
p11,1,0.084992,2.966764,[24 10] ; [37 33],[19.94230769 14.05769231] ; [41.05769231 28.94230769],0
s5,1,0.100434,2.698635,[ 9 22] ; [10 57],[ 6.01020408 24.98979592] ; [12.98979592 54.01020408],0
s4,1,0.102276,2.66969,[ 6 28] ; [ 5 65],[ 3.59615385 30.40384615] ; [ 7.40384615 62.59615385],0
v2,1,0.110327,2.549535,[21 11] ; [32 34],[17.30612245 14.69387755] ; [35.69387755 30.30612245],0
n1,1,0.133288,2.253788,[7 5] ; [ 7 15],[4.94117647 7.05882353] ; [ 9.05882353 12.94117647],0
r3,1,0.154977,2.022569,[32  2] ; [59 11],[29.75  4.25] ; [61.25  8.75],0
p7,1,0.156827,2.004556,[20 13] ; [31 37],[16.66336634 16.33663366] ; [34.33663366 33.66336634],0
v1,1,0.159332,1.980553,[18 15] ; [27 41],[14.7029703 18.2970297] ; [30.2970297 37.7029703],0
a1,1,0.205072,1.605882,[ 1 33] ; [ 7 63],[ 2.61538462 31.38461538] ; [ 5.38461538 64.61538462],0
a8,1,0.263032,1.252731,[ 6 25] ; [ 7 57],[ 4.24210526 26.75789474] ; [ 8.75789474 55.24210526],0
a4,1,0.263668,1.249395,[14 20] ; [37 33],[16.67307692 17.32692308] ; [34.32692308 35.67307692],0
r2,1,0.287487,1.131351,[31  2] ; [60  9],[29.44117647  3.55882353] ; [61.55882353  7.44117647],0
a7,1,0.311754,1.02323,[22 12] ; [52 18],[24.19230769  9.80769231] ; [49.80769231 20.19230769],0
p6,1,0.318408,0.995475,[ 8 26] ; [10 55],[ 6.18181818 27.81818182] ; [11.81818182 53.18181818],0
b1,1,0.320456,0.987083,[21 13] ; [36 34],[18.63461538 15.36538462] ; [38.36538462 31.63461538],0
p5,1,0.350798,0.870567,[ 3 30] ; [ 3 65],[ 1.96039604 31.03960396] ; [ 4.03960396 63.96039604],0
p1,1,0.431639,0.618409,[ 4 30] ; [ 5 65],[ 2.94230769 31.05769231] ; [ 6.05769231 63.94230769],0
p8,1,0.436019,0.606737,[11 23] ; [27 40],[12.79207921 21.20792079] ; [25.20792079 41.79207921],0
d2,1,0.492511,0.471036,[16 17] ; [39 31],[17.62135922 15.37864078] ; [37.37864078 32.62135922],0
d5,1,0.492966,0.470047,[26  7] ; [59 11],[27.23300971  5.76699029] ; [57.76699029 12.23300971],0
b4,1,0.586698,0.29553,[18 16] ; [41 29],[19.28846154 14.71153846] ; [39.71153846 30.28846154],0
b5,1,0.65345,0.201578,[21 13] ; [40 30],[19.94230769 14.05769231] ; [41.05769231 28.94230769],0
b2,1,0.661455,0.191761,[ 8 14] ; [13 29],[ 7.21875 14.78125] ; [13.78125 28.21875],0
b3,1,0.661455,0.191761,[ 8 14] ; [13 29],[ 7.21875 14.78125] ; [13.78125 28.21875],0
r1,1,0.663705,0.189055,[26  8] ; [50 19],[25.08737864  8.91262136] ; [50.91262136 18.08737864],0
p3,1,0.669538,0.182143,[15 19] ; [27 41],[14. 20.] ; [28. 40.],0
d3,1,0.706895,0.141399,[22 11] ; [44 26],[21.14563107 11.85436893] ; [44.85436893 25.14563107],0
p12,1,0.718326,0.130102,[ 1 33] ; [ 3 65],[ 1.33333333 32.66666667] ; [ 2.66666667 65.33333333],0
n5,1,0.753971,0.098224,[14 19] ; [32 38],[14.73786408 18.26213592] ; [31.26213592 38.73786408],0
n4,1,0.75555,0.096927,[21 13] ; [41 29],[20.26923077 13.73076923] ; [41.73076923 28.26923077],0
u1,1,0.848598,0.036446,[ 3 31] ; [ 7 63],[ 3.26923077 30.73076923] ; [ 6.73076923 63.26923077],0
a6,1,0.86673,0.028161,[24  9] ; [52 18],[24.34951456  8.65048544] ; [51.65048544 18.34951456],0
p2,1,0.882758,0.021748,[22 12] ; [45 23],[22.33333333 11.66666667] ; [44.66666667 23.33333333],0
a2,1,0.934231,0.00681,[ 9 25] ; [18 52],[ 8.82692308 25.17307692] ; [18.17307692 51.82692308],0
p4,1,0.94155,0.005376,[16 18] ; [33 36],[16.17475728 17.82524272] ; [32.82524272 36.17475728],0
v3,1,0.960793,0.002417,[10 20] ; [22 43],[10.10526316 19.89473684] ; [21.89473684 43.10526316],0
a3,1,0.971804,0.001249,[27  7] ; [55 14],[27.06796117  6.93203883] ; [54.93203883 14.06796117],0
d4,1,0.980046,0.000626,[26  7] ; [55 15],[25.95145631  7.04854369] ; [55.04854369 14.95145631],0
d1,1,0.987084,0.000262,[19 15] ; [39 31],[18.96153846 15.03846154] ; [39.03846154 30.96153846],0
s1,1,1.0,0.0,[ 2 32] ; [ 4 64],[ 2. 32.] ; [ 4. 64.],0
