Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,44.612985,[122   3] ; [22 16],[110.42944785  14.57055215] ; [33.57055215  4.42944785],1
r3,1,0.0,36.022374,[123   2] ; [26 13],[113.56707317  11.43292683] ; [35.43292683  3.56707317],1
r1,1,0.0,31.494481,[98 26] ; [12 27],[83.6809816 40.3190184] ; [26.3190184 12.6809816],1
v4,1,3e-06,22.071405,[119   6] ; [25 12],[111.11111111  13.88888889] ; [32.88888889  4.11111111],1
n2,1,0.001595,9.965824,[32 10] ; [ 6 12],[26.6 15.4] ; [11.4  6.6],0
p9,1,0.007494,7.150456,[89 31] ; [20 19],[82.26415094 37.73584906] ; [26.73584906 12.26415094],0
a5,1,0.018282,5.568954,[75 50] ; [15 24],[68.59756098 56.40243902] ; [21.40243902 17.59756098],0
s6,1,0.019591,5.448009,[73 49] ; [15 24],[66.68322981 55.31677019] ; [21.31677019 17.68322981],0
p3,1,0.020851,5.339235,[48 76] ; [ 7 31],[42.09876543 81.90123457] ; [12.90123457 25.09876543],0
s8,1,0.027588,4.853624,[38 86] ; [ 5 34],[32.71165644 91.28834356] ; [10.28834356 28.71165644],0
n6,1,0.032888,4.551584,[78 46] ; [17 22],[72.26993865 51.73006135] ; [22.73006135 16.26993865],0
b1,1,0.035969,4.39859,[38 87] ; [19 20],[43.44512195 81.55487805] ; [13.55487805 25.44512195],0
a6,1,0.037766,4.315541,[78 47] ; [17 22],[72.40853659 52.59146341] ; [22.59146341 16.40853659],0
n3,1,0.042783,4.103967,[32 11] ; [8 9],[28.66666667 14.33333333] ; [11.33333333  5.66666667],0
p10,1,0.059304,3.556731,[81 40] ; [19 19],[76.10062893 44.89937107] ; [23.89937107 14.10062893],0
p6,1,0.061315,3.501442,[30 91] ; [ 4 34],[25.87421384 95.12578616] ; [ 8.12578616 29.87421384],0
d5,1,0.064371,3.421029,[95 29] ; [24 15],[90.52760736 33.47239264] ; [28.47239264 10.52760736],0
p11,1,0.088034,2.909956,[77 48] ; [18 21],[72.40853659 52.59146341] ; [22.59146341 16.40853659],0
v2,1,0.090141,2.871846,[58 58] ; [13 25],[53.48051948 62.51948052] ; [17.51948052 20.48051948],0
u1,1,0.102396,2.667816,[ 14 111] ; [ 1 38],[ 11.43292683 113.56707317] ; [ 3.56707317 35.43292683],0
u3,1,0.128489,2.310668,[34 15] ; [10 10],[31.24637681 17.75362319] ; [12.75362319  7.24637681],0
p7,1,0.148447,2.088136,[66 56] ; [15 22],[62.1509434 59.8490566] ; [18.8490566 18.1509434],0
p8,1,0.16178,1.957511,[55 69] ; [12 26],[51.28395062 72.71604938] ; [15.71604938 22.28395062],0
d1,1,0.1703,1.8803,[67 58] ; [16 23],[63.26219512 61.73780488] ; [19.73780488 19.26219512],0
s7,1,0.177833,1.815642,[36 83] ; [ 7 30],[32.80128205 86.19871795] ; [10.19871795 26.80128205],0
s2,1,0.205381,1.603689,[56 69] ; [13 26],[52.59146341 72.40853659] ; [16.40853659 22.59146341],0
u2,1,0.217414,1.521358,[30 19] ; [ 9 11],[27.69565217 21.30434783] ; [11.30434783  8.69565217],0
v3,1,0.248766,1.330222,[32 83] ; [ 7 31],[29.31372549 85.68627451] ; [ 9.68627451 28.31372549],0
s4,1,0.25645,1.287821,[30 95] ; [ 6 33],[27.43902439 97.56097561] ; [ 8.56097561 30.43902439],0
