Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.690896,[33  8] ; [38 59],[21.0942029 19.9057971] ; [49.9057971 47.0942029],1
a7,1,0.21019,1.570114,[28 13] ; [76 21],[30.89855072 10.10144928] ; [73.10144928 23.89855072],0
p9,1,0.210854,1.565551,[35  6] ; [72 23],[32.25735294  8.74264706] ; [74.74264706 20.25735294],0
s3,1,0.216028,1.53056,[24 17] ; [66 29],[27.13235294 13.86764706] ; [62.86764706 32.13235294],0
d5,1,0.240363,1.378462,[36  5] ; [77 20],[33.57246377  7.42753623] ; [79.42753623 17.57246377],0
a5,1,0.252812,1.307696,[33  8] ; [69 28],[30.30434783 10.69565217] ; [71.69565217 25.30434783],0
p11,1,0.268532,1.224231,[29 12] ; [59 38],[26.14492754 14.85507246] ; [61.85507246 35.14492754],0
u1,1,0.276158,1.1859,[ 8 33] ; [12 85],[ 5.94202899 35.05797101] ; [14.05797101 82.94202899],0
b2,1,0.294266,1.1,[10 18] ; [12 37],[ 8. 20.] ; [14. 35.],0
b3,1,0.294266,1.1,[10 18] ; [12 37],[ 8. 20.] ; [14. 35.],0
p5,1,0.443146,0.588122,[ 3 38] ; [ 4 92],[ 2.09489051 38.90510949] ; [ 4.90510949 91.09489051],0
v4,1,0.476475,0.50692,[39  2] ; [88  8],[38.00729927  2.99270073] ; [88.99270073  7.00729927],0
n6,1,0.495336,0.464914,[28 12] ; [62 35],[26.27737226 13.72262774] ; [63.72262774 33.27737226],0
v1,1,0.575445,0.313657,[18 22] ; [37 56],[16.54135338 23.45864662] ; [38.45864662 54.54135338],0
s1,1,0.608041,0.263038,[ 2 39] ; [ 3 94],[ 1.48550725 39.51449275] ; [ 3.51449275 93.48550725],0
a1,1,0.619361,0.246767,[ 3 38] ; [ 5 92],[ 2.37681159 38.62318841] ; [ 5.62318841 91.37681159],0
b4,1,0.621915,0.243186,[28 13] ; [62 35],[26.73913043 14.26086957] ; [63.26086957 33.73913043],0
r1,1,0.623827,0.240525,[30 11] ; [74 22],[31.12408759  9.87591241] ; [72.87591241 23.12408759],0
v3,1,0.644036,0.213502,[11 29] ; [29 63],[12.12121212 27.87878788] ; [27.87878788 64.12121212],0
a8,1,0.706678,0.141618,[ 2 37] ; [ 6 81],[ 2.47619048 36.52380952] ; [ 5.52380952 81.47619048],0
n3,1,0.708597,0.139683,[10  4] ; [23  7],[10.5  3.5] ; [22.5  7.5],0
r2,1,0.72539,0.123387,[37  3] ; [87  9],[36.47058824  3.52941176] ; [87.52941176  8.47058824],0
a6,1,0.772519,0.083568,[26 15] ; [64 33],[26.73913043 14.26086957] ; [63.26086957 33.73913043],0
p2,1,0.822121,0.050543,[30 11] ; [72 24],[30.52554745 10.47445255] ; [71.47445255 24.52554745],0
v2,1,0.880068,0.022766,[21 19] ; [48 41],[21.39534884 18.60465116] ; [47.60465116 41.39534884],0
n2,1,0.894876,0.01746,[10  4] ; [22  8],[10.18181818  3.81818182] ; [21.81818182  8.18181818],0
s2,1,0.95317,0.003449,[26 15] ; [61 36],[25.84782609 15.15217391] ; [61.15217391 35.84782609],0
b5,1,0.98676,0.000275,[25 16] ; [59 38],[24.95652174 16.04347826] ; [59.04347826 37.95652174],0
